Id	Desc	Class	Type	TitleName	TitleDesc	Prioirity	Color	OwnerTime	BroadCastDic	AttrId
173	赛季-钻石组第2名	0	50	<nguyệt · kim cương · tông sư>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng kim cương tổ người thứ hai đoạt được tôn hào.	14	[cc66ff]	43200	-1	-1
174	赛季-钻石组第3名	0	50	<nguyệt · kim cương · danh sĩ>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng kim cương tổ người thứ ba đoạt được tôn hào.	13	[cc66ff]	43200	-1	-1
175	赛季-白金组第1名	0	50	<nguyệt · bạc kim · đỉnh cao>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng bạc kim tổ người thứ nhất đoạt được tôn hào.	12	[cc66ff]	43200	-1	-1
176	赛季-白金组第2名	0	50	<nguyệt · bạc kim · tông sư>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng bạc kim tổ người thứ hai đoạt được tôn hào.	11	[cc66ff]	43200	-1	-1
177	赛季-白金组第3名	0	50	<nguyệt · bạc kim · danh sĩ>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng bạc kim tổ người thứ ba đoạt được tôn hào.	10	[cc66ff]	43200	-1	-1
178	赛季-黄金组第1名	0	50	<nguyệt · hoàng kim · đỉnh cao>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng hoàng kim tổ người thứ nhất đoạt được tôn hào.	9	[33ccff]	43200	-1	-1
179	赛季-黄金组第2名	0	50	<nguyệt · hoàng kim · tông sư>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng hoàng kim tổ người thứ hai đoạt được tôn hào.	8	[33ccff]	43200	-1	-1
180	赛季-黄金组第3名	0	50	<nguyệt · hoàng kim · danh sĩ>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng hoàng kim tổ người thứ ba đoạt được tôn hào.	7	[33ccff]	43200	-1	-1
181	赛季-白银组第1名	0	50	<nguyệt · bạch ngân · đỉnh cao>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng bạch ngân tổ người thứ nhất đoạt được tôn hào.	6	[33ccff]	43200	-1	-1
182	赛季-白银组第2名	0	50	<nguyệt · bạch ngân · tông sư>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng bạch ngân tổ người thứ hai đoạt được tôn hào.	5	[33ccff]	43200	-1	-1
183	赛季-白银组第3名	0	50	<nguyệt · bạch ngân · danh sĩ>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng bạch ngân tổ người thứ ba đoạt được tôn hào.	4	[33ccff]	43200	-1	-1
184	赛季-青铜组第1名	0	50	<nguyệt · đồng thau · đỉnh cao>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng đồng thau tổ người thứ nhất đoạt được tôn hào.	3	[33cc66]	43200	-1	-1
185	赛季-青铜组第2名	0	50	<nguyệt · đồng thau · tông sư>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng đồng thau tổ người thứ hai đoạt được tôn hào.	2	[33cc66]	43200	-1	-1
186	赛季-青铜组第3名	0	50	<nguyệt · đồng thau · danh sĩ>	Ở Thất Mạch Hội Vũ  thi đấu bên trong, thu được mùa giải cuối cùng đồng thau tổ người thứ ba đoạt được tôn hào.	1	[33cc66]	43200	-1	-1
187	夫妻进阶15天称号	1	41	Chờ đợi cùng <{0}> lời thề	Kết hôn 15 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
188	夫妻进阶30天称号	1	41	Cùng <{0}> hạnh phúc cùng nhau	Kết hôn 30 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
189	夫妻进阶60天称号	1	41	<{0}> chí yêu	Kết hôn 60 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
190	夫妻进阶90天称号	1	41	Chân thành yêu <{0}> trăm phần trăm	Kết hôn 90 thiên mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
191	夫妻进阶135天称号	1	41	Nguyện cùng <{0}> gần nhau vĩnh viễn	Kết hôn 13 5 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
192	夫妻进阶180天称号	1	41	Bạn <{0}> yêu nhau một đời	Kết hôn 180 thiên mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
193	夫妻进阶270天称号	1	41	Yêu <{0}> tam sinh bảy thế	Kết hôn 270 thiên mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
194	夫妻进阶360天称号	1	41	Cùng <{0}> yêu nhau không hối hận	Kết hôn 3 60 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
195	夫妻进阶540天称号	1	41	<{0}> là ta duy nhất	Kết hôn 5 40 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
196	夫妻进阶720天称号	1	41	Đối với <{0}> chí tử không du yêu say đắm	Kết hôn 7 20 ngày mà hoàn thành QUEST up level sau thu được	1	[ed51aa]	-1	-1	-1
197	隐藏任务-白小凡	0	51	<Bạch Tiểu Phàm  khen ngươi soái>	Hà Dương Thành  kỳ ngộ nhiệm vụ ( tiểu phàm tung tích ) khen thưởng tên gọi. Trong truyền thuyết Bạch Tiểu Phàm  khen ta! !	1	[33cc66]	-1	-1	-1
198	内测精英礼包称号	0	52	<bên trong trắc tinh anh player>	Tham dự xóa đương trong tinh anh trắc player có thể thu được	1	[33ccff]	-1	-1	-1
199	官网预约礼包称号	0	53	<ở ngươi lòng bàn tay · uyển như lần đầu gặp gỡ>	Ở quan võng lĩnh hẹn trước gói quà thu được	1	[33ccff]	-1	-1	-1
200	官网活动百晓生礼包称号	0	54	<Bách Hiểu Sinh >	Tham dự quan võng hoạt động thu được	1	[cc66ff]	-1	-1	-1
201	官网活动幻月镇魔礼包称号	0	55	<huyễn nguyệt trong phủ tiên>	Tham dự quan võng hoạt động thu được	1	[ff9933]	43200	-1	-1
202	官网活动清音礼包称号	0	56	<thanh âm trên phố linh>	Tham dự quan võng hoạt động thu được	1	[cc66ff]	43200	-1	-1
203	官方评测团专属称号	0	57	<hùng tài đại lược · Nhất Ngữ Đạo Phá  sai lầm>	Chính thức bình trắc đoàn Chuyên Chúc Xưng Hào 	1	[cc66ff]	-1	-1	-1
204	鬼先生系列隐藏任务	0	58	<nùng tình trống không đau lòng>	Hoàn thành ẩn giấu nhiệm vụ ( lòng mang hi vọng ) thu được tên gọi	1	[33cc66]	-1	-1	77
205	周一仙系列隐藏任务	0	59	<thừa vật du tâm xem tận chuyện thiên hạ>	Hoàn thành Chu Nhất Tiên  series ẩn giấu nhiệm vụ thu được tên gọi	1	[33cc66]	-1	-1	67
206	焚香谷系列隐藏任务	0	60	<bảo bảo có nỗi khổ không nói được>	Phần Hương Cốc  kỳ ngộ quest thưởng tên gọi. Bảo bảo trong lòng khổ, nhưng bảo bảo không thể nói.	1	[33cc66]	-1	-1	68
207	焚香谷系列隐藏任务	0	60	<không va nam tường không quay đầu lại>	Phần Hương Cốc  kỳ ngộ quest thưởng tên gọi. Người trẻ tuổi, vẫn là dài một chút tâm đi.	2	[33cc66]	-1	-1	69
208	万毒门系列隐藏任务	0	61	<không nhìn được bộ mặt thật>	Hoàn thành Vạn độc môn ẩn giấu nhiệm vụ thu được tên gọi. Ta vốn tưởng rằng ta biết tất cả mọi chuyện, nhưng mà trên thực tế...	1	[33cc66]	-1	-1	70
209	炼血堂系列隐藏任务	0	62	<nhân sinh giống như chỉ mới gặp gỡ lần đầu>	Hoàn thành luyện huyết đường ẩn giấu nhiệm vụ thu được tên gọi. Bình thường biến nhưng cố nhân tâm, lại nói cố nhân tâm dịch biến.	1	[33cc66]	-1	-1	71
210	伏龙鼎系列隐藏任务	0	63	<trấn phục long thiên cơ tỏa Tu La >	Hoàn thành Phục Long Đỉnh  series ẩn giấu nhiệm vụ thu được tên gọi.	1	[33cc66]	-1	-1	72
211	优酷合作	0	64	<ưu ta tầm nhìn, khốc thoải mái một hạ>	Lĩnh ưu khốc hợp tác gói quà thu được	1	[33ccff]	-1	-1	-1
212	客服GS礼包称号	0	65	<cười nhìn mây gió biến ảo, Duy Ngã Độc Tôn >	Lĩnh Chí Tôn Lễ Bao  thu được Chuyên Chúc Xưng Hào 	1	[cc66ff]	-1	-1	-1
213	壁咚隐藏任务	0	66	<trời sinh tình loại>	Hoàn thành ( cười duyên dáng ) nhiệm vụ thu được tên gọi	1	[33cc66]	-1	-1	-1
214	抽嘴巴隐藏任务	0	67	<thập đại kiệt xuất thanh niên chi gia đình bạo ngược>	Hoàn thành ( hoán ngươi băng mở ) nhiệm vụ thu được tên gọi	1	[33cc66]	-1	-1	-1
215	师徒称号-师傅	0	68	<dưỡng cái gì chết cái gì>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
216	师徒称号-徒弟	0	69	<sống bao lâu toán bao lâu>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
217	师徒称号-师傅	0	70	<nâng cao cao>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
218	师徒称号-徒弟	0	71	<muốn ôm một cái>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
219	师徒称号-师傅	0	72	<không thiếu tiền mua mua mua>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
220	师徒称号-徒弟	0	73	<phạt hài lòng muốn Bao Bao>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
221	师徒称号-师傅	0	74	<nên sư phụ chưa thông qua xét duyệt>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
222	师徒称号-徒弟	0	75	<này đồ đệ đã xin độc quyền>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
223	师徒称号-师傅	0	76	<một, hai ba, bốn năm, sáu bảy tám mươi, chín mươi>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
224	师徒称号-徒弟	0	77	<mười chín tám bảy sáu ngũ bốn ba hai một>	Làm mỗi ngày thầy trò nhiệm vụ có xác suất thu được	1	[33ccff]	1440	-1	-1
225	师徒称号	1	78	<{0} đồ đệ>	Thành là thầy trò sau đồ đệ lập tức thu được	1	[33ccff]	-1	-1	-1
226	烛龙之怒称号	0	79	<tru long>	Đánh bại Huyền Băng Chúc Long  cũng cướp đoạt người thứ nhất thu được tên gọi	1	[cc66ff]	10080	-1	-1
227	烛龙之怒称号	0	79	<đồ long>	Đánh bại Huyền Hỏa Chúc Long  cũng cướp đoạt người thứ nhất thu được tên gọi	1	[cc66ff]	10080	-1	-1
228	烛龙之怒称号	0	79	<chém long>	Đánh bại Huyền Âm Chúc Long  cũng cướp đoạt người thứ nhất thu được tên gọi	1	[cc66ff]	10080	-1	-1
229	战力达700W	0	4	<ngôi cửu ngũ>	Trước mặt nhân vật sức chiến đấu đạt 700W, liền có thể thu được nên tên gọi	12	[ff9933]	-1	-1	73
230	官方妹子团专属称号	0	80	<mày ngài thiến hề đồng như nước>	Tham dự chính thức hoạt động đoạt được Chuyên Chúc Xưng Hào 	1	[cc66ff]	43200	-1	-1
231	玄冥殿通关称号	0	81	<trừ ma tiên phong>	Huyền minh điện đơn giản độ khó qua cửa thu được	1	[33ccff]	-1	-1	85
232	玄冥殿通关称号	0	81	<trảm yêu trừ ma tiên phong>	Huyền minh điện đơn giản độ khó qua cửa 20 thứ thu được	2	[cc66ff]	-1	-1	86
233	玄冥殿通关称号	0	81	<trừ ma đại sư>	Huyền minh điện phổ thông độ khó qua cửa thu được	3	[cc66ff]	-1	-1	87
234	玄冥殿通关称号	0	81	<trảm yêu trừ ma đại sư>	Huyền minh điện phổ thông độ khó qua cửa 20 thứ thu được	4	[ff9933]	-1	-1	88
235	玄冥殿通关称号	0	81	<ma do lòng sinh>	Huyền minh điện khó khăn độ khó qua cửa thu được	5	[ff9933]	-1	-1	89
236	玄冥殿通关称号	0	81	<Ma vương>	Huyền minh điện khó khăn độ khó qua cửa 20 thứ thu được	6	[ff9933]	-1	-1	90
237	玄冥殿通关称号	0	81	<Ma thần>	Huyền minh điện khó khăn độ khó qua cửa 50 thứ thu được	7	[ff9933]	-1	-1	91
238	玄冥殿通关称号	0	81	<ta là thế giới chi vương>	Huyền minh điện khiêu chiến trở lên độ khó qua cửa thu được	8	[ff9933]	-1	-1	92
239	玄冥殿通关称号	0	81	<trước mặt của ta các vị, các ngươi đều là...>	Huyền minh điện khiêu chiến trở lên độ khó qua cửa 20 thứ thu được	9	[ff9933]	-1	-1	93
240	禁地看守使隐藏任务	0	82	<còn có thể cứu giúp một hồi>	Hoàn thành ( Kim đan thần dược ) nhiệm vụ thu được tên gọi. Người trẻ tuổi, có thể đừng tiếp tục như thế nghĩ không ra.	1	[33cc66]	-1	-1	79
241	镇魔古洞隐藏任务称号·壹	0	83	<ta rất nguy hiểm xin mời chớ tới gần>	Hoàn thành kỳ ngộ nhiệm vụ ( Tu La  chi vũ ) thu được.	1	[33cc66]	-1	-1	74
242	镇魔古洞隐藏任务称号·贰	0	84	<một, hai ba, bốn lại tới một lần nữa>	Hoàn thành kỳ ngộ nhiệm vụ ( Phong Hi  chi nha ) thu được.	1	[33cc66]	-1	-1	75
243	镇魔古洞隐藏任务称号·叁	0	85	<đánh đánh giết giết thật vô vị>	Hoàn thành kỳ ngộ nhiệm vụ ( Sô Ngô  chi vĩ ) thu được.	1	[33cc66]	-1	-1	76
244	特殊字符奇遇称号（碧瑶）	0	86	<tương tư mạc tương phụ>	Hoàn thành đặc thù kỳ ngộ nhiệm vụ ( thanh sam thiếu nữ ) thu được. Tướng mạo tư hề tướng mạo ức, ngắn tương tư hề vô cùng cực.	1	[33cc66]	-1	-1	78
245	采集3级称号	0	87	<người có nghề>	Tùy ý một hạng vặt hái skill đạt đến cấp 3 sau thu được	1	[33cc66]	-1	-1	-1
246	采集4级称号	0	87	<Tuệ Tâm  xảo tư>	Tùy ý một hạng vặt hái skill đạt đến cấp 4 sau thu được	2	[33cc66]	-1	-1	-1
247	采集5级称号	0	87	<tạo vật đạt người>	Tùy ý một hạng vặt hái skill đạt đến level 5 sau thu được	3	[33ccff]	-1	-1	-1
248	采集全部5级称号	0	88	<tụ bảo tông sư>	Toàn bộ vặt hái skill đạt đến level 5 sau thu được	1	[33ccff]	-1	-1	-1
249	制造专精称号	0	89	<diệu khí tiên công>	Tùy ý một hạng chế tạo skill đạt đến sở trường sau thu được	1	[33ccff]	-1	-1	-1
250	飞升称号	0	90	<phi a phi a sự kiêu ngạo của ta phóng túng>	Thành công hoàn thành sau khi phi thăng, thu được Chuyên Chúc Xưng Hào 	1	[cc66ff]	-1	-1	-1
251	官网大R团称号（永久）	0	91	<vô địch là cỡ nào cô quạnh>	Tham dự chính thức hoạt động thu được	2	[ff9933]	-1	-1	80
252	官网大R团称号（30天）	0	91	<vô địch là cỡ nào cô quạnh>	Tham dự chính thức hoạt động thu được (thời hạn 30 ngày)	1	[ff9933]	43200	-1	80
253	排行榜-烟花1	0	92	<gió đêm xuân hoa nở ngàn thụ>	Yên Hoa  bảng đệ tứ, năm tên Chuyên Chúc Xưng Hào 	1	[33ccff]	-1	-1	81
254	排行榜-烟花2	0	92	<bảo yên phi diễm vạn hoa nùng>	Yên Hoa  bảng thứ hai, ba tên Chuyên Chúc Xưng Hào 	2	[cc66ff]	-1	-1	82
255	排行榜-烟花3	0	92	<đèn đuốc rực rỡ bất dạ thiên>	Yên Hoa  bảng người thứ nhất Chuyên Chúc Xưng Hào 	3	[ff9933]	-1	-1	83
256	排行榜-累充	0	93	<tùy hứng hà tất tên gọi duệ>	Sung trị (luy kế) bảng xếp hạng người thứ nhất Chuyên Chúc Xưng Hào 	1	[ff9933]	-1	-1	84
257	王者争霸常规赛-王者组第1名	0	94	<thường quy tái · vương giả · quán quân>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được vương giả tổ đệ 1 tên đoạt được Chuyên Chúc Xưng Hào 	7	[ff9933]	10080	-1	-1
258	王者争霸常规赛-王者组第2、3名	0	94	<thường quy tái · vương giả · ba cường>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được vương giả tổ 3 cường đoạt được Chuyên Chúc Xưng Hào 	6	[ff9933]	10080	-1	-1
259	王者争霸常规赛-钻石组3强	0	94	<thường quy tái · kim cương · ba cường>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được kim cương tổ 3 cường đoạt được Chuyên Chúc Xưng Hào 	5	[cc66ff]	10080	-1	-1
260	王者争霸常规赛-白金组3强	0	94	<thường quy tái · bạc kim · ba cường>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được bạc kim tổ 3 cường đoạt được Chuyên Chúc Xưng Hào 	4	[cc66ff]	10080	-1	-1
261	王者争霸常规赛-黄金组3强	0	94	<thường quy tái · hoàng kim · ba cường>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được hoàng kim tổ 3 cường đoạt được Chuyên Chúc Xưng Hào 	3	[33ccff]	10080	-1	-1
262	王者争霸常规赛-白银组3强	0	94	<thường quy tái · bạch ngân · ba cường>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được bạch ngân tổ 3 cường đoạt được Chuyên Chúc Xưng Hào 	2	[33ccff]	10080	-1	-1
263	王者争霸常规赛-青铜组3强	0	94	<thường quy tái · đồng thau · ba cường>	Ở đang tiến hành vương giả tranh bá thường quy tái bên trong thu được đồng thau tổ 3 cường đoạt được Chuyên Chúc Xưng Hào 	1	[33cc66]	10080	-1	-1
264	王者争霸巅峰赛-第1名	0	95	<vương giả tranh bá · một tay che trời>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được đệ 1 tên đoạt được Chuyên Chúc Xưng Hào 	8	[ff9933]	43200	-1	-1
265	王者争霸巅峰赛-第2名	0	95	<vương giả tranh bá · đỉnh thiên lập địa>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được đệ 2 tên đoạt được Chuyên Chúc Xưng Hào 	7	[ff9933]	43200	-1	-1
266	王者争霸巅峰赛-第3名	0	95	<vương giả tranh bá · vạn cổ lưu danh>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được đệ 3 tên đoạt được Chuyên Chúc Xưng Hào 	6	[ff9933]	43200	-1	-1
267	王者争霸巅峰赛-第4名	0	95	<vương giả tranh bá · thanh danh truyền xa>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được đệ 4 tên đoạt được Chuyên Chúc Xưng Hào 	5	[ff9933]	43200	-1	-1
268	王者争霸巅峰赛-第5~8名	0	95	<vương giả tranh bá · bát cường con cưng>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được trước 8 cường đoạt được Chuyên Chúc Xưng Hào 	4	[cc66ff]	43200	-1	-1
269	王者争霸巅峰赛-第9~16名	0	95	<vương giả tranh bá · thập lục cường danh sĩ>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được trước 16 cường đoạt được Chuyên Chúc Xưng Hào 	3	[cc66ff]	43200	-1	-1
270	王者争霸巅峰赛-第17~32名	0	95	<vương giả tranh bá · ba mươi hai cường danh sĩ>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được trước 32 cường đoạt được Chuyên Chúc Xưng Hào 	2	[33ccff]	43200	-1	-1
271	王者争霸巅峰赛-第33~64名	0	95	<vương giả tranh bá · sáu mươi bốn cường danh sĩ>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, thu được trước 64 cường đoạt được Chuyên Chúc Xưng Hào 	1	[33ccff]	43200	-1	-1
272	王者争霸巅峰赛-蝉联3次第1名	0	95	<ta liền hỏi, còn có ai>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, liên tục 3 thứ tự 1 tên đoạt được hi hữu tên gọi	9	[ff9933]	43200	-1	-1
273	王者争霸巅峰赛-蝉联5次第1名	0	95	<đừng giãy dụa, các ngươi là thắng không được ta>	Ở đang tiến hành vương giả tranh bá đỉnh cao tái bên trong, liên tục 5 thứ tự 1 tên đoạt được hi hữu tên gọi	10	[ff9933]	43200	-1	-1
274	官网炼器直播活动称号	0	96	<luyện khí thập đại ảo giác chi lần sau tất thành>	Tham dự quan võng luyện khí trực tiếp hoạt động đoạt được Chuyên Chúc Xưng Hào 	1	[cc66ff]	-1	-1	-1
275	帮派发红包隐藏任务称号	0	97	<tiêu tiền như nước tự đắc nhạc>	Hoàn thành kỳ ngộ nhiệm vụ ( biết cách làm giàu ) thu được.	1	[33cc66]	-1	-1	96
276	炼器失败隐藏任务称号	0	98	<trang bị bị bạo người đáng thương>	Hoàn thành kỳ ngộ nhiệm vụ ( lòng yên tĩnh dừng thủy ) thu được.	1	[33cc66]	-1	-1	95
277	首届全国线下PK赛活动称号-64强	0	99	<lần thứ nhất toàn phục PK tái · sáu mươi bốn cường>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thành công tiến vào trước 64 cường chuyên môn khen thưởng tên gọi	1	[ff9933]	-1	-1	-1
278	首届全国线下PK赛活动称号-32强	0	99	<lần thứ nhất toàn phục PK tái · ba mươi hai cường>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thành công tiến vào trước 32 cường chuyên môn khen thưởng tên gọi	2	[ff9933]	-1	-1	-1
279	首届全国线下PK赛活动称号-16强	0	99	<lần thứ nhất toàn phục PK tái · thập lục cường>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thành công tiến vào trước 16 cường chuyên môn khen thưởng tên gọi	3	[ff9933]	-1	-1	-1
280	首届全国线下PK赛活动称号-8强	0	99	<lần thứ nhất toàn phục PK tái · bát cường>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thành công tiến vào trước 8 cường chuyên môn khen thưởng tên gọi	4	[FF0000]	-1	-1	-1
281	首届全国线下PK赛活动称号-4名	0	99	<lần thứ nhất toàn phục PK tái · quân bọc hậu>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thu được thi đấu quân bọc hậu chuyên môn khen thưởng tên gọi	5	[FF0000]	-1	-1	-1
282	首届全国线下PK赛活动称号-3名	0	99	<lần thứ nhất toàn phục PK tái · huy chương đồng>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thu được thi đấu huy chương đồng chuyên môn khen thưởng tên gọi	6	[000000]	-1	-1	-1
283	首届全国线下PK赛活动称号-2名	0	99	<lần thứ nhất toàn phục PK tái · á quân>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thu được thi đấu á quân chuyên môn khen thưởng tên gọi	7	[000000]	-1	-1	-1
284	首届全国线下PK赛活动称号-1名	0	99	<lần thứ nhất toàn phục PK tái · quán quân>	Tham dự chính thức lần thứ nhất toàn phục PK tái, thu được thi đấu quán quân chuyên môn khen thưởng tên gọi	8	[000000]	-1	-1	-1
285	夫妻副本称号1	0	101	<ôm bắp đùi làm vật trang sức>	Hoàn thành phu thê phó bản ( hoa đào từng đoá từng đoá ) thu được.	1	[ed51aa]	-1	-1	-1
286	夫妻副本称号2	0	101	<tát thức ăn cho chó nóng hổi đát>	Hoàn thành phu thê phó bản ( hoa đào từng đoá từng đoá ) thu được.	1	[ed51aa]	-1	-1	-1
287	夫妻副本称号3	0	101	<một trò chơi một giấc mộng>	Hoàn thành phu thê phó bản ( hoa đào từng đoá từng đoá ) thu được.	1	[ed51aa]	-1	-1	-1
288	夫妻副本称号4	0	101	<yêu ta ngươi sợ sao>	Hoàn thành phu thê phó bản ( hoa đào từng đoá từng đoá ) thu được.	1	[ed51aa]	-1	-1	-1
289	夫妻副本称号5	0	101	<danh hoa có chủ ha ha không ước>	Hoàn thành phu thê phó bản ( hoa đào từng đoá từng đoá ) thu được.	1	[ed51aa]	-1	-1	-1
290	情人节隐藏任务称号	0	102	<ta chỉ có thể giúp ngươi đến nơi này>	Hoàn thành lễ tình nhân kỳ ngộ quest thưởng tên gọi	1	[33ccff]	-1	-1	-1
291	侠义值兑换称号	0	103	<không hoảng hốt, ở chỗ này ta tráo ngươi>	Điểm anh hùng đạt đến đầy đủ trị có thể hối đoái thu được.	1	[FF0000]	-1	-1	94
292	情人节送花榜称号-第一名	0	104	<phóng khoáng ngông ngênh tận một đời Phong Lưu >	Tham dự lễ tình nhân "Ngàn dặm tình duyên bó hoa khiên" hoạt động cũng đứng hàng tặng hoa bảng người thứ nhất Chuyên Chúc Xưng Hào 	3	[ff9933]	-1	-1	-1
293	情人节送花榜称号-第二名	0	104	<đối với ngươi yêu yêu yêu không xong>	Tham dự lễ tình nhân "Ngàn dặm tình duyên bó hoa khiên" hoạt động cũng đứng hàng tặng hoa bảng người thứ hai Chuyên Chúc Xưng Hào 	2	[cc66ff]	-1	-1	-1
294	情人节送花榜称号-第三名	0	104	<lưu lạc hồng trần trời sinh tình loại>	Tham dự lễ tình nhân "Ngàn dặm tình duyên bó hoa khiên" hoạt động cũng đứng hàng tặng hoa bảng người thứ ba Chuyên Chúc Xưng Hào 	1	[cc66ff]	-1	-1	-1
295	情人节收花榜称号-第一名	0	105	<tập Vạn Thiên Sủng Ái  cùng kiêm>	Tham dự lễ tình nhân "Ngàn dặm tình duyên bó hoa khiên" hoạt động cũng đứng hàng thu hoa bảng người thứ nhất Chuyên Chúc Xưng Hào 	3	[ff9933]	-1	-1	-1
296	情人节收花榜称号-第二名	0	105	<muôn người chú ý không giấu được>	Tham dự lễ tình nhân "Ngàn dặm tình duyên bó hoa khiên" hoạt động cũng đứng hàng thu hoa bảng người thứ hai Chuyên Chúc Xưng Hào 	2	[cc66ff]	-1	-1	-1
297	情人节收花榜称号-第三名	0	105	<bị yêu chuộng đều không có sợ hãi>	Tham dự lễ tình nhân "Ngàn dặm tình duyên bó hoa khiên" hoạt động cũng đứng hàng thu hoa bảng người thứ ba Chuyên Chúc Xưng Hào 	1	[cc66ff]	-1	-1	-1
298	跨服八荒凶兽称号1	0	106	<quét ngang bát hoang>	Đánh bại bát hoang huyền hỏa thú cũng cướp đoạt người thứ nhất thu được tên gọi	1	[cc66ff]	10080	-1	-1
299	跨服八荒凶兽称号2	0	106	<bao phủ lục hợp>	Đánh bại bát hoang dương viêm thú cũng cướp đoạt người thứ nhất thu được tên gọi	1	[cc66ff]	10080	-1	-1
300	跨服八荒凶兽称号3	0	106	<chiếm đoạt tứ hải>	Đánh bại bát hoang xích diễm thú cũng cướp đoạt người thứ nhất thu được tên gọi	1	[cc66ff]	10080	-1	-1
301	大v特殊道法称号	0	42	<mặt đất bao la một chiêu kiếm tận vãn phá>	Chính thức hoạt động đặc thù tên gọi	18	[000000]	-1	-1	97
302	战力达1500W	0	4	<Đứng cách ra xa>	Sức mạnh chiến đấu 1500W，có thể nhận được danh hiệu 15	[FF0000]	-1	-1	98
303	战力达2000W	0	4	<Lời hứa của Thiên Đường>	Sức mạnh chiến đấu 2000W，có thể nhận được danh hiệu	16	[FF0000]	-1	-1	99
304	战力达2500W	0	4	<Vinh quang từ không khí>	Sức mạnh chiến đấu 2500W，có thể nhận được danh hiệu	17	[FF0000]	-1	-1	100
