Id	Desc	Name	CardDesc	ShowIndex	Introduction	Quality	InitLevel	HeadIconAtlas	HeadIconName	BigTexName	IconTexName	MaskTexName	CardToFragmentCount	StuffToFragmentCount	FragmentToStuffCount	CardDivToStuffCount	FragmentDivToStuffCount	AttrType_1	AttrValueID_1	AttrType_2	AttrValueID_2	AttrType_3	AttrValueID_3	AttrType_4	AttrValueID_4	AffectionName_1	AffectionDesc_1	AffectionConditonValue_1	AffectionGainsType_1	AffectionGainsValue_1	AffectionName_2	AffectionDesc_2	AffectionConditonValue_2	AffectionGainsType_2	AffectionGainsValue_2	AffectionName_3	AffectionDesc_3	AffectionConditonValue_3	AffectionGainsType_3	AffectionGainsValue_3	AffectionName_4	AffectionDesc_4	AffectionConditonValue_4	AffectionGainsType_4	AffectionGainsValue_4	TrainAttr_1	TrainAttr_2	TrainAttr_3	TrainAttr_4	TrainAttr_5	TrainAttr_6	TrainAttr_7	TrainAttr_8	TrainAttrWeight_1	TrainAttrWeight_2	TrainAttrWeight_3	TrainAttrWeight_4	TrainAttrWeight_5	TrainAttrWeight_6	TrainAttrWeight_7	TrainAttrWeight_8	TrainLove_1	TrainLove_2	TrainLove_3	TrainLove_4	TrainLove_5	TrainLove_6	TrainLove_7	TrainLove_8	TrainLoveWeight_1	TrainLoveWeight_2	TrainLoveWeight_3	TrainLoveWeight_4	TrainLoveWeight_5	TrainLoveWeight_6	TrainLoveWeight_7	TrainLoveWeight_8	CombatStar_1	CombatStar_2	CombatStar_3	CombatStar_4	GetWay
21	TốngĐạiNhân	TốngĐạiNhân	TốngĐạiNhân_hợpthành/TăngCấpCần[20bb00][TốngĐạiNhânToáiPhiến][-]和[灵尘]#r◇[20bb00][TốngĐạiNhânToáiPhiến][-]：副本翻牌奖励/每日抽奖奖励/开启阵灵福袋奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	83		0	1	Icon	zhenling_songdaren	Texture/Spirits/Card/zhenling_songdaren_card	Texture/Spirits/Head/zhenling_songdaren_tx	Texture/Spirits/ZheZhao/songdaren	50	5	1	50	1	0	1	1	2	7	5	9	7	时雨春风	时雨春风：与ĐiềnBấtDịch同时上阵，暴抗+10400	10	10	10400	会武之谊	会武之谊：与TăngThưThư同时上阵，攻击+1930	15	5	1930	情如兄妹	情如兄妹：与ĐiềnLinhNhi同时上阵，气血+67600	22	0	67600	凤协鸾和	凤协鸾和：与VănMẫn同时上阵，暴伤减免+1200	23	12	1200	4	10	6	8	11	-1	-1	-1	11	11	26	26	26	0	0	0	21	121	221	321	421	521	-1	-1	17	17	17	17	17	17	0	0	446	892	7701	17970	9
22	ĐiềnLinhNhi	ĐiềnLinhNhi	ĐiềnLinhNhi_hợpthành/TăngCấpCần[20bb00][ĐiềnLinhNhiToáiPhiến][-]和[灵尘]#r◇[20bb00][ĐiềnLinhNhiToáiPhiến][-]：隐藏任务奖励/每日抽奖奖励/开启阵灵福袋奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	81		0	1	Icon	zhenling_tianlinger	Texture/Spirits/Card/zhenling_tianlinger_card	Texture/Spirits/Head/zhenling_tianlinger_tx	Texture/Spirits/ZheZhao/tianlinger	50	5	1	50	1	6	4	1	2	27	11	25	15	幼时情愫	幼时情愫：与TrươngTiểuPhàm同时上阵，暴伤加成+600	5	11	600	望女成凤	望女成凤：与ĐiềnBấtDịch同时上阵，躲闪+2600	10	8	2600	舔犊情深	舔犊情深：与TôNhư同时上阵，攻击+1930	16	5	1930	伉俪情深	伉俪情深：与TềHạo同时上阵，暴击+6500	14	9	6500	1	9	6	7	11	-1	-1	-1	11	11	26	26	26	0	0	0	22	122	222	322	422	522	-1	-1	17	17	17	17	17	17	0	0	341	683	7623	17787	9
23	VănMẫn	VănMẫn	VănMẫn_hợpthành/TăngCấpCần[20bb00][VănMẫnToáiPhiến][-]和[灵尘]#r◇[20bb00][VănMẫnToáiPhiến][-]：每日抽奖奖励/开启阵灵福袋奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	82		0	1	Icon	zhenling_wenmin	Texture/Spirits/Card/zhenling_wenmin_card	Texture/Spirits/Head/zhenling_wenmin_tx	Texture/Spirits/ZheZhao/wenmin	50	5	1	50	1	0	1	1	2	8	6	9	7	小竹姐妹	小竹姐妹：与LụcTuyếtKỳ同时上阵，攻击+1930	7	5	1930	前辈师长	前辈师长：与TôNhư同时上阵，暴击+6500	16	9	6500	凤协鸾和	凤协鸾和：与TốngĐạiNhân同时上阵，真气+12050	21	1	12050	红绫师妹	红绫师妹：与ĐiềnLinhNhi同时上阵，气血+67600	22	0	67600	1	3	5	7	12	-1	-1	-1	11	11	26	26	26	0	0	0	23	123	223	323	423	523	-1	-1	17	17	17	17	17	17	0	0	582	1164	7803	18208	9
24	DãCẩuĐạoNhân	DãCẩuĐạoNhân	DãCẩuĐạoNhân_hợpthành/TăngCấpCần[20bb00][DãCẩuĐạoNhânToáiPhiến][-]和[灵尘]#r◇[20bb00][DãCẩuĐạoNhânToáiPhiến][-]：烛龙之怒奖励/开启阵灵福袋奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	84		0	1	Icon	zhenling_yegou	Texture/Spirits/Card/zhenling_yegou_card	Texture/Spirits/Head/zhenling_yegou_tx	Texture/Spirits/ZheZhao/yegoudaoren	50	5	1	50	1	5	3	1	2	8	6	23	13	望君承纳	望君承纳：与ChuNhấtTiên同时上阵，暴伤减免+1200	9	12	1200	终归QuỷVương	终归QuỷVương：与BíchDao同时上阵，命中+6500	8	7	6500	前尘后事	前尘后事：与TiểuHoàn同时上阵，防御+1930	12	6	1930	邪宗正心	邪宗正心：与TầnVôViêm同时上阵，全抗性+4800	18	28	4800	2	4	5	6	8	-1	-1	-1	11	11	26	26	26	0	0	0	24	124	224	324	424	524	-1	-1	17	17	17	17	17	17	0	0	632	1264	5792	13516	7
25	TiểuBạch	TiểuBạch	TiểuBạch_hợpthành/TăngCấpCần[cc00ff][TiểuBạchToáiPhiến][-]和[灵尘]#r◇[cc00ff][TiểuBạchToáiPhiến][-]：神武通宝兑换#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	28		2	1	IconPlusAtlas	zhenling_xiaobai	Texture/Spirits/Card/zhenling_xiaobai_card	Texture/Spirits/Head/zhenling_xiaobai_tx	Texture/Spirits/ZheZhao/xiaobai	50	40	12	600	12	0	31	5	33	7	35	12	40	搭救之恩	搭救之恩：与TrươngTiểuPhàm同时上阵，气血+152100	5	0	152100	仙媚容姿	仙媚容姿：与LụcTuyếtKỳ同时上阵，真气+27105	7	1	27105	亲缘一脉	亲缘一脉：与BíchDao同时上阵，防御+4350	8	6	4350	天狐一族	天狐一族：与TamVỹ同时上阵，攻击+4350	20	5	4350	26	28	29	30	32	-1	-1	-1	11	11	26	26	26	0	0	0	525	526	527	528	529	530	-1	-1	17	17	17	17	17	17	0	0	948	1897	11761	27444	8
26	TamDiệuPhuNhân	TamDiệuPhuNhân	TamDiệuPhuNhân_hợpthành/TăngCấpCần[e35609][TamDiệuPhuNhânToáiPhiến][-]和[灵尘]#r◇[e35609][TamDiệuPhuNhânToáiPhiến][-]：烛龙之怒奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	5		3	1	IconPlusAtlas	zhenling_sanmiao	Texture/Spirits/Card/zhenling_sanmiao_card	Texture/Spirits/Head/zhenling_sanmiao_tx	Texture/Spirits/ZheZhao/sanmiaofuren	50	50	20	1000	20	1	47	6	49	8	51	11	54	魔宗之主	魔宗之主：与QuỷVương同时上阵，气血+169050	3	0	169050	魔宗仙子	魔宗仙子：与BíchDao同时上阵，防御+4830	8	6	4830	正邪两派	正邪两派：与ĐiềnBấtDịch同时上阵，攻击+4830	10	5	4830	师徒之情	师徒之情：与KimBìnhNhi同时上阵，真气+30120	13	1	30120	37	39	41	43	48	-1	-1	-1	11	11	26	26	26	0	0	0	531	532	533	534	535	536	-1	-1	17	17	17	17	17	17	0	0	970	1940	9591	22380	7
27	NgọcDươngTử	NgọcDươngTử	NgọcDươngTử_hợpthành/TăngCấpCần[e35609][NgọcDươngTửToáiPhiến][-]和[灵尘]#r◇[e35609][NgọcDươngTửToáiPhiến][-]：官方活动奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	6		3	1	IconPlusAtlas	zhenling_yuyangzi	Texture/Spirits/Card/zhenling_yuyangzi_card	Texture/Spirits/Head/zhenling_yuyangzi_tx	Texture/Spirits/ZheZhao/yuyangzi	50	50	20	1000	20	1	47	5	48	9	52	11	54	魔宗之主	魔宗之主：与QuỷVương同时上阵，防御+4830	3	6	4830	万毒归宗	万毒归宗：与ĐộcThần同时上阵，命中+16260	4	7	16260	邪魅仙子	邪魅仙子：与TamDiệuPhuNhân同时上阵，暴伤加成+1500	26	11	1500	灭派祸首	灭派祸首：与TầnVôViêm同时上阵，攻击+4830	18	5	4830	37	45	42	43	47	-1	-1	-1	11	11	26	26	26	0	0	0	27	127	227	327	427	25	-1	-1	17	17	17	17	17	17	0	0	569	1138	12705	29645	-1
28	PhổĐức	PhổĐức	PhổĐức_hợpthành/TăngCấpCần[cc00ff][PhổĐứcToáiPhiến][-]和[灵尘]#r◇[cc00ff][PhổĐứcToáiPhiến][-]：官方活动奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	29		2	1	IconPlusAtlas	zhenling_pude	Texture/Spirits/Card/zhenling_pude_card	Texture/Spirits/Head/zhenling_pude_tx	Texture/Spirits/ZheZhao/pude	50	40	12	600	12	0	31	6	34	10	38	12	40	袛树有缘	袛树有缘：与QuỷLệ同时上阵，命中+14640	1	7	14640	禅定心缘	禅定心缘：与LâmKinhVũ同时上阵，暴击+14640	6	9	14640	佛法无边	佛法无边：与PhổTrí同时上阵，攻击+4350	11	5	4350	正气长存	正气长存：与NgọcDươngTử同时上阵，气血+152100	27	0	152100	28	34	30	32	35	-1	-1	-1	11	11	26	26	26	0	0	0	28	128	228	328	428	26	-1	-1	17	17	17	17	17	17	0	0	669	1339	11552	26956	-1
29	KimLinhPhuNhân	KimLinhPhuNhân	KimLinhPhuNhân_hợpthành/TăngCấpCần[e35609][KimLinhPhuNhânToáiPhiến][-]和[灵尘]#r◇[e35609][KimLinhPhuNhânToáiPhiến][-]：官方活动奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	9		3	1	IconPlusAtlas	zhenling_jinlingfuren	Texture/Spirits/Card/zhenling_jinlingfuren_card	Texture/Spirits/Head/zhenling_jinlingfuren_tx	Texture/Spirits/ZheZhao/jinlingfuren	50	50	20	1000	20	0	46	5	48	12	55	23	58	各不相谋	各不相谋：与HắcTâmLãoNhân同时上阵，攻击+4830	30	5	4830	镂月裁云	镂月裁云：与TamDiệuPhuNhân同时上阵，躲闪+6495	26	8	6495	智计无双	智计无双：与KimBìnhNhi同时上阵，暴伤减免+3000	13	12	3000	后世传承	后世传承：与BạchHổ同时上阵，暴伤加成+1500	35	11	1500	39	46	44	47	48	-1	-1	-1	11	11	26	26	26	0	0	0	29	129	229	329	429	125	-1	-1	17	17	17	17	17	17	0	0	891	1782	5578	13016	-1
30	HắcTâmLãoNhân	HắcTâmLãoNhân	HắcTâmLãoNhân_hợpthành/TăngCấpCần[e35609][HắcTâmLãoNhânToáiPhiến][-]和[灵尘]#r◇[e35609][HắcTâmLãoNhânToáiPhiến][-]：玄冥殿挑战以上难度掉落#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	10		3	1	IconPlusAtlas	zhenling_heixinlaoren	Texture/Spirits/Card/zhenling_heixinlaoren_card	Texture/Spirits/Head/zhenling_heixinlaoren_tx	Texture/Spirits/ZheZhao/heixinlaoren	50	50	20	1000	20	1	47	6	49	11	54	22	57	各不相谋	各不相谋：与KimLinhPhuNhân同时上阵，气血+169050	29	0	169050	冥定相承	冥定相承：与ĐộcThần同时上阵，命中+16260	4	7	16260	潜龙勿用	潜龙勿用：与ChuNhấtTiên同时上阵，防御+4830	9	6	4830	后世传承	后世传承：与ThanhLong同时上阵，攻击+4830	33	5	4830	38	45	41	43	48	-1	-1	-1	11	11	26	26	26	0	0	0	30	130	230	330	430	126	-1	-1	17	17	17	17	17	17	0	0	915	1830	5596	13058	-1
31	VạnKiếmNhất	VạnKiếmNhất	VạnKiếmNhất_hợpthành/TăngCấpCần[e35609][VạnKiếmNhấtToáiPhiến][-]和[灵尘]#r◇[e35609][VạnKiếmNhấtToáiPhiến][-]：王者争霸奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	7		3	1	IconPlusAtlas	zhenling_wanjianyi	Texture/Spirits/Card/zhenling_wanjianyi_card	Texture/Spirits/Head/zhenling_wanjianyi_tx	Texture/Spirits/ZheZhao/wanjianyi	50	50	20	1000	20	0	46	6	49	11	54	25	60	禅定情伤	禅定情伤：与ĐạoHuyềnChânNhân同时上阵，攻击+4830	2	5	4830	从海如流	从海如流：与ĐiềnBấtDịch同时上阵，气血+169050	10	0	169050	语短情长	语短情长：与LâmKinhVũ同时上阵，暴伤减免+3000	6	12	3000	万寂如心	万寂如心：与U_Cơ同时上阵，防御+4830	34	6	4830	37	39	41	43	48	-1	-1	-1	11	11	26	26	26	0	0	0	31	131	231	331	431	225	-1	-1	17	17	17	17	17	17	0	0	970	1940	5637	13154	-1
32	PhổHoằng	PhổHoằng	PhổHoằng_hợpthành/TăngCấpCần[e35609][PhổHoằngToáiPhiến][-]和[灵尘]#r◇[e35609][PhổHoằngToáiPhiến][-]：150级以上可用经验值兑换；飞升后还可在“限购#r商店”用绑定元宝购买#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	8		3	1	IconPlusAtlas	zhenling_yinhong	Texture/Spirits/Card/zhenling_yinhong_card	Texture/Spirits/Head/zhenling_yinhong_tx	Texture/Spirits/ZheZhao/yinhong	50	50	20	1000	20	0	46	5	48	12	55	24	59	同气连枝	同气连枝：与ĐạoHuyềnChânNhân同时上阵，防御+4830	2	6	4830	佛门禅定	佛门禅定：与PhổĐức同时上阵，暴伤加成+1500	28	11	1500	法轮常转	法轮常转：与PhổPhương同时上阵，攻击+4830	37	5	4830	口传心授	口传心授：与PhápTướng同时上阵，气血+169050	17	0	169050	40	46	42	44	47	-1	-1	-1	11	11	26	26	26	0	0	0	32	132	232	332	432	226	-1	-1	17	17	17	17	17	17	0	0	744	1488	5467	12758	-1
33	ThanhLong	ThanhLong	ThanhLong_hợpthành/TăngCấpCần[cc00ff][ThanhLongToáiPhiến][-]和[灵尘]#r◇[cc00ff][ThanhLongToáiPhiến][-]：神武通宝兑换#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	30		2	1	IconPlusAtlas	zhenling_qinglong	Texture/Spirits/Card/zhenling_qinglong_card	Texture/Spirits/Head/zhenling_qinglong_tx	Texture/Spirits/ZheZhao/qinglong	50	40	12	600	12	5	33	7	35	11	39	27	41	鬼门风怒	鬼门风怒：与U_Cơ同时上阵，防御+4350	34	6	4350	龙傲长生	龙傲长生：与NgọcDươngTử同时上阵，暴伤减免+2700	27	12	2700	屋梁落月	屋梁落月：与QuỷVương同时上阵，气血+152100	3	0	152100	灵动如风	灵动如风：与TiểuBạch同时上阵，命中+14640	25	7	14640	25	27	29	31	36	-1	-1	-1	11	11	26	26	26	0	0	0	33	133	233	333	433	325	-1	-1	17	17	17	17	17	17	0	0	873	1746	3493	8151	8
34	U_Cơ	U_Cơ	U_Cơ_hợpthành/TăngCấpCần[cc00ff][U_CơToáiPhiến][-]和[灵尘]#r◇[cc00ff][U_CơToáiPhiến][-]：王者争霸奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	31		2	1	IconPlusAtlas	zhenling_youji	Texture/Spirits/Card/zhenling_youji_card	Texture/Spirits/Head/zhenling_youji_tx	Texture/Spirits/ZheZhao/youji	50	40	12	600	12	0	31	5	33	8	36	12	40	鬼门风怒	鬼门风怒：与ThanhLong同时上阵，攻击+4350	33	5	4350	万寂如心	万寂如心：与VạnKiếmNhất同时上阵，气血+152100	31	0	152100	少年宗主	少年宗主：与QuỷLệ同时上阵，躲闪+5850	1	8	5850	情深骨肉	情深骨肉：与BíchDao同时上阵，暴伤加成+1350	8	11	1350	25	33	30	31	35	-1	-1	-1	11	11	26	26	26	0	0	0	34	134	234	334	434	326	-1	-1	17	17	17	17	17	17	0	0	512	1025	4312	10062	-1
35	BạchHổ	BạchHổ	BạchHổ_hợpthành/TăngCấpCần[cc00ff][BạchHổToáiPhiến][-]和[灵尘]#r◇[cc00ff][BạchHổToáiPhiến][-]：玄冥殿掉落#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	32		2	1	IconPlusAtlas	zhenling_baihu	Texture/Spirits/Card/zhenling_baihu_card	Texture/Spirits/Head/zhenling_baihu_tx	Texture/Spirits/ZheZhao/baihu	50	40	12	600	12	1	32	6	34	9	37	11	39	圣宗雷霆	圣宗雷霆：与HuyềnVũ同时上阵，防御+4350	36	6	4350	后世传承	后世传承：与KimLinhPhuNhân同时上阵，气血+152100	29	0	152100	少年宗主	少年宗主：与QuỷLệ同时上阵，暴击+14640	1	9	14640	青天神算	青天神算：与ChuNhấtTiên同时上阵，暴伤加成+1350	9	11	1350	28	34	30	32	35	-1	-1	-1	11	11	26	26	26	0	0	0	35	135	235	335	435	425	-1	-1	17	17	17	17	17	17	0	0	669	1339	4430	10337	-1
36	HuyềnVũ	HuyềnVũ	HuyềnVũ_hợpthành/TăngCấpCần[cc00ff][HuyềnVũToáiPhiến][-]和[灵尘]#r◇[cc00ff][HuyềnVũToáiPhiến][-]：帮贡兑换#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	33		2	1	IconPlusAtlas	zhenling_xuanwu	Texture/Spirits/Card/zhenling_xuanwu_card	Texture/Spirits/Head/zhenling_xuanwu_tx	Texture/Spirits/ZheZhao/xuanwu	50	40	12	600	12	0	31	6	34	10	38	12	40	圣宗雷霆	圣宗雷霆：与BạchHổ同时上阵，全精通+10800	35	27	10800	后世传承	后世传承：与HắcTâmLãoNhân同时上阵，真气+27105	30	1	27105	屋梁落月	屋梁落月：与QuỷVương同时上阵，暴抗+23400	3	10	23400	爱糖如命	爱糖如命：与TiểuHoàn同时上阵，暴伤减免+2700	12	12	2700	26	28	29	30	32	-1	-1	-1	11	11	26	26	26	0	0	0	36	136	236	336	436	426	-1	-1	17	17	17	17	17	17	0	0	948	1897	3140	7326	4
37	PhổPhương	PhổPhương	PhổPhương_hợpthành/TăngCấpCần[0060ff][PhổPhươngToáiPhiến][-]和[灵尘]#r◇[0060ff][PhổPhươngToáiPhiến][-]：150级以上可用经验值兑换；飞升后还可在“限购#r商店”用绑定元宝购买#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	58		1	1	IconPlusAtlas	zhenling_fashan	Texture/Spirits/Card/zhenling_fashan_card	Texture/Spirits/Head/zhenling_fashan_tx	Texture/Spirits/ZheZhao/fashan	50	15	3	150	3	1	17	5	18	12	25	27	26	法轮常转	法轮常转：与PhổHoằng同时上阵，暴伤减免+2250	32	12	2250	佛门禅定	佛门禅定：与PhổĐức同时上阵，防御+3630	28	6	3630	佛法无边	佛法无边：与PhổTrí同时上阵，攻击+3630	11	5	3630	口传心授	口传心授：与PhápTướng同时上阵，气血+126750	17	0	126750	13	21	18	19	23	-1	-1	-1	11	11	26	26	26	0	0	0	37	137	237	337	437	537	-1	-1	17	17	17	17	17	17	0	0	427	854	3266	7621	-1
38	ThúThần	ThúThần	ThúThần_hợpthành/TăngCấpCần[e35609][ThúThầnToáiPhiến][-]和[灵尘]#r◇[e35609][ThúThầnToáiPhiến][-]：敬请期待#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	12		3	1	IconPlusAtlas	zhenling_shoushen	Texture/Spirits/Card/zhenling_shoushen_card	Texture/Spirits/Head/zhenling_shoushen_tx	Texture/Spirits/ZheZhao/shoushen	50	50	20	1000	20	1	47	5	48	6	49	11	54	兽面仁心	兽面仁心：与LinhLung同时上阵，暴伤加成+1500	39	11	1500	坚壁青野	坚壁青野：与ThanhLong同时上阵，暴伤减免+3000	33	12	3000	兽亦有道	兽亦有道：与HắcHổ同时上阵，气血+169050	40	0	169050	斗杓式瞻	斗杓式瞻：与VuYêu同时上阵，攻击+4830	41	5	4830	38	45	41	43	48	-1	-1	-1	11	11	26	26	26	0	0	0	38	138	238	338	438	538	-1	-1	17	17	17	17	17	17	0	0	915	1830	5596	13058	-1
39	LinhLung	LinhLung	LinhLung_hợpthành/TăngCấpCần[e35609][LinhLungToáiPhiến][-]和[灵尘]#r◇[e35609][LinhLungToáiPhiến][-]：敬请期待#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	13		3	1	IconPlusAtlas	zhenling_linglong	Texture/Spirits/Card/zhenling_linglong_card	Texture/Spirits/Head/zhenling_linglong_tx	Texture/Spirits/ZheZhao/linglong	50	50	20	1000	20	0	46	5	48	6	49	12	55	兽面仁心	兽面仁心：与ThúThần同时上阵，气血+169050	38	0	169050	魔高一尺	魔高一尺：与TiểuBạch同时上阵，真气+30120	25	1	30120	感仰倾首	感仰倾首：与HắcHổ同时上阵，防御+4830	40	6	4830	筹谋失度	筹谋失度：与VuYêu同时上阵，暴抗+25995	41	10	25995	39	46	44	47	48	-1	-1	-1	11	11	26	26	26	0	0	0	39	139	239	339	439	539	-1	-1	17	17	17	17	17	17	0	0	891	1782	5578	13016	-1
40	HắcHổ	HắcHổ	HắcHổ_hợpthành/TăngCấpCần[cc00ff][HắcHổToáiPhiến][-]和[灵尘]#r◇[cc00ff][HắcHổToáiPhiến][-]：逐荒行活动长生界野外精英掉落#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	36		2	1	IconPlusAtlas	zhenling_heihu	Texture/Spirits/Card/zhenling_heihu_card	Texture/Spirits/Head/zhenling_heihu_tx	Texture/Spirits/ZheZhao/heihu	50	40	12	600	12	0	31	6	34	7	35	22	42	兽亦有道	兽亦有道：与ThúThần同时上阵，攻击+4350	38	5	4350	感仰倾首	感仰倾首：与LinhLung同时上阵，暴击+14640	39	9	14640	黑雾迷蒙	黑雾迷蒙：与VuYêu同时上阵，全抗性+10800	41	28	10800	南北异路	南北异路：与BạchHổ同时上阵，暴伤减免+2700	35	12	2700	26	28	29	30	32	-1	-1	-1	11	11	26	26	26	0	0	0	40	140	240	340	440	540	-1	-1	17	17	17	17	17	17	0	0	948	1897	4639	10825	-1
41	VuYêu	VuYêu	VuYêu_hợpthành/TăngCấpCần[cc00ff][VuYêuToáiPhiến][-]和[灵尘]#r◇[cc00ff][VuYêuToáiPhiến][-]：敬请期待#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	37		2	1	IconPlusAtlas	zhenling_heimu	Texture/Spirits/Card/zhenling_heimu_card	Texture/Spirits/Head/zhenling_heimu_tx	Texture/Spirits/ZheZhao/heimu	50	40	12	600	12	1	32	6	34	8	36	24	44	斗杓式瞻	斗杓式瞻：与ThúThần同时上阵，命中+14640	38	7	14640	筹谋失度	筹谋失度：与LinhLung同时上阵，暴伤加成+1350	39	11	1350	黑雾迷蒙	黑雾迷蒙：与HắcHổ同时上阵，气血+152100	40	0	152100	生荣死衰	生荣死衰：与HuyềnVũ同时上阵，躲闪+5850	36	8	5850	25	33	30	31	35	-1	-1	-1	11	11	26	26	26	0	0	0	41	141	241	341	441	541	-1	-1	17	17	17	17	17	17	0	0	512	1025	4312	10062	-1
42	ThuỷNguyệtĐạiSư	ThuỷNguyệtĐạiSư	ThuỷNguyệtĐạiSư_hợpthành/TăngCấpCần[cc00ff][ThuỷNguyệtĐạiSưToáiPhiến][-]和[灵尘]#r◇[cc00ff][ThuỷNguyệtĐạiSưToáiPhiến][-]：仙道夺宝限时获得#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	34		2	1	IconPlusAtlas	zhenling_shuiyuedashi	Texture/Spirits/Card/zhenling_shuiyuedashi_card	Texture/Spirits/Head/zhenling_shuiyuedashi_tx	Texture/Spirits/ZheZhao/shuiyuedashi	50	40	12	600	12	1	32	5	33	10	38	25	45	青云首座	青云首座：与ThươngTùngĐạoNhân同时上阵，防御+4350	0	6	4350	同门相济	同门相济：与VạnKiếmNhất同时上阵，暴伤加成+1350	31	11	1350	桃李门墙	桃李门墙：与LụcTuyếtKỳ同时上阵，命中+14640	7	7	14640	尊师贵道	尊师贵道：与TiêuDậtTài同时上阵，气血+152100	43	0	152100	28	34	30	32	35	-1	-1	-1	11	11	26	26	26	0	0	0	42	142	242	342	442	542	-1	-1	17	17	17	17	17	17	0	0	669	1339	4430	10337	-1
43	TiêuDậtTài	TiêuDậtTài	TiêuDậtTài_hợpthành/TăngCấpCần[cc00ff][TiêuDậtTàiToáiPhiến][-]和[灵尘]#r◇[cc00ff][TiêuDậtTàiToáiPhiến][-]：八凶玄火活动奖励#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	35		2	1	IconPlusAtlas	zhenling_xiaoyicai	Texture/Spirits/Card/zhenling_xiaoyicai_card	Texture/Spirits/Head/zhenling_xiaoyicai_tx	Texture/Spirits/ZheZhao/xiaoyicai	50	40	12	600	12	0	31	5	33	9	37	23	43	入室窥道	入室窥道：与ĐạoHuyềnChânNhân同时上阵，攻击+4350	2	5	4350	叛门师叔	叛门师叔：与ThươngTùngĐạoNhân同时上阵，暴伤加成+1350	0	11	1350	尊师贵道	尊师贵道：与ThuỷNguyệtĐạiSư同时上阵，暴抗+23400	42	10	23400	狭路相逢	狭路相逢：与NgọcDươngTử同时上阵，真气+27105	27	1	27105	25	27	29	31	36	-1	-1	-1	11	11	26	26	26	0	0	0	43	143	243	343	443	543	-1	-1	17	17	17	17	17	17	0	0	873	1746	4582	10693	-1
44	NiênLãoĐại	NiênLãoĐại	NiênLãoĐại_hợpthành/TăngCấpCần[0060ff][NiênLãoĐạiToáiPhiến][-]和[灵尘]#r◇[0060ff][NiênLãoĐạiToáiPhiến][-]：逐荒行活动长生界野外精英掉落#r◇[灵尘]：仙灵值兑换/荣誉值兑换/阵灵和ToáiPhiến“拆解”获得	59		1	1	IconPlusAtlas	zhenling_nianlaoda	Texture/Spirits/Card/zhenling_nianlaoda_card	Texture/Spirits/Head/zhenling_nianlaoda_tx	Texture/Spirits/ZheZhao/nianlaoda	50	15	3	150	3	1	17	8	21	11	24	25	30	不肖徒孙	不肖徒孙：与HắcTâmLãoNhân同时上阵，攻击+3630	30	5	3630	浅身卧底	浅身卧底：与TiêuDậtTài同时上阵，气血+126750	43	0	126750	朋比为奸	朋比为奸：与KhươngLãoTam同时上阵，真气+22590	45	1	22590	狐唱枭和	狐唱枭和：与DãCẩuĐạoNhân同时上阵，躲闪+4875	24	8	4875	14	16	17	18	20	-1	-1	-1	11	11	26	26	26	0	0	0	44	144	244	344	444	544	-1	-1	17	17	17	17	17	17	0	0	790	1580	3538	8257	-1
