Id	Desc	Name	Atlas	Icon	Tips	ClassID	SubClassID	ThirdClassID	Quality	Color	MinLevelRequire	MaxLevelRequire	CanUse	BindType	CanSell	SellPrice	SellMoneyType	MaxStackSize	ProfessionRequire	SexReq	SortId	CompoundType	CompondLevel	HyperLinkColor	SoundID	ExistTime	DropIcon	DropScaling	DropEffectId	CanThrow	IsCanStorage	IsCanQianKunDai	QianKunDaiGroup	QianKunDaiLevel	IsCanBatchUse	IsNeedAddRemind	IsNeedUseRemind	MaxStorage	SupplyJuqiExp	ItemRmbVal	StallItemID	StallOtherClass	IsNeedSecPasswd
1515	神级宝石制造配方（废弃）	Thần Cấp Bảo Thạch Chế Tạo Phối Phương 	IconPlusAtlas	baoshifu_11	Có thể ở lò bát quái bên trong cùng 177147 cái Bảo Thạch Toái Phiến  hợp thành vì là 1 viên tùy cơ thuộc tính cấp thần Bảo Thạch 	9	3	1	1	2	1	300	0	0	1	1	0	999	-1	-1	14511	1	1	2	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	611	-1	0	1	1	-1	0	0	-1	0	0
1516	八卦石转化符	Bát Quái Thạch Chuyển Hóa Phù 	IconPlusAtlas	baguashifu	Có thể ở lò bát quái bên trong cùng bát quái thạch tiến hành hợp thành, đem tùy cơ chuyển hóa thành cái khác thuộc tính bát quái thạch #r chuyển hóa sau bát quái thạch đem cố định	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	706	-1	0	1	1	-1	0	0	-1	0	0
1517	低级真仙碎片转八卦石	Chân tiên chuyển hóa phù · hào huyết	IconPlusAtlas	zhenxianzhuanhua	Sau khi phi thăng nhân vật có thể ở lò bát quái trung tướng ( Chân Tiên Toái Phiến  ) chuyển hóa thành ( bát quái thạch · hào huyết )	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	707	-1	0	1	1	-1	0	0	-1	0	0
1518	低级真仙碎片转八卦石	Chân tiên chuyển hóa phù · tử vi	IconPlusAtlas	zhenxianzhuanhua	Sau khi phi thăng nhân vật có thể ở lò bát quái trung tướng ( Chân Tiên Toái Phiến  ) chuyển hóa thành ( bát quái thạch · tử vi )	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	708	-1	0	1	1	-1	0	0	-1	0	0
1519	低级真仙碎片转八卦石	Chân tiên chuyển hóa phù · tám hung	IconPlusAtlas	zhenxianzhuanhua	Sau khi phi thăng nhân vật có thể ở lò bát quái trung tướng ( Chân Tiên Toái Phiến  ) chuyển hóa thành ( bát quái thạch · tám hung )	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	709	-1	0	1	1	-1	0	0	-1	0	0
1520	低级真仙碎片转八卦石	Chân tiên chuyển hóa phù · hoàng đạo	IconPlusAtlas	zhenxianzhuanhua	Sau khi phi thăng nhân vật có thể ở lò bát quái trung tướng ( Chân Tiên Toái Phiến  ) chuyển hóa thành ( bát quái thạch · hoàng đạo )	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	710	-1	0	1	1	-1	0	0	-1	0	0
1521	低级真仙碎片转八卦石	Chân tiên chuyển hóa phù · Ma Sát 	IconPlusAtlas	zhenxianzhuanhua	Sau khi phi thăng nhân vật có thể ở lò bát quái trung tướng ( Chân Tiên Toái Phiến  ) chuyển hóa thành ( bát quái thạch · Ma Sát  )	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	711	-1	0	1	1	-1	0	0	-1	0	0
1522	低级真仙碎片转八卦石	Chân tiên chuyển hóa phù · vạn thông	IconPlusAtlas	zhenxianzhuanhua	Sau khi phi thăng nhân vật có thể ở lò bát quái trung tướng ( Chân Tiên Toái Phiến  ) chuyển hóa thành ( bát quái thạch · vạn thông )	9	3	1	3	3	1	300	0	1	1	1	0	999	-1	-1	14500	1	1	1	1	-1	DiaoLuo_ZhenLing	0.005	-1	1	1	1	712	-1	0	1	1	-1	0	0	-1	0	0
2000	河阳城-符咒	Phù Chú 	Icon	fuzhou	Chu Nhất Tiên  giao đưa cho ngươi trấn tà Phù Chú .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43421	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2001	河阳城-血戾之物	Huyết Lệ Chi Vật 	Icon	xuezhizhiwu	Một viên mảnh trạng đồ vật, xem ra tự động vật mảnh xương, xúc tu lạnh lẽo, có chứa một luồng nhàn nhạt huyết tinh chi khí.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43422	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2002	河阳城-糖葫芦	Đường Hồ Lô 	Icon	tanghulu	Mới ra oa Đường Hồ Lô , nước đường đều sắp chảy xuống.	6	1	1	2	2	1	300	0	1	1	5	0	1	-1	-1	43423	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2003	河阳城-纸条	Chỉ Điều 	Icon	zhituan	Một đoàn chỉ, mặt trên tựa hồ viết tự.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43424	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2004	河阳城-火把	Hỏa Bả 	Icon	huoba	Một nhánh thiêu đốt Hỏa Bả .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43425	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2005	河阳城-锋利宝剑	Phong Lợi Bảo Kiếm 	Icon	baojian	Hà Dương Thành  Vũ Khí  sư đem hết toàn lực chế tạo bảo kiếm, hàn quang lấp loé.	1	1	1	4	3	1	300	0	0	1	0	0	1	0	-1	43426	1	1	1	1	-1	DiaoLuo_QingYunWuQi	0.005	-1	0	1	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2006	青云山-佛家舍利	Phật Gia Xá Lợi 	Icon	sheli	Phật gia cao tăng vào hóa mà thành xá lợi tử	6	1	1	3	3	1	300	0	1	0	0	0	999	-1	-1	43427	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2007	青云山-常箭书信	Thường Tiến Thư Tín 	Icon	xinjian	Thường Tiến  giao cho ngươi, để ngươi mang về cho chưởng môn thư.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43428	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2008	青云山-香火	Hương Hỏa 	Icon	xianghuo	Đi tới tổ sư từ đường dâng hương thì sử dụng.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43429	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2009	青云山-大棒骨	Đại Bổng Cốt 	Icon	dabanggu	Đại Hoàng  yêu nhất!	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43430	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2010	青云山-玉女心经	Ngọc Nữ Tâm Kinh 	Icon	yunvxinjing	Tằng Thư Thư  sai đem sách này giao cho ngươi, ạch, rất lúng túng!	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43431	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2011	逍遥涧-驻颜花粉	Trú Nhan Hoa Phấn 	Icon	huafen	Từ Hoa Mị  trên người thu được phấn hoa, có người nói có mỹ nuôi không nhan công hiệu.	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43432	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2012	逍遥涧-鬼王衣服	Quỷ Vương Y Phục 	Icon	guiwang_0	Từ phụ cận Sơn Tặc  nơi đoạt đến Quỷ Vương Y Phục , có thể tránh tai mắt của người khác trà trộn vào Quỷ Vương  tông.	6	1	1	2	2	1	300	0	1	0	0	0	1	-1	-1	43433	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2013	天音寺-不速之客	Phật Gia Xá Lợi 	Icon	sheli	Phật gia cao tăng vào hóa mà thành xá lợi tử	6	1	1	3	3	1	300	0	1	0	0	0	1	-1	-1	43434	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2014	天音寺-灵猴顽皮	La Hán Côn 	Icon	luohangun	Quan Sân  tiểu sư phụ pháp bảo	6	1	1	3	3	1	300	0	1	0	0	0	1	-1	-1	43435	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2015	天音寺-合欢服饰	Hợp Hoan Phục Sức 	Icon	hehuan_0	Từ phụ cận Hợp Hoan đệ tử trên người đoạt đến quần áo, có thể tránh tai mắt của người khác trà trộn vào Hợp Hoan phái.	6	1	1	3	3	1	300	0	1	0	0	0	1	-1	-1	43436	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2016	天音寺-金铃禁地	Trú Nhan Hoa Phấn 	Icon	huafen	Từ Hoa Mị  trên người thu được phấn hoa, có người nói có mỹ nuôi không nhan công hiệu.	6	1	1	3	3	1	300	0	1	0	0	0	999	-1	-1	43437	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2017	天音寺-加一把火	Sài Hỏa 	Icon	chaihuo	Nhà bếp bên trong cho kệ bếp sử dụng Sài Hỏa .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43438	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2018	天音寺-贿赂口风	Trú Nhan Hoa Phấn 	Icon	huafen	Từ Hoa Mị  trên người thu được phấn hoa, có người nói có mỹ nuôi không nhan công hiệu.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43439	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2019	天音寺-混入合欢	Hợp Hoan Trang Thúc 	Icon	hehuan_0	Từ phụ cận Hợp Hoan đệ tử trên người đoạt đến quần áo, có thể tránh tai mắt của người khác trà trộn vào Hợp Hoan phái.	6	3	1	3	3	1	300	1	1	0	0	0	1	-1	-1	43440	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2020	逍遥涧-猴王赤月	Hắc Tâm Quả 	Icon	heixinguo	Vật như tên, đen thui Quả Tử , nhưng có người nói có thể bác Tam Diệu Phu Nhân  nở nụ cười!	6	1	1	3	3	1	300	0	1	0	0	0	1	-1	-1	43441	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2021	鬼王宗-加固禁制	Hồ Huyết 	Icon	hulixue	Trong núi Linh Hồ  huyết tinh, có tác dụng đặc biệt.	6	1	1	3	3	1	300	0	1	0	0	0	1	-1	-1	43442	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2022	鬼王宗-青云衣物	Thanh Vân Phục Sức 	Icon	qingyun_0	Từ phụ cận Thanh Vân Đệ Tử  trên người đoạt đến quần áo, có thể tránh tai mắt của người khác trà trộn vào Thanh Vân môn.	6	1	1	3	3	1	300	0	1	0	0	0	1	-1	-1	43443	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2023	鬼王宗-歃血立契	Sáp Huyết Lợi Nhận 	Icon	liren	Uống máu ăn thề sử dụng Chủy Thủ .	6	2	1	3	3	1	300	1	1	0	0	0	1	-1	-1	43444	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2024	鬼王宗-变身混入	Thanh Vân Trang Thúc 	Icon	qingyun_0	Từ phụ cận Thanh Vân Đệ Tử  trên người đoạt đến quần áo, có thể tránh tai mắt của người khác trà trộn vào Thanh Vân môn.	6	3	1	3	3	1	300	1	1	0	0	0	1	-1	-1	43445	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2025	逍遥涧-祭祀祖师	Hương Hỏa 	Icon	xianghuo	Đi tới chuông vàng phu nhân tượng đá trước dâng hương thì sử dụng.	6	2	1	3	3	1	300	1	1	0	0	0	1	-1	-1	43446	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2026	合欢派-鬼王装束	Quỷ Vương Trang Thúc 	Icon	guiwang_0	Từ phụ cận Sơn Tặc  nơi đoạt đến Quỷ Vương Y Phục , có thể tránh tai mắt của người khác trà trộn vào Quỷ Vương  tông.	6	3	1	3	3	1	300	1	1	0	0	0	1	-1	-1	43447	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2027	河阳-赌资	Ngân Lưỡng 	Icon	yinbi	Một khối hoa tuyết bạch ngân	6	1	1	2	2	1	300	0	1	0	0	0	999	-1	-1	43448	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2028	空桑山-信件	Tín Kiện 	Icon	xinjian	Một phong do Niên Lão Đại  viết Tín Kiện , mặt trên viết "Cho lão tử tìm tới những kia công pháp!"	6	1	1	2	2	1	300	1	1	0	0	0	999	-1	-1	43449	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2029	空桑山-炼血旗	Luyện Huyết Kỳ 	Icon	lianxuetangqizhi	Luyện huyết đường đại kỳ, mặt trên vẽ máu tanh đồ án	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43450	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2030	青云-铸剑炼金	Chú Kiếm Nguyên Liêu 	Icon	tieyu_1	Theo : đè tỉ lệ hỗn hợp đồng tích khoáng thạch	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43451	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2031	空桑山-石斧	Thạch Phủ 	Icon	shifu	Một cái cũ nát Thạch Phủ , thế nhưng chạm trổ chất phác đại khí.	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43452	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2032	天音寺-孔明之愿	Khổng Minh Đăng 	Icon	daxingyanhua	Ký thác trong lòng mong muốn Khổng Minh Đăng 	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43453	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2033	天音寺-无惧劳苦	Sa Đại 	Icon	shadai	Sự chịu đựng huấn luyện sử dụng Sa Đại 	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43454	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2034	河阳城-红烧排骨	Đường Thố Bài Cốt 	Icon	hongshaopaigu	Mới ra oa Đường Thố Bài Cốt , chua ngọt ngon miệng, hương vị nức mũi.	6	1	1	2	2	1	300	0	1	1	5	0	1	-1	-1	43455	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2035	河阳城-土闷荷叶鸡	Hà Diệp Kê 	Icon	shaoji	Mới vừa làm tốt Hà Diệp Kê , thịt phì trấp nhiều, phiêu hương phân tán.	6	1	1	2	2	1	300	0	1	1	5	0	1	-1	-1	43456	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2036	支线-狐岐山-甘冒奇险	Linh Hồ Tinh Huyết 	Icon	hulixue	Hồ Kỳ Sơn  trên Linh Hồ Tinh Huyết , có người nói đối với trị liệu ngoại thương có hiệu quả	6	1	1	2	2	1	300	0	1	1	0	0	999	-1	-1	43457	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2037	支线-合欢-夺回书籍	Thư Tịch 	Icon	xinjian	Hợp Hoan điển tàng thư tịch sách bìa cứng	6	1	1	2	2	1	300	0	1	0	0	0	1	-1	-1	43458	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	1	0	0	-1	0	0
2038	支线-合欢-品茗	Hương Mính 	Icon	tanghulu	Một chén mới vừa trùng pha nước trà ngon	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43459	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	1	0	0	-1	0	0
2039	小池镇-符箓	Phù Lục 	Icon	fuzhou	Thạch Đầu  đưa cho ngươi đại lực Kim Cương môn Phù Lục .	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43460	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2040	小池镇-香烛	Hương Chúc 	Icon	hulixue	Một cái màu đỏ Hương Chúc .	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43461	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2041	焚香谷-审问孙图	Tiên Tử 	Icon	niujing	Thẩm vấn tra tấn dùng Tiên Tử 	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43462	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2042	焚香谷-顶级厨艺	Thỏ Nhục 	Icon	niupi	Trong núi mỹ vị, hoang dại Thỏ Nhục .	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43463	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2043	焚香谷-易容鱼人	Dịch Dung Đan 	Icon	maoyan	Thần kỳ item, sử dụng sau có thể biến thành Ngư Nhân  một quãng thời gian.	6	3	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43464	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2044	焚香谷-挑拨离间	Ngư Nhân Thủ Cấp 	Icon	hugu	Thập Vạn Đại Sơn  bên trong chạy đến Ngư Nhân  đầu lâu.	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43465	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2045	焚香谷-破解阵法	Cực Âm Huyền Thủy 	Icon	lingchen	Có thể khắc chế cực dương chi hỏa đồ vật.	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43466	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2046	焚香谷-破解阵法	Chủy Thủ 	Icon	guiwang_wuqi_1	Một cái Phong Lợi  Chủy Thủ .	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43467	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2047	焚香谷-破解阵法	Huyền Hỏa Giám 	Icon	xuanhuojian	Phần Hương Cốc  trấn phái Tiên bảo, có thể triệu hoán thượng cổ bát hoang Hỏa Long.	6	1	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43468	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2048	大王村-牢笼钥匙	Lao Lung Thược Thi 	Icon	laolongyaoshi	Mở ra Đại Vương Thôn  bị giam cầm Nhân Chất Lao Lung  chìa khoá	6	1	1	3	3	1	300	0	1	0	0	0	999	-1	-1	43469	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2049	大王村-妖瞳之力	Yêu Đồng Chi Lực 	Icon	yuxiangshi	Luyện chế giải độc tán thuốc dẫn một trong	6	1	1	3	3	1	300	0	1	0	0	0	999	-1	-1	43470	1	1	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2050	大王村-银针试毒	Ngân Châm 	Icon	fuzhou	Chu Nhất Tiên  giao đưa cho ngươi thử độc Ngân Châm .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43471	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2051	大王村-凶残黑蟾	Dịch Trạm Thủy Dạng 	Icon	lingchen	Từ trạm dịch vặt hái thủy dạng, dùng để thí nghiệm độc tính.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43472	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2052	大王村-幸存弟子	Lao Lung Thược Thi 	Icon	laolongyaoshi	Từ phụ cận Ác Khuyển  trên người sưu đến chìa khoá, có thể mở ra giam giữ con tin lao tù.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43473	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2053	大王村-捣毁毒罐	Đại Thạch 	Icon	zhongjinshi	Có thể dùng đến hàng rào Độc Quán  tảng đá lớn.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43474	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2054	大王村-解毒之药	Giải Dược 	Icon	maoyan	Có thể dùng đến giải độc Giải Dược .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43475	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2055	大王村-青云-伴手礼物	Bạn Thủ Lễ Vật 	Icon	chequ	Dùng để đưa cho cựu hữu Bạn Thủ Lễ Vật .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43476	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2056	大王村-天音-伴手礼物	Bạn Thủ Lễ Vật 	Icon	chequ	Dùng để đưa cho cựu hữu Bạn Thủ Lễ Vật .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43477	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2057	大王村-鬼王-伴手礼物	Bạn Thủ Lễ Vật 	Icon	chequ	Dùng để đưa cho cựu hữu Bạn Thủ Lễ Vật .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43478	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2058	大王村-合欢-伴手礼物	Bạn Thủ Lễ Vật 	Icon	chequ	Dùng để đưa cho cựu hữu Bạn Thủ Lễ Vật .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43479	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2059	大王村-本门来报	Kê Mao Tín 	Icon	xinjian	Tiếp thu được bản môn Kê Mao Tín  kiện.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43480	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2060	大王村-青云-飞鸽传书	Phi Cáp Truyện Thư 	Icon	xinjian	Dùng để truyền tin bồ câu đưa thư.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43481	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2061	大王村-天音-飞鸽传书	Phi Cáp Truyện Thư 	Icon	xinjian	Dùng để truyền tin bồ câu đưa thư.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43482	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2062	大王村-鬼王-飞鸽传书	Phi Cáp Truyện Thư 	Icon	xinjian	Dùng để truyền tin bồ câu đưa thư.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43483	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2063	大王村-合欢-飞鸽传书	Phi Cáp Truyện Thư 	Icon	xinjian	Dùng để truyền tin bồ câu đưa thư.	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43484	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
2064	死泽-警告讯息	Chu Sa 	Icon	huafen	Dùng để đánh dấu cảnh kỳ tin tức Chu Sa .	6	2	1	2	2	1	300	1	1	0	0	0	1	-1	-1	43485	1	1	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	-1	-1	0	0	1	-1	0	0	-1	0	0
