Id	Desc	Name	ScriptId	IsSkillUse	SkillId	ConsumeFlag	CoolDownId	CoolDownNoticeLeftTime	CanUseInBW	UseParamA	UseParamB	UseParamC	UseParamD
8023	红药-飞升140	寒髓鳞(飞140)	202	0	-1	1	7	0	1	1	552000	-1	0
8024	红药-飞升150	蛛丝藤(飞150)	202	0	-1	1	7	0	1	1	610000	-1	0
8025	红药-飞升160	琉璃果(飞160)	202	0	-1	1	7	0	1	1	701000	-1	0
8027	蓝药-1级	肉包子（1级）	202	0	-1	1	8	0	1	2	360	-1	0
8028	蓝药-10级	益气丹(10级)	202	0	-1	1	8	0	1	2	430	-1	0
8029	蓝药-20级	还灵药(20级)	202	0	-1	1	8	0	1	2	550	-1	0
8030	蓝药-30级	归魂散(30级)	202	0	-1	1	8	0	1	2	700	-1	0
8031	蓝药-40级	蜂皇浆(40级)	202	0	-1	1	8	0	1	2	840	-1	0
8032	蓝药-50级	熊胆丸(50级)	202	0	-1	1	8	0	1	2	990	-1	0
8033	蓝药-60级	罗汉果(60级)	202	0	-1	1	8	0	1	2	1260	-1	0
8034	蓝药-70级	鹿衔草(70级)	202	0	-1	1	8	0	1	2	1480	-1	0
8035	蓝药-80级	赤炎花(80级)	202	0	-1	1	8	0	1	2	1760	-1	0
8036	蓝药-90级	无忧散(90级)	202	0	-1	1	8	0	1	2	2400	-1	0
8037	蓝药-100级	北冥菇(100级)	202	0	-1	1	8	0	1	2	3100	-1	0
8038	蓝药-110级	清凉露(110级)	202	0	-1	1	8	0	1	2	3700	-1	0
8039	蓝药-120级	聚元丹(120级)	202	0	-1	1	8	0	1	2	4100	-1	0
8040	蓝药-130级	七里香(130级)	202	0	-1	1	8	0	1	2	4500	-1	0
8041	蓝药-140级	百花散(140级)	202	0	-1	1	8	0	1	2	4900	-1	0
8042	蓝药-150级	活血丸(150级)	202	0	-1	1	8	0	1	2	5200	-1	0
8043	蓝药-飞升70	龙胆草(飞70)	202	0	-1	1	8	0	1	2	5400	-1	0
8044	蓝药-飞升80	贝母丹(飞80)	202	0	-1	1	8	0	1	2	5600	-1	0
8045	蓝药-飞升90	济生露(飞90)	202	0	-1	1	8	0	1	2	5800	-1	0
8046	蓝药-飞升100	凌霄草(飞100)	202	0	-1	1	8	0	1	2	6000	-1	0
8047	蓝药-飞升110	醍醐丸(飞110)	202	0	-1	1	8	0	1	2	6200	-1	0
8048	蓝药-飞升120	灵蛇菇(飞120)	202	0	-1	1	8	0	1	2	6400	-1	0
8049	蓝药-飞升130	阿桐木(飞130)	202	0	-1	1	8	0	1	2	6600	-1	0
8050	蓝药-飞升140	凤舞鳞(飞140)	202	0	-1	1	8	0	1	2	6800	-1	0
8051	蓝药-飞升150	凤凰藤(飞150)	202	0	-1	1	8	0	1	2	7000	-1	0
8052	蓝药-飞升160	玉贝果(飞160)	202	0	-1	1	8	0	1	2	7300	-1	0
8100	红缸	神农妙露	235	0	-1	1	-1	0	1	1	320000000	-1	0
8150	蓝缸	天香豆蔻	235	0	-1	1	-1	0	1	2	23000000	-1	0
12000	采集工具-采矿	水晶矿锄	210	0	-1	1	-1	0	1	980501	0	0	0
12001	采集工具-捕猎	水晶剥皮刀	210	0	-1	1	-1	0	1	980502	0	0	0
12002	采集工具-垂钓	水晶钓竿	210	0	-1	1	-1	0	1	980503	0	0	0
12050	采集代币-体力丹	体力丹	241	0	-1	1	-1	0	1	100	0	0	0
13000	灵尘	灵尘	224	-1	-1	1	-1	0	1	1	0	0	0
13001	鬼厉	鬼厉	223	-1	-1	1	-1	0	1	1	0	0	0
13002	道玄真人	道玄真人	223	-1	-1	1	-1	0	1	2	0	0	0
13003	鬼王	鬼王	223	-1	-1	1	-1	0	1	3	0	0	0
13004	毒神	毒神	223	-1	-1	1	-1	0	1	4	0	0	0
13005	张小凡	张小凡	223	-1	-1	1	-1	0	1	5	0	0	0
13006	林惊羽	林惊羽	223	-1	-1	1	-1	0	1	6	0	0	0
13007	陆雪琪	陆雪琪	223	-1	-1	1	-1	0	1	7	0	0	0
13008	碧瑶	碧瑶	223	-1	-1	1	-1	0	1	8	0	0	0
13009	周一仙	周一仙	223	-1	-1	1	-1	0	1	9	0	0	0
13010	田不易	田不易	223	-1	-1	1	-1	0	1	10	0	0	0
13011	普智	普智	223	-1	-1	1	-1	0	1	11	0	0	0
13012	小环	小环	223	-1	-1	1	-1	0	1	12	0	0	0
13013	金瓶儿	金瓶儿	223	-1	-1	1	-1	0	1	13	0	0	0
13014	齐昊	齐昊	223	-1	-1	1	-1	0	1	14	0	0	0
13015	曾书书	曾书书	223	-1	-1	1	-1	0	1	15	0	0	0
13016	苏茹	苏茹	223	-1	-1	1	-1	0	1	16	0	0	0
13017	法相	法相	223	-1	-1	1	-1	0	1	17	0	0	0
13018	秦无炎	秦无炎	223	-1	-1	1	-1	0	1	18	0	0	0
13019	六尾	六尾	223	-1	-1	1	-1	0	1	19	0	0	0
13020	三尾	三尾	223	-1	-1	1	-1	0	1	20	0	0	0
13021	宋大仁	宋大仁	223	-1	-1	1	-1	0	1	21	0	0	0
13022	田灵儿	田灵儿	223	-1	-1	1	-1	0	1	22	0	0	0
13023	文敏	文敏	223	-1	-1	1	-1	0	1	23	0	0	0
13024	野狗道人	野狗道人	223	-1	-1	1	-1	0	1	24	0	0	0
13025	小白	小白	223	-1	-1	1	-1	0	1	25	0	0	0
13026	三妙夫人	三妙夫人	223	-1	-1	1	-1	0	1	26	0	0	0
13027	玉阳子	玉阳子	223	-1	-1	1	-1	0	1	27	0	0	0
13028	普德	普德	223	-1	-1	1	-1	0	1	28	0	0	0
13029	金铃夫人	金铃夫人	223	-1	-1	1	-1	0	1	29	0	0	0
13030	黑心老人	黑心老人	223	-1	-1	1	-1	0	1	30	0	0	0
13031	万剑一	万剑一	223	-1	-1	1	-1	0	1	31	0	0	0
13032	普泓	普泓	223	-1	-1	1	-1	0	1	32	0	0	0
13033	青龙	青龙	223	-1	-1	1	-1	0	1	33	0	0	0
13034	幽姬	幽姬	223	-1	-1	1	-1	0	1	34	0	0	0
13035	白虎	白虎	223	-1	-1	1	-1	0	1	35	0	0	0
13036	玄武	玄武	223	-1	-1	1	-1	0	1	36	0	0	0
13037	普方	普方	223	-1	-1	1	-1	0	1	37	0	0	0
13038	兽神	兽神	223	-1	-1	1	-1	0	1	38	0	0	0
13039	玲珑	玲珑	223	-1	-1	1	-1	0	1	39	0	0	0
13040	黑虎	黑虎	223	-1	-1	1	-1	0	1	40	0	0	0
13041	巫妖	巫妖	223	-1	-1	1	-1	0	1	41	0	0	0
13042	水月大师	水月大师	223	-1	-1	1	-1	0	1	42	0	0	0
13043	萧逸才	萧逸才	223	-1	-1	1	-1	0	1	43	0	0	0
13044	年老大	年老大	223	-1	-1	1	-1	0	1	44	0	0	0
13045	姜老三	姜老三	223	-1	-1	1	-1	0	1	45	0	0	0
13046	苍松道人	苍松道人	223	-1	-1	1	-1	0	1	0	0	0	0
13201	鬼厉碎片	鬼厉碎片	225	-1	-1	1	-1	0	1	1	1	0	0
13202	道玄真人碎片	道玄真人碎片	225	-1	-1	1	-1	0	1	2	1	0	0
13203	鬼王碎片	鬼王碎片	225	-1	-1	1	-1	0	1	3	1	0	0
13204	毒神碎片	毒神碎片	225	-1	-1	1	-1	0	1	4	1	0	0
13205	张小凡碎片	张小凡碎片	225	-1	-1	1	-1	0	1	5	1	0	0
13206	林惊羽碎片	林惊羽碎片	225	-1	-1	1	-1	0	1	6	1	0	0
13207	陆雪琪碎片	陆雪琪碎片	225	-1	-1	1	-1	0	1	7	1	0	0
13208	碧瑶碎片	碧瑶碎片	225	-1	-1	1	-1	0	1	8	1	0	0
13209	周一仙碎片	周一仙碎片	225	-1	-1	1	-1	0	1	9	1	0	0
13210	田不易碎片	田不易碎片	225	-1	-1	1	-1	0	1	10	1	0	0
13211	普智碎片	普智碎片	225	-1	-1	1	-1	0	1	11	1	0	0
13212	小环碎片	小环碎片	225	-1	-1	1	-1	0	1	12	1	0	0
13213	金瓶儿碎片	金瓶儿碎片	225	-1	-1	1	-1	0	1	13	1	0	0
13214	齐昊碎片	齐昊碎片	225	-1	-1	1	-1	0	1	14	1	0	0
13215	曾书书碎片	曾书书碎片	225	-1	-1	1	-1	0	1	15	1	0	0
13216	苏茹碎片	苏茹碎片	225	-1	-1	1	-1	0	1	16	1	0	0
13217	法相碎片	法相碎片	225	-1	-1	1	-1	0	1	17	1	0	0
13218	秦无炎碎片	秦无炎碎片	225	-1	-1	1	-1	0	1	18	1	0	0
13219	六尾碎片	六尾碎片	225	-1	-1	1	-1	0	1	19	1	0	0
13220	三尾碎片	三尾碎片	225	-1	-1	1	-1	0	1	20	1	0	0
13221	宋大仁碎片	宋大仁碎片	225	-1	-1	1	-1	0	1	21	1	0	0
13222	田灵儿碎片	田灵儿碎片	225	-1	-1	1	-1	0	1	22	1	0	0
13223	文敏碎片	文敏碎片	225	-1	-1	1	-1	0	1	23	1	0	0
13224	野狗道人碎片	野狗道人碎片	225	-1	-1	1	-1	0	1	24	1	0	0
13225	小白碎片	小白碎片	225	-1	-1	1	-1	0	1	25	1	0	0
13226	三妙夫人碎片	三妙夫人碎片	225	-1	-1	1	-1	0	1	26	1	0	0
13227	玉阳子碎片	玉阳子碎片	225	-1	-1	1	-1	0	1	27	1	0	0
13228	普德碎片	普德碎片	225	-1	-1	1	-1	0	1	28	1	0	0
13229	金铃夫人碎片	金铃夫人碎片	225	-1	-1	1	-1	0	1	29	1	0	0
13230	黑心老人碎片	黑心老人碎片	225	-1	-1	1	-1	0	1	30	1	0	0
13231	万剑一碎片	万剑一碎片	225	-1	-1	1	-1	0	1	31	1	0	0
13232	普泓碎片	普泓碎片	225	-1	-1	1	-1	0	1	32	1	0	0
13233	青龙碎片	青龙碎片	225	-1	-1	1	-1	0	1	33	1	0	0
13234	幽姬碎片	幽姬碎片	225	-1	-1	1	-1	0	1	34	1	0	0
13235	白虎碎片	白虎碎片	225	-1	-1	1	-1	0	1	35	1	0	0
13236	玄武碎片	玄武碎片	225	-1	-1	1	-1	0	1	36	1	0	0
13237	普方碎片	普方碎片	225	-1	-1	1	-1	0	1	37	1	0	0
13238	兽神碎片	兽神碎片	225	-1	-1	1	-1	0	1	38	1	0	0
13239	玲珑碎片	玲珑碎片	225	-1	-1	1	-1	0	1	39	1	0	0
13240	黑虎碎片	黑虎碎片	225	-1	-1	1	-1	0	1	40	1	0	0
13241	巫妖碎片	巫妖碎片	225	-1	-1	1	-1	0	1	41	1	0	0
13242	水月大师碎片	水月大师碎片	225	-1	-1	1	-1	0	1	42	1	0	0
13243	萧逸才碎片	萧逸才碎片	225	-1	-1	1	-1	0	1	43	1	0	0
13244	年老大碎片	年老大碎片	225	-1	-1	1	-1	0	1	44	1	0	0
13245	姜老三碎片	姜老三碎片	225	-1	-1	1	-1	0	1	45	1	0	0
13246	苍松道人碎片	苍松道人碎片	225	-1	-1	1	-1	0	1	0	1	0	0
13401	10灵尘	10灵尘	224	-1	-1	1	-1	0	1	10	0	0	0
13402	100灵尘	100灵尘	224	-1	-1	1	-1	0	1	100	0	0	0
13403	1000灵尘	1000灵尘	224	-1	-1	1	-1	0	1	1000	0	0	0
14000	宠物蛋	顽猴内丹	208	0	-1	1	-1	0	1	1445	-1	-1	-1
14001	宠物蛋	饕餮内丹	208	0	-1	1	-1	0	1	1449	-1	-1	-1
14002	宠物蛋	雪人内丹	208	0	-1	1	-1	0	1	2304	-1	-1	-1
14003	宠物蛋	稀有雪人内丹	208	0	-1	1	-1	0	1	2306	-1	-1	-1
14004	宠物蛋	蓝瘦香菇内丹	208	0	-1	1	-1	0	1	2308	-1	-1	-1
14005	宠物蛋	喵呜内丹	208	0	-1	1	-1	0	1	2372	-1	-1	-1
14006	宠物蛋	稀有喵呜内丹	208	0	-1	1	-1	0	1	2374	-1	-1	-1
14007	宠物蛋	小墨妹内丹	208	0	-1	1	-1	0	1	2387	-1	-1	-1
14008	宠物蛋	小黄鸡内丹	208	0	-1	1	-1	0	1	2400	-1	-1	-1
14009	宠物蛋	稀有小黄鸡内丹	208	0	-1	1	-1	0	1	2402	-1	-1	-1
15200	宠物亲密道具	宠物泡泡糖	212	0	-1	1	-1	0	1	1	-1	-1	-1
20000	麒麟-7天	麒麟-7天	215	0	-1	1	-1	0	1	4	0	-1	0
20001	麒麟-30天	麒麟-30天	215	0	-1	1	-1	0	1	4	0	-1	0
20002	麒麟-永久	麒麟-永久	215	0	-1	1	-1	0	1	4	0	-1	0
20003	青霜承影-7天	青霜承影-7天	215	0	-1	1	-1	0	1	42	0	-1	0
20004	青霜承影-30天	青霜承影-30天	215	0	-1	1	-1	0	1	42	0	-1	0
20005	青霜承影-永久	青霜承影-永久	215	0	-1	1	-1	0	1	42	0	-1	0
20006	青羽-7天	青羽	215	0	-1	1	-1	0	1	41	0	-1	0
20007	青羽-30天	青羽	215	0	-1	1	-1	0	1	41	0	-1	0
20008	青羽-永久	青羽[永久]	215	0	-1	1	-1	0	1	41	0	-1	0
20500	小凡装头部	小凡装·发型	221	-1	-1	1	-1	0	1	0	0	0	0
20501	小凡装衣服	小凡装·服饰	221	-1	-1	1	-1	0	1	1	0	0	0
20502	鬼厉装头部	鬼厉装·发型	221	-1	-1	1	-1	0	1	2	0	0	0
20503	鬼厉装衣服	鬼厉装·服饰	221	-1	-1	1	-1	0	1	3	0	0	0
20504	雪琪装头部	雪琪装·发型	221	-1	-1	1	-1	0	1	4	0	0	0
20505	雪琪装衣服	雪琪装·服饰	221	-1	-1	1	-1	0	1	5	0	0	0
20506	碧瑶装头部	碧瑶装·发型	221	-1	-1	1	-1	0	1	6	0	0	0
20507	碧瑶装衣服	碧瑶装·服饰	221	-1	-1	1	-1	0	1	7	0	0	0
20508	新手外观衣服1-7天	青逸·衣[7天]	221	-1	-1	1	-1	0	1	8	0	0	0
20509	新手外观衣服2-7天	弥云·衣[7天]	221	-1	-1	1	-1	0	1	9	0	0	0
20510	新手外观衣服3-7天	玄影·衣[7天]	221	-1	-1	1	-1	0	1	10	0	0	0
20511	新手外观脸1-7天	初雪·脸[7天]	221	-1	-1	1	-1	0	1	11	0	0	0
20512	新手外观脸2-7天	古兰·脸[7天]	221	-1	-1	1	-1	0	1	12	0	0	0
20513	新手外观脸3-7天	蕙质·脸[7天]	221	-1	-1	1	-1	0	1	13	0	0	0
20514	新手外观脸4-7天	娟秀·脸[7天]	221	-1	-1	1	-1	0	1	14	0	0	0
20515	新手外观脸5-7天	静姝·脸[7天]	221	-1	-1	1	-1	0	1	15	0	0	0
20516	新手外观脸6-7天	青岚·脸[7天]	221	-1	-1	1	-1	0	1	16	0	0	0
20517	新手外观头发1-7天	流云·发[7天]	221	-1	-1	1	-1	0	1	17	0	0	0
20518	新手外观头发2-7天	云髻·发[7天]	221	-1	-1	1	-1	0	1	18	0	0	0
20519	新手外观头发3-7天	凌云·发[7天]	221	-1	-1	1	-1	0	1	19	0	0	0
20520	新手外观头发4-7天	洛玄·发[7天]	221	-1	-1	1	-1	0	1	20	0	0	0
20521	新手外观头发5-7天	辉月·发[7天]	221	-1	-1	1	-1	0	1	21	0	0	0
20522	新手外观头发6-7天	璃梦·发[7天]	221	-1	-1	1	-1	0	1	22	0	0	0
20523	职业武器1级-7天	流光·器[7天]	221	-1	-1	1	-1	0	1	23	0	0	0
20524	职业武器20级-7天	定光·器[7天]	221	-1	-1	1	-1	0	1	24	0	0	0
20525	职业武器40级-7天	青冥·器[7天]	221	-1	-1	1	-1	0	1	25	0	0	0
20526	职业武器70转80级-7天	戾天·器[7天]	221	-1	-1	1	-1	0	1	26	0	0	0
20527	职业武器100转100级-7天	归鸿·器[7天]	221	-1	-1	1	-1	0	1	27	0	0	0
20528	职业武器130转120级-7天	纤云·器[7天]	221	-1	-1	1	-1	0	1	28	0	0	0
20529	职业武器150级-7天	飞星·器[7天]	221	-1	-1	1	-1	0	1	29	0	0	0
20530	职业武器转135级-7天	含光·器[7天]	221	-1	-1	1	-1	0	1	30	0	0	0
20531	职业武器转145级-7天	阙情·器[7天]	221	-1	-1	1	-1	0	1	31	0	0	0
20532	职业武器转155级-7天	七星·器[7天]	221	-1	-1	1	-1	0	1	32	0	0	0
20533	新手外观衣服1-30天	青逸·衣[30天]	221	-1	-1	1	-1	0	1	8	0	0	0
20534	新手外观衣服2-30天	弥云·衣[30天]	221	-1	-1	1	-1	0	1	9	0	0	0
20535	新手外观衣服3-30天	玄影·衣[30天]	221	-1	-1	1	-1	0	1	10	0	0	0
20536	新手外观脸1-30天	初雪·脸[30天]	221	-1	-1	1	-1	0	1	11	0	0	0
20537	新手外观脸2-30天	古兰·脸[30天]	221	-1	-1	1	-1	0	1	12	0	0	0
20538	新手外观脸3-30天	蕙质·脸[30天]	221	-1	-1	1	-1	0	1	13	0	0	0
20539	新手外观脸4-30天	娟秀·脸[30天]	221	-1	-1	1	-1	0	1	14	0	0	0
20540	新手外观脸5-30天	静姝·脸[30天]	221	-1	-1	1	-1	0	1	15	0	0	0
20541	新手外观脸6-30天	青岚·脸[30天]	221	-1	-1	1	-1	0	1	16	0	0	0
20542	新手外观头发1-30天	流云·发[30天]	221	-1	-1	1	-1	0	1	17	0	0	0
20543	新手外观头发2-30天	云髻·发[30天]	221	-1	-1	1	-1	0	1	18	0	0	0
20544	新手外观头发3-30天	凌云·发[30天]	221	-1	-1	1	-1	0	1	19	0	0	0
20545	新手外观头发4-30天	洛玄·发[30天]	221	-1	-1	1	-1	0	1	20	0	0	0
20546	新手外观头发5-30天	辉月·发[30天]	221	-1	-1	1	-1	0	1	21	0	0	0
20547	新手外观头发6-30天	璃梦·发[30天]	221	-1	-1	1	-1	0	1	22	0	0	0
20548	职业武器1级-30天	流光·器[30天]	221	-1	-1	1	-1	0	1	23	0	0	0
20549	职业武器20级-30天	定光·器[30天]	221	-1	-1	1	-1	0	1	24	0	0	0
20550	职业武器40级-30天	青冥·器[30天]	221	-1	-1	1	-1	0	1	25	0	0	0
20551	职业武器70转80级-30天	戾天·器[30天]	221	-1	-1	1	-1	0	1	26	0	0	0
20552	职业武器100转100级-30天	归鸿·器[30天]	221	-1	-1	1	-1	0	1	27	0	0	0
20553	职业武器130转120级-30天	纤云·器[30天]	221	-1	-1	1	-1	0	1	28	0	0	0
20554	职业武器150级-30天	飞星·器[30天]	221	-1	-1	1	-1	0	1	29	0	0	0
20555	职业武器转135级-30天	含光·器[30天]	221	-1	-1	1	-1	0	1	30	0	0	0
20556	职业武器转145级-30天	阙情·器[30天]	221	-1	-1	1	-1	0	1	31	0	0	0
20557	职业武器转155级-30天	七星·器[30天]	221	-1	-1	1	-1	0	1	32	0	0	0
20558	新手外观衣服1-永久	青逸·衣[永久]	221	-1	-1	1	-1	0	1	8	0	0	0
20559	新手外观衣服2-永久	弥云·衣[永久]	221	-1	-1	1	-1	0	1	9	0	0	0
20560	新手外观衣服3-永久	玄影·衣[永久]	221	-1	-1	1	-1	0	1	10	0	0	0
20561	新手外观脸1-永久	初雪·脸[永久]	221	-1	-1	1	-1	0	1	11	0	0	0
20562	新手外观脸2-永久	古兰·脸[永久]	221	-1	-1	1	-1	0	1	12	0	0	0
20563	新手外观脸3-永久	蕙质·脸[永久]	221	-1	-1	1	-1	0	1	13	0	0	0
20564	新手外观脸4-永久	娟秀·脸[永久]	221	-1	-1	1	-1	0	1	14	0	0	0
20565	新手外观脸5-永久	静姝·脸[永久]	221	-1	-1	1	-1	0	1	15	0	0	0
20566	新手外观脸6-永久	青岚·脸[永久]	221	-1	-1	1	-1	0	1	16	0	0	0
20567	新手外观头发1-永久	流云·发[永久]	221	-1	-1	1	-1	0	1	17	0	0	0
20568	新手外观头发2-永久	云髻·发[永久]	221	-1	-1	1	-1	0	1	18	0	0	0
20569	新手外观头发3-永久	凌云·发[永久]	221	-1	-1	1	-1	0	1	19	0	0	0
20570	新手外观头发4-永久	洛玄·发[永久]	221	-1	-1	1	-1	0	1	20	0	0	0
20571	新手外观头发5-永久	辉月·发[永久]	221	-1	-1	1	-1	0	1	21	0	0	0
20572	新手外观头发6-永久	璃梦·发[永久]	221	-1	-1	1	-1	0	1	22	0	0	0
20573	职业武器1级-永久	流光·器[永久]	221	-1	-1	1	-1	0	1	23	0	0	0
20574	职业武器20级-永久	定光·器[永久]	221	-1	-1	1	-1	0	1	24	0	0	0
20575	职业武器40级-永久	青冥·器[永久]	221	-1	-1	1	-1	0	1	25	0	0	0
20576	职业武器70转80级-永久	戾天·器[永久]	221	-1	-1	1	-1	0	1	26	0	0	0
20577	职业武器100转100级-永久	归鸿·器[永久]	221	-1	-1	1	-1	0	1	27	0	0	0
20578	职业武器130转120级-永久	纤云·器[永久]	221	-1	-1	1	-1	0	1	28	0	0	0
20579	职业武器150级-永久	飞星·器[永久]	221	-1	-1	1	-1	0	1	29	0	0	0
20580	职业武器转135级-永久	含光·器[永久]	221	-1	-1	1	-1	0	1	30	0	0	0
20581	职业武器转145级-永久	阙情·器[永久]	221	-1	-1	1	-1	0	1	31	0	0	0
20582	职业武器转155级-永久	七星·器[永久]	221	-1	-1	1	-1	0	1	32	0	0	0
20583	低级结婚时装-衣服-7天	桃花装·衣[7天]	221	-1	-1	1	-1	0	1	33	0	0	0
20584	低级结婚时装-头饰-7天	桃花装·头[7天]	221	-1	-1	1	-1	0	1	33	0	0	0
20585	低级结婚时装-衣服-永久	桃花装·衣[永久]	221	-1	-1	1	-1	0	1	33	0	0	0
20586	低级结婚时装-头饰-永久	桃花装·头[永久]	221	-1	-1	1	-1	0	1	33	0	0	0
20587	孔雀时装-衣服-7天	孔雀时装·衣[7天]	221	-1	-1	1	-1	0	1	34	0	0	0
20588	孔雀时装-头饰-7天	孔雀时装·头[7天]	221	-1	-1	1	-1	0	1	34	0	0	0
20589	孔雀时装-衣服-永久	孔雀时装·衣[永久]	221	-1	-1	1	-1	0	1	34	0	0	0
20590	孔雀时装-头饰-永久	孔雀时装·头[永久]	221	-1	-1	1	-1	0	1	34	0	0	0
20591	低级结婚时装-衣服-30天	桃花装·衣[30天]	221	-1	-1	1	-1	0	1	33	0	0	0
20592	低级结婚时装-头饰-30天	桃花装·头[30天]	221	-1	-1	1	-1	0	1	33	0	0	0
20593	孔雀时装-衣服-30天	孔雀时装·衣[30天]	221	-1	-1	1	-1	0	1	34	0	0	0
20594	孔雀时装-头饰-30天	孔雀时装·头[30天]	221	-1	-1	1	-1	0	1	34	0	0	0
20656	鬼厉装头部	鬼厉装·发[7天]	221	-1	-1	1	-1	0	1	2	0	0	0
20657	鬼厉装头部	鬼厉装·发[30天]	221	-1	-1	1	-1	0	1	2	0	0	0
20658	鬼厉装头部	鬼厉装·发[永久]	221	-1	-1	1	-1	0	1	2	0	0	0
20659	低级结婚时装-衣服-7天	青鸾装·衣[7天]	221	-1	-1	1	-1	0	1	53	0	0	0
20660	低级结婚时装-衣服-30天	青鸾装·衣[30天]	221	-1	-1	1	-1	0	1	53	0	0	0
20661	低级结婚时装-衣服-永久	青鸾装·衣[永久]	221	-1	-1	1	-1	0	1	53	0	0	0
20662	新·鬼厉装衣服	鬼厉装·衣[7天]	221	-1	-1	1	-1	0	1	54	0	0	0
20663	新·鬼厉装衣服	鬼厉装·衣[30天]	221	-1	-1	1	-1	0	1	54	0	0	0
20664	新·鬼厉装衣服	鬼厉装·衣[永久]	221	-1	-1	1	-1	0	1	54	0	0	0
20665	新·雪琪装衣服	雪琪装·衣[7天]	221	-1	-1	1	-1	0	1	55	0	0	0
20666	新·雪琪装衣服	雪琪装·衣[30天]	221	-1	-1	1	-1	0	1	55	0	0	0
20667	新·雪琪装衣服	雪琪装·衣[永久]	221	-1	-1	1	-1	0	1	55	0	0	0
20668	新·碧瑶装衣服	碧瑶装·衣[7天]	221	-1	-1	1	-1	0	1	56	0	0	0
20669	新·碧瑶装衣服	碧瑶装·衣[30天]	221	-1	-1	1	-1	0	1	56	0	0	0
20670	新·碧瑶装衣服	碧瑶装·衣[永久]	221	-1	-1	1	-1	0	1	56	0	0	0
20671	新·鬼厉装头部	鬼厉装·发[7天]	221	-1	-1	1	-1	0	1	57	0	0	0
20672	新·鬼厉装头部	鬼厉装·发[30天]	221	-1	-1	1	-1	0	1	57	0	0	0
20673	新·鬼厉装头部	鬼厉装·发[永久]	221	-1	-1	1	-1	0	1	57	0	0	0
20674	新·雪琪装头部	雪琪装·发[7天]	221	-1	-1	1	-1	0	1	58	0	0	0
20675	新·雪琪装头部	雪琪装·发[30天]	221	-1	-1	1	-1	0	1	58	0	0	0
20676	新·雪琪装头部	雪琪装·发[永久]	221	-1	-1	1	-1	0	1	58	0	0	0
20677	新·碧瑶装头部	碧瑶装·发[7天]	221	-1	-1	1	-1	0	1	59	0	0	0
20678	新·碧瑶装头部	碧瑶装·发[30天]	221	-1	-1	1	-1	0	1	59	0	0	0
20679	新·碧瑶装头部	碧瑶装·发[永久]	221	-1	-1	1	-1	0	1	59	0	0	0
20680	校服装·发	校服装·发[7天]	221	-1	-1	1	-1	0	1	60	0	0	0
20681	校服装·发	校服装·发[30天]	221	-1	-1	1	-1	0	1	60	0	0	0
20682	校服装·发	校服装·发[永久]	221	-1	-1	1	-1	0	1	60	0	0	0
20683	校服装·衣	校服装·衣[7天]	221	-1	-1	1	-1	0	1	61	0	0	0
20684	校服装·衣	校服装·衣[30天]	221	-1	-1	1	-1	0	1	61	0	0	0
20685	校服装·衣	校服装·衣[永久]	221	-1	-1	1	-1	0	1	61	0	0	0
20686	月娥装·发	月娥装·发[7天]	221	-1	-1	1	-1	0	1	62	0	0	0
20687	月娥装·发	月娥装·发[30天]	221	-1	-1	1	-1	0	1	62	0	0	0
20688	月娥装·发	月娥装·发[永久]	221	-1	-1	1	-1	0	1	62	0	0	0
20689	月娥装·衣	月娥装·衣[7天]	221	-1	-1	1	-1	0	1	63	0	0	0
20690	月娥装·衣	月娥装·衣[30天]	221	-1	-1	1	-1	0	1	63	0	0	0
20691	月娥装·衣	月娥装·衣[永久]	221	-1	-1	1	-1	0	1	63	0	0	0
20692	丹青装·衣	丹青装·衣[7天]	221	-1	-1	1	-1	0	1	64	0	0	0
20693	丹青装·衣	丹青装·衣[30天]	221	-1	-1	1	-1	0	1	64	0	0	0
20694	丹青装·衣	丹青装·衣[永久]	221	-1	-1	1	-1	0	1	64	0	0	0
20695	凤凰装·发	凤凰装·发[7天]	221	-1	-1	1	-1	0	1	65	0	0	0
20696	凤凰装·发	凤凰装·发[30天]	221	-1	-1	1	-1	0	1	65	0	0	0
20697	凤凰装·发	凤凰装·发[永久]	221	-1	-1	1	-1	0	1	65	0	0	0
20698	凤凰装·衣	凤凰装·衣[7天]	221	-1	-1	1	-1	0	1	66	0	0	0
20699	凤凰装·衣	凤凰装·衣[30天]	221	-1	-1	1	-1	0	1	66	0	0	0
20700	凤凰装·衣	凤凰装·衣[永久]	221	-1	-1	1	-1	0	1	66	0	0	0
20701	南瓜头饰	南瓜头饰[7天]	221	-1	-1	1	-1	0	1	67	0	0	0
20702	南瓜头饰	南瓜头饰[30天]	221	-1	-1	1	-1	0	1	67	0	0	0
20703	南瓜头饰	南瓜头饰[永久]	221	-1	-1	1	-1	0	1	67	0	0	0
20704	精灵头饰	精灵头饰[7天]	221	-1	-1	1	-1	0	1	68	0	0	0
20705	精灵头饰	精灵头饰[30天]	221	-1	-1	1	-1	0	1	68	0	0	0
20706	精灵头饰	精灵头饰[永久]	221	-1	-1	1	-1	0	1	68	0	0	0
20707	舞会头饰	舞会头饰[7天]	221	-1	-1	1	-1	0	1	69	0	0	0
20708	舞会头饰	舞会头饰[30天]	221	-1	-1	1	-1	0	1	69	0	0	0
20709	舞会头饰	舞会头饰[永久]	221	-1	-1	1	-1	0	1	69	0	0	0
