Id	Desc	NeedMinLevel	NeedSkillId	NeedMinLayer	MinNeedFirstLayerAddPoint	MinNeedSecondLayerAddPoint	MinNeedThirdLayerAddPoint	MinNeedTotaddAddPoint	NextSkillId	MutexId	MaxLevBeforeSamsara	MaxLevSamsara	IsRecommendLevUp
1503	真元护体-青云-3级	60	-1	3	-1	14	0	-1	1504	-1	15	22	1
1504	真元护体-青云-4级	65	-1	3	-1	14	0	-1	1505	-1	15	22	1
1505	真元护体-青云-5级	71	-1	3	-1	14	0	-1	1506	-1	15	22	1
1506	真元护体-青云-6级	77	-1	3	-1	14	0	-1	1507	-1	15	22	1
1507	真元护体-青云-7级	83	-1	3	-1	14	0	-1	1508	-1	15	22	1
1508	真元护体-青云-8级	89	-1	3	-1	14	0	-1	1509	-1	15	22	1
1509	真元护体-青云-9级	95	-1	3	-1	14	0	-1	1510	-1	15	22	1
1510	真元护体-青云-10级	101	-1	3	-1	14	0	-1	1511	-1	15	22	1
1511	真元护体-青云-11级	107	-1	3	-1	14	0	-1	1512	-1	15	22	1
1512	真元护体-青云-12级	113	-1	3	-1	14	0	-1	1513	-1	15	22	1
1513	真元护体-青云-13级	119	-1	3	-1	14	0	-1	1514	-1	15	22	1
1514	真元护体-青云-14级	125	-1	3	-1	14	0	-1	1515	-1	15	22	1
1515	真元护体-青云-15级	131	-1	3	-1	14	0	-1	1516	-1	15	22	1
1516	真元护体-青云-16级	173	-1	3	-1	14	0	-1	1517	-1	15	22	1
1517	真元护体-青云-17级	181	-1	3	-1	14	0	-1	1518	-1	15	22	1
1518	真元护体-青云-18级	189	-1	3	-1	14	0	-1	1519	-1	15	22	1
1519	真元护体-青云-19级	197	-1	3	-1	14	0	-1	1520	-1	15	22	1
1520	真元护体-青云-20级	205	-1	3	-1	14	0	-1	1521	-1	15	22	1
1521	真元护体-青云-21级	214	-1	3	-1	14	0	-1	1522	-1	15	22	1
1522	真元护体-青云-22级	223	-1	3	-1	14	0	-1	-1	-1	15	22	0
1600	齐物论-青云-0级	0	-1	3	-1	-1	1	-1	1601	-1	19	22	1
1601	齐物论-青云-1级	53	-1	3	-1	-1	1	-1	1602	-1	19	22	1
1602	齐物论-青云-2级	57	-1	3	-1	-1	1	-1	1603	-1	19	22	1
1603	齐物论-青云-3级	62	-1	3	-1	-1	1	-1	1604	-1	19	22	1
1604	齐物论-青云-4级	67	-1	3	-1	-1	1	-1	1605	-1	19	22	1
1605	齐物论-青云-5级	72	-1	3	-1	-1	1	-1	1606	-1	19	22	1
1606	齐物论-青云-6级	77	-1	3	-1	-1	1	-1	1607	-1	19	22	1
1607	齐物论-青云-7级	82	-1	3	-1	-1	1	-1	1608	-1	19	22	1
1608	齐物论-青云-8级	87	-1	3	-1	-1	1	-1	1609	-1	19	22	1
1609	齐物论-青云-9级	92	-1	3	-1	-1	1	-1	1610	-1	19	22	1
1610	齐物论-青云-10级	97	-1	3	-1	-1	1	-1	1611	-1	19	22	1
1611	齐物论-青云-11级	102	-1	3	-1	-1	1	-1	1612	-1	19	22	1
1612	齐物论-青云-12级	107	-1	3	-1	-1	1	-1	1613	-1	19	22	0
1613	齐物论-青云-13级	112	-1	3	-1	-1	1	-1	1614	-1	19	22	0
1614	齐物论-青云-14级	117	-1	3	-1	-1	1	-1	1615	-1	19	22	0
1615	齐物论-青云-15级	122	-1	3	-1	-1	1	-1	1616	-1	19	22	0
1616	齐物论-青云-16级	127	-1	3	-1	-1	1	-1	1617	-1	19	22	0
1617	齐物论-青云-17级	132	-1	3	-1	-1	1	-1	1618	-1	19	22	0
1618	齐物论-青云-18级	137	-1	3	-1	-1	1	-1	1619	-1	19	22	0
1619	齐物论-青云-19级	142	-1	3	-1	-1	1	-1	1620	-1	19	22	0
1620	齐物论-青云-20级	177	-1	3	-1	-1	1	-1	1621	-1	19	22	0
1621	齐物论-青云-21级	187	-1	3	-1	-1	1	-1	1622	-1	19	22	0
1622	齐物论-青云-22级	198	-1	3	-1	-1	1	-1	-1	-1	19	22	0
1700	剑心通明-青云-0级	0	-1	3	-1	-1	3	-1	1701	-1	16	22	1
1701	剑心通明-青云-1级	56	-1	3	-1	-1	3	-1	1702	-1	16	22	1
1702	剑心通明-青云-2级	60	-1	3	-1	-1	3	-1	1703	-1	16	22	1
1703	剑心通明-青云-3级	65	-1	3	-1	-1	3	-1	1704	-1	16	22	1
1704	剑心通明-青云-4级	71	-1	3	-1	-1	3	-1	1705	-1	16	22	1
1705	剑心通明-青云-5级	77	-1	3	-1	-1	3	-1	1706	-1	16	22	1
1706	剑心通明-青云-6级	83	-1	3	-1	-1	3	-1	1707	-1	16	22	1
1707	剑心通明-青云-7级	89	-1	3	-1	-1	3	-1	1708	-1	16	22	1
1708	剑心通明-青云-8级	95	-1	3	-1	-1	3	-1	1709	-1	16	22	1
1709	剑心通明-青云-9级	101	-1	3	-1	-1	3	-1	1710	-1	16	22	1
1710	剑心通明-青云-10级	107	-1	3	-1	-1	3	-1	1711	-1	16	22	1
1711	剑心通明-青云-11级	113	-1	3	-1	-1	3	-1	1712	-1	16	22	1
1712	剑心通明-青云-12级	119	-1	3	-1	-1	3	-1	1713	-1	16	22	1
1713	剑心通明-青云-13级	125	-1	3	-1	-1	3	-1	1714	-1	16	22	1
1714	剑心通明-青云-14级	131	-1	3	-1	-1	3	-1	1715	-1	16	22	1
1715	剑心通明-青云-15级	137	-1	3	-1	-1	3	-1	1716	-1	16	22	1
1716	剑心通明-青云-16级	143	-1	3	-1	-1	3	-1	1717	-1	16	22	1
1717	剑心通明-青云-17级	181	-1	3	-1	-1	3	-1	1718	-1	16	22	1
1718	剑心通明-青云-18级	189	-1	3	-1	-1	3	-1	1719	-1	16	22	1
1719	剑心通明-青云-19级	197	-1	3	-1	-1	3	-1	1720	-1	16	22	1
1720	剑心通明-青云-20级	206	-1	3	-1	-1	3	-1	1721	-1	16	22	1
1721	剑心通明-青云-21级	215	-1	3	-1	-1	3	-1	1722	-1	16	22	1
1722	剑心通明-青云-22级	224	-1	3	-1	-1	3	-1	-1	-1	16	22	0
1800	天尊法身-青云-0级	0	-1	3	-1	-1	3	-1	1801	-1	15	22	1
1801	天尊法身-青云-1级	56	-1	3	-1	-1	3	-1	1802	-1	15	22	1
1802	天尊法身-青云-2级	60	-1	3	-1	-1	3	-1	1803	-1	15	22	1
1803	天尊法身-青云-3级	65	-1	3	-1	-1	3	-1	1804	-1	15	22	1
1804	天尊法身-青云-4级	71	-1	3	-1	-1	3	-1	1805	-1	15	22	1
1805	天尊法身-青云-5级	77	-1	3	-1	-1	3	-1	1806	-1	15	22	1
1806	天尊法身-青云-6级	83	-1	3	-1	-1	3	-1	1807	-1	15	22	1
1807	天尊法身-青云-7级	89	-1	3	-1	-1	3	-1	1808	-1	15	22	1
1808	天尊法身-青云-8级	95	-1	3	-1	-1	3	-1	1809	-1	15	22	1
1809	天尊法身-青云-9级	101	-1	3	-1	-1	3	-1	1810	-1	15	22	1
1810	天尊法身-青云-10级	107	-1	3	-1	-1	3	-1	1811	-1	15	22	1
1811	天尊法身-青云-11级	113	-1	3	-1	-1	3	-1	1812	-1	15	22	1
1812	天尊法身-青云-12级	119	-1	3	-1	-1	3	-1	1813	-1	15	22	1
1813	天尊法身-青云-13级	125	-1	3	-1	-1	3	-1	1814	-1	15	22	1
1814	天尊法身-青云-14级	131	-1	3	-1	-1	3	-1	1815	-1	15	22	1
1815	天尊法身-青云-15级	137	-1	3	-1	-1	3	-1	1816	-1	15	22	1
1816	天尊法身-青云-16级	181	-1	3	-1	-1	3	-1	1817	-1	15	22	1
1817	天尊法身-青云-17级	189	-1	3	-1	-1	3	-1	1818	-1	15	22	1
1818	天尊法身-青云-18级	197	-1	3	-1	-1	3	-1	1819	-1	15	22	1
1819	天尊法身-青云-19级	206	-1	3	-1	-1	3	-1	1820	-1	15	22	1
1820	天尊法身-青云-20级	215	-1	3	-1	-1	3	-1	1821	-1	15	22	1
1821	天尊法身-青云-21级	224	-1	3	-1	-1	3	-1	1822	-1	15	22	1
1822	天尊法身-青云-22级	233	-1	3	-1	-1	3	-1	-1	-1	15	22	0
1900	七劫斩龙诀-青云-0级	0	-1	3	-1	-1	6	-1	1901	1	9	22	0
1901	七劫斩龙诀-青云-1级	60	-1	3	-1	-1	6	-1	1902	1	9	22	0
1902	七劫斩龙诀-青云-2级	65	-1	3	-1	-1	6	-1	1903	1	9	22	0
1903	七劫斩龙诀-青云-3级	72	-1	3	-1	-1	6	-1	1904	1	9	22	0
1904	七劫斩龙诀-青云-4级	80	-1	3	-1	-1	6	-1	1905	1	9	22	0
1905	七劫斩龙诀-青云-5级	90	-1	3	-1	-1	6	-1	1906	1	9	22	0
1906	七劫斩龙诀-青云-6级	102	-1	3	-1	-1	6	-1	1907	1	9	22	0
1907	七劫斩龙诀-青云-7级	115	-1	3	-1	-1	6	-1	1908	1	9	22	0
1908	七劫斩龙诀-青云-8级	130	-1	3	-1	-1	6	-1	1909	1	9	22	0
1909	七劫斩龙诀-青云-9级	150	-1	3	-1	-1	6	-1	1910	1	9	22	0
1910	七劫斩龙诀-青云-10级	171	-1	3	-1	-1	6	-1	1911	1	9	22	0
1911	七劫斩龙诀-青云-11级	174	-1	3	-1	-1	6	-1	1912	1	9	22	0
1912	七劫斩龙诀-青云-12级	178	-1	3	-1	-1	6	-1	1913	1	9	22	0
1913	七劫斩龙诀-青云-13级	182	-1	3	-1	-1	6	-1	1914	1	9	22	0
1914	七劫斩龙诀-青云-14级	186	-1	3	-1	-1	6	-1	1915	1	9	22	0
1915	七劫斩龙诀-青云-15级	191	-1	3	-1	-1	6	-1	1916	1	9	22	0
1916	七劫斩龙诀-青云-16级	196	-1	3	-1	-1	6	-1	1917	1	9	22	0
1917	七劫斩龙诀-青云-17级	203	-1	3	-1	-1	6	-1	1918	1	9	22	0
1918	七劫斩龙诀-青云-18级	210	-1	3	-1	-1	6	-1	1919	1	9	22	0
1919	七劫斩龙诀-青云-19级	219	-1	3	-1	-1	6	-1	1920	1	9	22	0
1920	七劫斩龙诀-青云-20级	229	-1	3	-1	-1	6	-1	1921	1	9	22	0
1921	七劫斩龙诀-青云-21级	240	-1	3	-1	-1	6	-1	1922	1	9	22	0
1922	七劫斩龙诀-青云-22级	251	-1	3	-1	-1	6	-1	-1	1	9	22	0
1923	七劫斩龙诀-青云-23级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1924	七劫斩龙诀-青云-24级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1925	七劫斩龙诀-青云-25级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1926	七劫斩龙诀-青云-26级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1927	七劫斩龙诀-青云-27级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1928	七劫斩龙诀-青云-28级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1929	七劫斩龙诀-青云-29级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
1930	七劫斩龙诀-青云-30级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2000	绝圣弃智-青云-0级	0	-1	3	-1	-1	6	-1	2001	1	9	22	0
2001	绝圣弃智-青云-1级	60	-1	3	-1	-1	6	-1	2002	1	9	22	0
2002	绝圣弃智-青云-2级	65	-1	3	-1	-1	6	-1	2003	1	9	22	0
2003	绝圣弃智-青云-3级	72	-1	3	-1	-1	6	-1	2004	1	9	22	0
2004	绝圣弃智-青云-4级	80	-1	3	-1	-1	6	-1	2005	1	9	22	0
2005	绝圣弃智-青云-5级	90	-1	3	-1	-1	6	-1	2006	1	9	22	0
2006	绝圣弃智-青云-6级	102	-1	3	-1	-1	6	-1	2007	1	9	22	0
2007	绝圣弃智-青云-7级	115	-1	3	-1	-1	6	-1	2008	1	9	22	0
2008	绝圣弃智-青云-8级	130	-1	3	-1	-1	6	-1	2009	1	9	22	0
2009	绝圣弃智-青云-9级	150	-1	3	-1	-1	6	-1	2010	1	9	22	0
2010	绝圣弃智-青云-10级	171	-1	3	-1	-1	6	-1	2011	1	9	22	0
2011	绝圣弃智-青云-11级	174	-1	3	-1	-1	6	-1	2012	1	9	22	0
2012	绝圣弃智-青云-12级	178	-1	3	-1	-1	6	-1	2013	1	9	22	0
2013	绝圣弃智-青云-13级	182	-1	3	-1	-1	6	-1	2014	1	9	22	0
2014	绝圣弃智-青云-14级	186	-1	3	-1	-1	6	-1	2015	1	9	22	0
2015	绝圣弃智-青云-15级	191	-1	3	-1	-1	6	-1	2016	1	9	22	0
2016	绝圣弃智-青云-16级	196	-1	3	-1	-1	6	-1	2017	1	9	22	0
2017	绝圣弃智-青云-17级	203	-1	3	-1	-1	6	-1	2018	1	9	22	0
2018	绝圣弃智-青云-18级	210	-1	3	-1	-1	6	-1	2019	1	9	22	0
2019	绝圣弃智-青云-19级	219	-1	3	-1	-1	6	-1	2020	1	9	22	0
2020	绝圣弃智-青云-20级	229	-1	3	-1	-1	6	-1	2021	1	9	22	0
2021	绝圣弃智-青云-21级	240	-1	3	-1	-1	6	-1	2022	1	9	22	0
2022	绝圣弃智-青云-22级	251	-1	3	-1	-1	6	-1	-1	1	9	22	0
2023	绝圣弃智-青云-23级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2024	绝圣弃智-青云-24级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2025	绝圣弃智-青云-25级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2026	绝圣弃智-青云-26级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2027	绝圣弃智-青云-27级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2028	绝圣弃智-青云-28级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2029	绝圣弃智-青云-29级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2030	绝圣弃智-青云-30级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2100	神剑御雷真诀-青云-0级	0	-1	3	-1	-1	6	-1	2101	1	9	22	1
2101	神剑御雷真诀-青云-1级	60	-1	3	-1	-1	6	-1	2102	1	9	22	1
2102	神剑御雷真诀-青云-2级	65	-1	3	-1	-1	6	-1	2103	1	9	22	1
2103	神剑御雷真诀-青云-3级	72	-1	3	-1	-1	6	-1	2104	1	9	22	1
2104	神剑御雷真诀-青云-4级	80	-1	3	-1	-1	6	-1	2105	1	9	22	1
2105	神剑御雷真诀-青云-5级	90	-1	3	-1	-1	6	-1	2106	1	9	22	1
2106	神剑御雷真诀-青云-6级	102	-1	3	-1	-1	6	-1	2107	1	9	22	1
2107	神剑御雷真诀-青云-7级	115	-1	3	-1	-1	6	-1	2108	1	9	22	1
2108	神剑御雷真诀-青云-8级	130	-1	3	-1	-1	6	-1	2109	1	9	22	1
2109	神剑御雷真诀-青云-9级	150	-1	3	-1	-1	6	-1	2110	1	9	22	1
2110	神剑御雷真诀-青云-10级	171	-1	3	-1	-1	6	-1	2111	1	9	22	1
2111	神剑御雷真诀-青云-11级	174	-1	3	-1	-1	6	-1	2112	1	9	22	1
2112	神剑御雷真诀-青云-12级	178	-1	3	-1	-1	6	-1	2113	1	9	22	1
2113	神剑御雷真诀-青云-13级	182	-1	3	-1	-1	6	-1	2114	1	9	22	1
2114	神剑御雷真诀-青云-14级	186	-1	3	-1	-1	6	-1	2115	1	9	22	1
2115	神剑御雷真诀-青云-15级	191	-1	3	-1	-1	6	-1	2116	1	9	22	1
2116	神剑御雷真诀-青云-16级	196	-1	3	-1	-1	6	-1	2117	1	9	22	1
2117	神剑御雷真诀-青云-17级	203	-1	3	-1	-1	6	-1	2118	1	9	22	1
2118	神剑御雷真诀-青云-18级	210	-1	3	-1	-1	6	-1	2119	1	9	22	1
2119	神剑御雷真诀-青云-19级	219	-1	3	-1	-1	6	-1	2120	1	9	22	1
2120	神剑御雷真诀-青云-20级	229	-1	3	-1	-1	6	-1	2121	1	9	22	1
2121	神剑御雷真诀-青云-21级	240	-1	3	-1	-1	6	-1	2122	1	9	22	1
2122	神剑御雷真诀-青云-22级	251	-1	3	-1	-1	6	-1	-1	1	9	22	0
2123	神剑御雷真诀-青云-23级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2124	神剑御雷真诀-青云-24级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2125	神剑御雷真诀-青云-25级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2126	神剑御雷真诀-青云-26级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2127	神剑御雷真诀-青云-27级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2128	神剑御雷真诀-青云-28级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2129	神剑御雷真诀-青云-29级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
2130	神剑御雷真诀-青云-30级	999	-1	3	-1	-1	6	-1	-1	1	9	22	0
10200	普攻-天音-0级	0	-1	1	0	-1	-1	-1	10201	-1	15	22	1
10201	普攻-天音-1级	1	-1	1	0	-1	-1	-1	10202	-1	15	22	1
10202	普攻-天音-2级	5	-1	1	0	-1	-1	-1	10203	-1	15	22	1
10203	普攻-天音-3级	8	-1	1	0	-1	-1	-1	10204	-1	15	22	1
10204	普攻-天音-4级	16	-1	1	0	-1	-1	-1	10205	-1	15	22	1
10205	普攻-天音-5级	19	-1	1	0	-1	-1	-1	10206	-1	15	22	1
10206	普攻-天音-6级	25	-1	1	0	-1	-1	-1	10207	-1	15	22	1
10207	普攻-天音-7级	31	-1	1	0	-1	-1	-1	10208	-1	15	22	1
10208	普攻-天音-8级	38	-1	1	0	-1	-1	-1	10209	-1	15	22	1
10209	普攻-天音-9级	43	-1	1	0	-1	-1	-1	10210	-1	15	22	1
10210	普攻-天音-10级	49	-1	1	0	-1	-1	-1	10211	-1	15	22	1
10211	普攻-天音-11级	55	-1	1	0	-1	-1	-1	10212	-1	15	22	1
10212	普攻-天音-12级	61	-1	1	0	-1	-1	-1	10213	-1	15	22	1
10213	普攻-天音-13级	67	-1	1	0	-1	-1	-1	10214	-1	15	22	1
10214	普攻-天音-14级	73	-1	1	0	-1	-1	-1	10215	-1	15	22	1
10215	普攻-天音-15级	79	-1	1	0	-1	-1	-1	10216	-1	15	22	1
10216	普攻-天音-16级	151	-1	1	0	-1	-1	-1	10217	-1	15	22	1
10217	普攻-天音-17级	159	-1	1	0	-1	-1	-1	10218	-1	15	22	1
10218	普攻-天音-18级	167	-1	1	0	-1	-1	-1	10219	-1	15	22	0
10219	普攻-天音-19级	176	-1	1	0	-1	-1	-1	10220	-1	15	22	0
10220	普攻-天音-20级	185	-1	1	0	-1	-1	-1	10221	-1	15	22	0
10221	普攻-天音-21级	194	-1	1	0	-1	-1	-1	10222	-1	15	22	0
10222	普攻-天音-22级	203	-1	1	0	-1	-1	-1	-1	-1	15	22	0
10300	六道轮回-天音-0级	0	-1	1	0	-1	-1	-1	10301	-1	13	22	1
10301	六道轮回-天音-1级	2	-1	1	0	-1	-1	-1	10302	-1	13	22	1
10302	六道轮回-天音-2级	6	-1	1	0	-1	-1	-1	10303	-1	13	22	1
10303	六道轮回-天音-3级	11	-1	1	0	-1	-1	-1	10304	-1	13	22	1
10304	六道轮回-天音-4级	17	-1	1	0	-1	-1	-1	10305	-1	13	22	1
10305	六道轮回-天音-5级	23	-1	1	0	-1	-1	-1	10306	-1	13	22	1
10306	六道轮回-天音-6级	30	-1	1	0	-1	-1	-1	10307	-1	13	22	1
10307	六道轮回-天音-7级	37	-1	1	0	-1	-1	-1	10308	-1	13	22	1
10308	六道轮回-天音-8级	44	-1	1	0	-1	-1	-1	10309	-1	13	22	0
10309	六道轮回-天音-9级	51	-1	1	0	-1	-1	-1	10310	-1	13	22	0
10310	六道轮回-天音-10级	58	-1	1	0	-1	-1	-1	10311	-1	13	22	0
10311	六道轮回-天音-11级	65	-1	1	0	-1	-1	-1	10312	-1	13	22	0
10312	六道轮回-天音-12级	72	-1	1	0	-1	-1	-1	10313	-1	13	22	0
10313	六道轮回-天音-13级	79	-1	1	0	-1	-1	-1	10314	-1	13	22	0
10314	六道轮回-天音-14级	152	-1	1	0	-1	-1	-1	10315	-1	13	22	0
10315	六道轮回-天音-15级	160	-1	1	0	-1	-1	-1	10316	-1	13	22	0
10316	六道轮回-天音-16级	168	-1	1	0	-1	-1	-1	10317	-1	13	22	0
10317	六道轮回-天音-17级	177	-1	1	0	-1	-1	-1	10318	-1	13	22	0
10318	六道轮回-天音-18级	186	-1	1	0	-1	-1	-1	10319	-1	13	22	0
10319	六道轮回-天音-19级	195	-1	1	0	-1	-1	-1	10320	-1	13	22	0
10320	六道轮回-天音-20级	204	-1	1	0	-1	-1	-1	10321	-1	13	22	0
10321	六道轮回-天音-21级	213	-1	1	0	-1	-1	-1	10322	-1	13	22	0
10322	六道轮回-天音-22级	222	-1	1	0	-1	-1	-1	-1	-1	13	22	0
10400	地藏经-天音-0级	0	-1	1	1	-1	-1	-1	10401	-1	17	22	1
10401	地藏经-天音-1级	3	-1	1	1	-1	-1	-1	10402	-1	17	22	1
10402	地藏经-天音-2级	7	-1	1	1	-1	-1	-1	10403	-1	17	22	1
10403	地藏经-天音-3级	12	-1	1	1	-1	-1	-1	10404	-1	17	22	1
10404	地藏经-天音-4级	18	-1	1	1	-1	-1	-1	10405	-1	17	22	1
10405	地藏经-天音-5级	24	-1	1	1	-1	-1	-1	10406	-1	17	22	1
10406	地藏经-天音-6级	30	-1	1	1	-1	-1	-1	10407	-1	17	22	1
10407	地藏经-天音-7级	36	-1	1	1	-1	-1	-1	10408	-1	17	22	1
10408	地藏经-天音-8级	42	-1	1	1	-1	-1	-1	10409	-1	17	22	1
10409	地藏经-天音-9级	48	-1	1	1	-1	-1	-1	10410	-1	17	22	1
10410	地藏经-天音-10级	54	-1	1	1	-1	-1	-1	10411	-1	17	22	1
10411	地藏经-天音-11级	60	-1	1	1	-1	-1	-1	10412	-1	17	22	1
10412	地藏经-天音-12级	66	-1	1	1	-1	-1	-1	10413	-1	17	22	0
10413	地藏经-天音-13级	72	-1	1	1	-1	-1	-1	10414	-1	17	22	0
10414	地藏经-天音-14级	78	-1	1	1	-1	-1	-1	10415	-1	17	22	0
10415	地藏经-天音-15级	84	-1	1	1	-1	-1	-1	10416	-1	17	22	0
10416	地藏经-天音-16级	90	-1	1	1	-1	-1	-1	10417	-1	17	22	0
10417	地藏经-天音-17级	96	-1	1	1	-1	-1	-1	10418	-1	17	22	0
10418	地藏经-天音-18级	153	-1	1	1	-1	-1	-1	10419	-1	17	22	0
10419	地藏经-天音-19级	161	-1	1	1	-1	-1	-1	10420	-1	17	22	0
10420	地藏经-天音-20级	169	-1	1	1	-1	-1	-1	10421	-1	17	22	0
10421	地藏经-天音-21级	178	-1	1	1	-1	-1	-1	10422	-1	17	22	0
10422	地藏经-天音-22级	187	-1	1	1	-1	-1	-1	-1	-1	17	22	0
11300	诵经-天音-0级	0	-1	1	0	-1	-1	-1	11301	-1	9	22	1
11301	诵经-天音-1级	4	-1	1	0	-1	-1	-1	11302	-1	9	22	1
11302	诵经-天音-2级	9	-1	1	0	-1	-1	-1	11303	-1	9	22	1
11303	诵经-天音-3级	14	-1	1	0	-1	-1	-1	11304	-1	9	22	1
11304	诵经-天音-4级	20	-1	1	0	-1	-1	-1	11305	-1	9	22	1
11305	诵经-天音-5级	26	-1	1	0	-1	-1	-1	11306	-1	9	22	1
11306	诵经-天音-6级	33	-1	1	0	-1	-1	-1	11307	-1	9	22	1
11307	诵经-天音-7级	41	-1	1	0	-1	-1	-1	11308	-1	9	22	1
11308	诵经-天音-8级	50	-1	1	0	-1	-1	-1	11309	-1	9	22	1
11309	诵经-天音-9级	60	-1	1	0	-1	-1	-1	11310	-1	9	22	1
11310	诵经-天音-10级	155	-1	1	0	-1	-1	-1	11311	-1	9	22	1
11311	诵经-天音-11级	161	-1	1	0	-1	-1	-1	11312	-1	9	22	1
11312	诵经-天音-12级	167	-1	1	0	-1	-1	-1	11313	-1	9	22	1
11313	诵经-天音-13级	173	-1	1	0	-1	-1	-1	11314	-1	9	22	1
11314	诵经-天音-14级	179	-1	1	0	-1	-1	-1	11315	-1	9	22	1
11315	诵经-天音-15级	185	-1	1	0	-1	-1	-1	11316	-1	9	22	1
11316	诵经-天音-16级	191	-1	1	0	-1	-1	-1	11317	-1	9	22	1
11317	诵经-天音-17级	197	-1	1	0	-1	-1	-1	11318	-1	9	22	1
11318	诵经-天音-18级	203	-1	1	0	-1	-1	-1	11319	-1	9	22	1
11319	诵经-天音-19级	209	-1	1	0	-1	-1	-1	11320	-1	9	22	1
11320	诵经-天音-20级	215	-1	1	0	-1	-1	-1	11321	-1	9	22	1
11321	诵经-天音-21级	221	-1	1	0	-1	-1	-1	11322	-1	9	22	1
11322	诵经-天音-22级	227	-1	1	0	-1	-1	-1	-1	-1	9	22	0
10600	菩提树-天音-0级	0	-1	1	8	-1	-1	-1	10601	-1	16	22	1
10601	菩提树-天音-1级	10	-1	1	8	-1	-1	-1	10602	-1	16	22	1
10602	菩提树-天音-2级	15	-1	1	8	-1	-1	-1	10603	-1	16	22	1
10603	菩提树-天音-3级	21	-1	1	8	-1	-1	-1	10604	-1	16	22	1
10604	菩提树-天音-4级	27	-1	1	8	-1	-1	-1	10605	-1	16	22	1
10605	菩提树-天音-5级	32	-1	1	8	-1	-1	-1	10606	-1	16	22	1
10606	菩提树-天音-6级	39	-1	1	8	-1	-1	-1	10607	-1	16	22	1
10607	菩提树-天音-7级	45	-1	1	8	-1	-1	-1	10608	-1	16	22	1
10608	菩提树-天音-8级	51	-1	1	8	-1	-1	-1	10609	-1	16	22	0
10609	菩提树-天音-9级	57	-1	1	8	-1	-1	-1	10610	-1	16	22	0
10610	菩提树-天音-10级	63	-1	1	8	-1	-1	-1	10611	-1	16	22	0
10611	菩提树-天音-11级	69	-1	1	8	-1	-1	-1	10612	-1	16	22	0
10612	菩提树-天音-12级	75	-1	1	8	-1	-1	-1	10613	-1	16	22	0
10613	菩提树-天音-13级	81	-1	1	8	-1	-1	-1	10614	-1	16	22	0
10614	菩提树-天音-14级	87	-1	1	8	-1	-1	-1	10615	-1	16	22	0
10615	菩提树-天音-15级	93	-1	1	8	-1	-1	-1	10616	-1	16	22	0
10616	菩提树-天音-16级	99	-1	1	8	-1	-1	-1	10617	-1	16	22	0
10617	菩提树-天音-17级	157	-1	1	8	-1	-1	-1	10618	-1	16	22	0
10618	菩提树-天音-18级	165	-1	1	8	-1	-1	-1	10619	-1	16	22	0
10619	菩提树-天音-19级	173	-1	1	8	-1	-1	-1	10620	-1	16	22	0
10620	菩提树-天音-20级	182	-1	1	8	-1	-1	-1	10621	-1	16	22	0
10621	菩提树-天音-21级	191	-1	1	8	-1	-1	-1	10622	-1	16	22	0
10622	菩提树-天音-22级	200	-1	1	8	-1	-1	-1	-1	-1	16	22	0
10700	天舞宝轮-天音-0级	0	-1	2	0	0	-1	-1	10701	-1	14	22	1
10701	天舞宝轮-天音-1级	13	-1	2	0	0	-1	-1	10702	-1	14	22	1
10702	天舞宝轮-天音-2级	22	-1	2	14	0	-1	-1	10703	-1	14	22	1
10703	天舞宝轮-天音-3级	28	-1	2	14	0	-1	-1	10704	-1	14	22	1
10704	天舞宝轮-天音-4级	34	-1	2	14	0	-1	-1	10705	-1	14	22	1
10705	天舞宝轮-天音-5级	40	-1	2	14	0	-1	-1	10706	-1	14	22	1
10706	天舞宝轮-天音-6级	46	-1	2	14	0	-1	-1	10707	-1	14	22	1
10707	天舞宝轮-天音-7级	52	-1	2	14	0	-1	-1	10708	-1	14	22	1
10708	天舞宝轮-天音-8级	58	-1	2	14	0	-1	-1	10709	-1	14	22	1
10709	天舞宝轮-天音-9级	65	-1	2	14	0	-1	-1	10710	-1	14	22	1
