Id	Desc	LimitID	BonusID	MisType	LogicType	LogicID	ScriptID	NextMisID0	NextMisID1	NextMisID2	NextMisID3	NextMisID4	ChapterID	IsClientMis	IsCanAskHelp
1003	主线-十年情思	1003	1003	1	3	314	1036	1004	-1	-1	-1	-1	64	0	0
1004	主线-凡世傻瓜	1004	1004	1	3	315	1036	1005	-1	-1	-1	-1	64	0	0
1005	主线-清除苔藓	1005	1005	1	9	89	-1	1006	-1	-1	-1	-1	65	0	0
1006	主线-山野清泉	1006	1006	1	3	316	-1	1007	-1	-1	-1	-1	65	0	0
1007	主线-入七里峒	1007	1007	1	5	137	-1	1008	-1	-1	-1	-1	65	0	0
1008	主线-造桥材料	1008	1008	1	9	90	-1	1009	-1	-1	-1	-1	65	0	0
1009	主线-制造木桥	1009	1009	1	3	317	1036	1010	-1	-1	-1	-1	65	0	0
1010	主线-击杀猪妖	1010	1010	1	6	31	-1	1011	-1	-1	-1	-1	65	0	0
1011	主线-上等好货	1011	1011	1	4	19	-1	1012	-1	-1	-1	-1	65	0	0
1012	主线-巫师祭坛	1012	1012	1	1	221	-1	1013	-1	-1	-1	-1	65	0	0
1013	主线-剑拔弩张	1013	1013	1	3	413	1036	1014	-1	-1	-1	-1	65	0	0
1014	主线-色心不改	1014	1014	1	2	63	-1	1015	-1	-1	-1	-1	65	0	0
1015	主线-扔到水里	1015	1015	1	-1	-1	1019	1016	-1	-1	-1	-1	65	0	0
1016	主线-苗人族长	1016	1016	1	3	318	1036	1017	-1	-1	-1	-1	65	0	0
1017	主线-听候安排	1017	1017	1	3	319	1036	1018	-1	-1	-1	-1	66	0	0
1018	主线-无酒不欢	1018	1018	1	3	320	-1	1019	-1	-1	-1	-1	66	0	0
1019	主线-解酒奇花	1019	1019	1	9	91	-1	1020	-1	-1	-1	-1	66	0	0
1020	主线-酒量惊人	1020	1020	1	3	321	1036	1021	-1	-1	-1	-1	66	0	0
1021	主线-怎能无酒	1021	1021	1	9	92	-1	1022	-1	-1	-1	-1	66	0	0
1022	主线-横七竖八	1022	1022	1	-1	-1	-1	1023	-1	-1	-1	-1	66	0	0
1023	主线-小白心思	1023	1023	1	1	222	-1	1024	-1	-1	-1	-1	66	0	0
1024	主线-带回小灰	1024	1024	1	3	322	1036	1025	-1	-1	-1	-1	66	0	0
1025	主线-馋嘴猴子	1025	1025	1	9	93	-1	1026	-1	-1	-1	-1	66	0	0
1026	主线-族长来了	1026	1026	1	3	323	1036	1027	-1	-1	-1	-1	66	0	0
1027	主线-面见巫师	1027	1027	1	5	139	-1	1028	-1	-1	-1	-1	66	0	0
1028	主线-暂且住下	1028	1028	1	3	324	1036	1029	-1	-1	-1	-1	66	0	0
1029	主线-苗人小屋	1029	1029	1	5	140	-1	1030	-1	-1	-1	-1	66	0	0
1030	主线-犬神警告	1030	1030	1	2	64	-1	1031	-1	-1	-1	-1	67	0	0
1031	主线-风云变幻	1031	1031	1	5	141	-1	1032	-1	-1	-1	-1	67	0	0
1032	主线-帮大巫师	1032	1032	1	-1	-1	-1	1033	-1	-1	-1	-1	67	0	0
1033	主线-争夺黑杖	1033	1033	1	9	95	-1	1034	-1	-1	-1	-1	67	0	0
1034	主线-回告鬼厉	1034	1034	1	3	325	1036	1035	-1	-1	-1	-1	67	0	0
1035	主线-大杀四方	1035	1035	1	2	65	-1	1036	-1	-1	-1	-1	67	0	0
1036	主线-嗜血魔王	1036	1036	1	1	225	-1	1037	-1	-1	-1	-1	67	0	0
1037	主线-追回黑杖	1037	1037	1	9	94	-1	1038	-1	-1	-1	-1	67	0	0
1038	主线-神剑御雷	1038	1038	1	3	327	1036	1039	-1	-1	-1	-1	67	0	0
1039	主线-情之所牵	1039	1039	1	-1	-1	1016	1247	-1	-1	-1	-1	67	0	0
1040	主线-达摩武学	1040	1040	1	3	328	1036	123	-1	-1	-1	-1	11	0	0
1041	主线-暴露行踪	1041	1041	1	9	109	-1	242	-1	-1	-1	-1	23	0	0
1042	主线-暴露行踪	1042	1042	1	9	110	-1	310	-1	-1	-1	-1	29	0	0
1043	主线-暴露行踪	1043	1043	1	9	111	-1	181	-1	-1	-1	-1	17	0	0
1044	主线-延请大能	1044	1044	1	-1	-1	-1	1045	-1	-1	-1	-1	4	0	0
1045	主线-狐妖之祸	1045	1045	1	3	329	1036	1046	-1	-1	-1	-1	4	0	0
1046	主线-回禀城主	1046	1046	1	3	330	1036	1047	-1	-1	-1	-1	4	0	0
1047	主线-难以开口	1047	1047	1	1	223	-1	925	-1	-1	-1	-1	4	0	0
1048	场景环-为民除害	1048	1048	4	2	66	-1	-1	-1	-1	-1	-1	-1	0	0
1049	场景环-为民除害	1049	1049	4	2	67	-1	-1	-1	-1	-1	-1	-1	0	0
1050	场景环-为民除害	1050	1050	4	2	68	-1	-1	-1	-1	-1	-1	-1	0	0
1051	场景环-为民除害	1051	1051	4	2	69	-1	-1	-1	-1	-1	-1	-1	0	0
1052	场景环-寻人送信	1052	1052	4	3	332	1036	-1	-1	-1	-1	-1	-1	0	0
1053	场景环-寻人送信	1053	1053	4	3	333	1036	-1	-1	-1	-1	-1	-1	0	0
1054	场景环-寻人送信	1054	1054	4	3	334	1036	-1	-1	-1	-1	-1	-1	0	0
1055	场景环-寻人送信	1055	1055	4	3	335	1036	-1	-1	-1	-1	-1	-1	0	0
1056	场景环-寻人送信	1056	1056	4	3	336	1036	-1	-1	-1	-1	-1	-1	0	0
1057	场景环-寻人送信	1057	1057	4	3	337	1036	-1	-1	-1	-1	-1	-1	0	0
1058	场景环-采集物品	1058	1058	4	4	9	-1	-1	-1	-1	-1	-1	-1	0	0
1059	场景环-采集物品	1059	1059	4	4	10	-1	-1	-1	-1	-1	-1	-1	0	0
1060	场景环-为民除害	1060	1060	4	2	70	-1	-1	-1	-1	-1	-1	-1	0	0
1061	场景环-为民除害	1061	1061	4	2	71	-1	-1	-1	-1	-1	-1	-1	0	0
1062	场景环-为民除害	1062	1062	4	2	72	-1	-1	-1	-1	-1	-1	-1	0	0
1063	场景环-为民除害	1063	1063	4	2	73	-1	-1	-1	-1	-1	-1	-1	0	0
1064	场景环-寻人送信	1064	1064	4	3	338	1036	-1	-1	-1	-1	-1	-1	0	0
1065	场景环-寻人送信	1065	1065	4	3	339	1036	-1	-1	-1	-1	-1	-1	0	0
1066	场景环-寻人送信	1066	1066	4	3	340	1036	-1	-1	-1	-1	-1	-1	0	0
1067	场景环-寻人送信	1067	1067	4	3	341	1036	-1	-1	-1	-1	-1	-1	0	0
1068	场景环-寻人送信	1068	1068	4	3	342	1036	-1	-1	-1	-1	-1	-1	0	0
1069	场景环-寻人送信	1069	1069	4	3	343	1036	-1	-1	-1	-1	-1	-1	0	0
1070	场景环-采集物品	1070	1070	4	4	11	-1	-1	-1	-1	-1	-1	-1	0	0
1071	场景环-收集物品	1071	1071	4	4	12	-1	-1	-1	-1	-1	-1	-1	0	0
1072	场景环-为民除害	1072	1072	4	2	74	-1	-1	-1	-1	-1	-1	-1	0	0
1073	场景环-为民除害	1073	1073	4	2	75	-1	-1	-1	-1	-1	-1	-1	0	0
1074	场景环-为民除害	1074	1074	4	2	76	-1	-1	-1	-1	-1	-1	-1	0	0
1075	场景环-为民除害	1075	1075	4	2	77	-1	-1	-1	-1	-1	-1	-1	0	0
1076	场景环-寻人送信	1076	1076	4	3	344	1036	-1	-1	-1	-1	-1	-1	0	0
1077	场景环-寻人送信	1077	1077	4	3	345	1036	-1	-1	-1	-1	-1	-1	0	0
1078	场景环-寻人送信	1078	1078	4	3	346	1036	-1	-1	-1	-1	-1	-1	0	0
1079	场景环-寻人送信	1079	1079	4	3	347	1036	-1	-1	-1	-1	-1	-1	0	0
1080	场景环-寻人送信	1080	1080	4	3	348	1036	-1	-1	-1	-1	-1	-1	0	0
1081	场景环-寻人送信	1081	1081	4	3	349	1036	-1	-1	-1	-1	-1	-1	0	0
1082	场景环-采集物品	1082	1082	4	4	13	-1	-1	-1	-1	-1	-1	-1	0	0
1083	场景环-收集物品	1083	1083	4	4	14	-1	-1	-1	-1	-1	-1	-1	0	0
1084	场景环-为民除害	1084	1084	4	2	78	-1	-1	-1	-1	-1	-1	-1	0	0
1085	场景环-为民除害	1085	1085	4	2	79	-1	-1	-1	-1	-1	-1	-1	0	0
1086	场景环-为民除害	1086	1086	4	2	80	-1	-1	-1	-1	-1	-1	-1	0	0
1087	场景环-为民除害	1087	1087	4	2	81	-1	-1	-1	-1	-1	-1	-1	0	0
1088	场景环-寻人送信	1088	1088	4	3	350	1036	-1	-1	-1	-1	-1	-1	0	0
1089	场景环-寻人送信	1089	1089	4	3	351	1036	-1	-1	-1	-1	-1	-1	0	0
1090	场景环-寻人送信	1090	1090	4	3	352	1036	-1	-1	-1	-1	-1	-1	0	0
1091	场景环-寻人送信	1091	1091	4	3	353	1036	-1	-1	-1	-1	-1	-1	0	0
1092	场景环-寻人送信	1092	1092	4	3	354	1036	-1	-1	-1	-1	-1	-1	0	0
1093	场景环-寻人送信	1093	1093	4	3	355	1036	-1	-1	-1	-1	-1	-1	0	0
1094	场景环-采集物品	1094	1094	4	4	15	-1	-1	-1	-1	-1	-1	-1	0	0
1095	场景环-采集物品	1095	1095	4	4	16	-1	-1	-1	-1	-1	-1	-1	0	0
1096	场景环-为民除害	1096	1096	4	2	82	-1	-1	-1	-1	-1	-1	-1	0	0
1097	场景环-为民除害	1097	1097	4	2	83	-1	-1	-1	-1	-1	-1	-1	0	0
1098	场景环-为民除害	1098	1098	4	2	84	-1	-1	-1	-1	-1	-1	-1	0	0
1099	场景环-为民除害	1099	1099	4	2	85	-1	-1	-1	-1	-1	-1	-1	0	0
1100	场景环-寻人送信	1100	1100	4	3	356	1036	-1	-1	-1	-1	-1	-1	0	0
1101	场景环-寻人送信	1101	1101	4	3	357	1036	-1	-1	-1	-1	-1	-1	0	0
1102	场景环-寻人送信	1102	1102	4	3	358	1036	-1	-1	-1	-1	-1	-1	0	0
1103	场景环-寻人送信	1103	1103	4	3	359	1036	-1	-1	-1	-1	-1	-1	0	0
1104	场景环-寻人送信	1104	1104	4	3	360	1036	-1	-1	-1	-1	-1	-1	0	0
1105	场景环-寻人送信	1105	1105	4	3	361	1036	-1	-1	-1	-1	-1	-1	0	0
1106	场景环-收集物品	1106	1106	4	4	17	-1	-1	-1	-1	-1	-1	-1	0	0
1107	场景环-收集物品	1107	1107	4	6	32	-1	-1	-1	-1	-1	-1	-1	0	0
1108	场景环-为民除害	1108	1108	4	2	86	-1	-1	-1	-1	-1	-1	-1	0	0
1109	场景环-为民除害	1109	1109	4	2	87	-1	-1	-1	-1	-1	-1	-1	0	0
1110	场景环-为民除害	1110	1110	4	2	88	-1	-1	-1	-1	-1	-1	-1	0	0
1111	场景环-为民除害	1111	1111	4	2	89	-1	-1	-1	-1	-1	-1	-1	0	0
1112	场景环-寻人送信	1112	1112	4	3	362	1036	-1	-1	-1	-1	-1	-1	0	0
1113	场景环-寻人送信	1113	1113	4	3	363	1036	-1	-1	-1	-1	-1	-1	0	0
1114	场景环-寻人送信	1114	1114	4	3	364	1036	-1	-1	-1	-1	-1	-1	0	0
1115	场景环-寻人送信	1115	1115	4	3	365	1036	-1	-1	-1	-1	-1	-1	0	0
1116	场景环-寻人送信	1116	1116	4	3	366	1036	-1	-1	-1	-1	-1	-1	0	0
1117	场景环-寻人送信	1117	1117	4	3	367	1036	-1	-1	-1	-1	-1	-1	0	0
1118	场景环-收集物品	1118	1118	4	6	33	-1	-1	-1	-1	-1	-1	-1	0	0
1119	场景环-采集物品	1119	1119	4	6	34	-1	-1	-1	-1	-1	-1	-1	0	0
1120	场景环-为民除害	1120	1120	4	2	90	-1	-1	-1	-1	-1	-1	-1	0	0
1121	场景环-为民除害	1121	1121	4	2	91	-1	-1	-1	-1	-1	-1	-1	0	0
1122	场景环-为民除害	1122	1122	4	2	92	-1	-1	-1	-1	-1	-1	-1	0	0
1123	场景环-为民除害	1123	1123	4	2	93	-1	-1	-1	-1	-1	-1	-1	0	0
1124	场景环-寻人送信	1124	1124	4	3	368	1036	-1	-1	-1	-1	-1	-1	0	0
1125	场景环-寻人送信	1125	1125	4	3	369	1036	-1	-1	-1	-1	-1	-1	0	0
1126	场景环-寻人送信	1126	1126	4	3	370	1036	-1	-1	-1	-1	-1	-1	0	0
1127	场景环-寻人送信	1127	1127	4	3	371	1036	-1	-1	-1	-1	-1	-1	0	0
1128	场景环-寻人送信	1128	1128	4	3	372	1036	-1	-1	-1	-1	-1	-1	0	0
1129	场景环-寻人送信	1129	1129	4	3	373	1036	-1	-1	-1	-1	-1	-1	0	0
1130	场景环-收集物品	1130	1130	4	6	35	-1	-1	-1	-1	-1	-1	-1	0	0
1131	场景环-为民除害	1131	1131	4	2	94	-1	-1	-1	-1	-1	-1	-1	0	0
1132	场景环-为民除害	1132	1132	4	2	95	-1	-1	-1	-1	-1	-1	-1	0	0
1133	场景环-为民除害	1133	1133	4	2	96	-1	-1	-1	-1	-1	-1	-1	0	0
1134	场景环-为民除害	1134	1134	4	2	97	-1	-1	-1	-1	-1	-1	-1	0	0
1135	场景环-寻人送信	1135	1135	4	3	374	1036	-1	-1	-1	-1	-1	-1	0	0
1136	场景环-寻人送信	1136	1136	4	3	375	1036	-1	-1	-1	-1	-1	-1	0	0
1137	场景环-寻人送信	1137	1137	4	3	376	1036	-1	-1	-1	-1	-1	-1	0	0
1138	场景环-寻人送信	1138	1138	4	3	377	1036	-1	-1	-1	-1	-1	-1	0	0
1139	场景环-寻人送信	1139	1139	4	3	378	1036	-1	-1	-1	-1	-1	-1	0	0
1140	场景环-寻人送信	1140	1140	4	3	379	1036	-1	-1	-1	-1	-1	-1	0	0
1141	场景环-采集物品	1141	1141	4	6	36	-1	-1	-1	-1	-1	-1	-1	0	0
1142	场景环-为民除害	1142	1142	4	2	98	-1	-1	-1	-1	-1	-1	-1	0	0
1143	场景环-为民除害	1143	1143	4	2	99	-1	-1	-1	-1	-1	-1	-1	0	0
1144	场景环-为民除害	1144	1144	4	2	100	-1	-1	-1	-1	-1	-1	-1	0	0
1145	场景环-为民除害	1145	1145	4	2	101	-1	-1	-1	-1	-1	-1	-1	0	0
1146	场景环-寻人送信	1146	1146	4	3	380	1036	-1	-1	-1	-1	-1	-1	0	0
1147	场景环-寻人送信	1147	1147	4	3	381	1036	-1	-1	-1	-1	-1	-1	0	0
1148	场景环-寻人送信	1148	1148	4	3	382	1036	-1	-1	-1	-1	-1	-1	0	0
1149	场景环-寻人送信	1149	1149	4	3	383	1036	-1	-1	-1	-1	-1	-1	0	0
1150	场景环-寻人送信	1150	1150	4	3	384	1036	-1	-1	-1	-1	-1	-1	0	0
1151	场景环-寻人送信	1151	1151	4	3	385	1036	-1	-1	-1	-1	-1	-1	0	0
1152	场景环-收集物品	1152	1152	4	6	37	-1	-1	-1	-1	-1	-1	-1	0	0
1153	场景环-为民除害	1153	1153	4	2	102	-1	-1	-1	-1	-1	-1	-1	0	0
1154	场景环-为民除害	1154	1154	4	2	103	-1	-1	-1	-1	-1	-1	-1	0	0
1155	场景环-为民除害	1155	1155	4	2	104	-1	-1	-1	-1	-1	-1	-1	0	0
1156	场景环-为民除害	1156	1156	4	2	105	-1	-1	-1	-1	-1	-1	-1	0	0
1157	场景环-寻人送信	1157	1157	4	3	386	1036	-1	-1	-1	-1	-1	-1	0	0
1158	场景环-寻人送信	1158	1158	4	3	387	1036	-1	-1	-1	-1	-1	-1	0	0
1159	场景环-寻人送信	1159	1159	4	3	388	1036	-1	-1	-1	-1	-1	-1	0	0
1160	场景环-寻人送信	1160	1160	4	3	389	1036	-1	-1	-1	-1	-1	-1	0	0
1161	场景环-寻人送信	1161	1161	4	3	390	1036	-1	-1	-1	-1	-1	-1	0	0
1162	场景环-寻人送信	1162	1162	4	3	391	1036	-1	-1	-1	-1	-1	-1	0	0
1163	场景环-收集物品	1163	1163	4	6	38	-1	-1	-1	-1	-1	-1	-1	0	0
1164	场景环-为民除害	1164	1164	4	2	106	-1	-1	-1	-1	-1	-1	-1	0	0
1165	场景环-为民除害	1165	1165	4	2	107	-1	-1	-1	-1	-1	-1	-1	0	0
1166	场景环-为民除害	1166	1166	4	2	108	-1	-1	-1	-1	-1	-1	-1	0	0
1167	场景环-为民除害	1167	1167	4	2	109	-1	-1	-1	-1	-1	-1	-1	0	0
1168	场景环-寻人送信	1168	1168	4	3	392	1036	-1	-1	-1	-1	-1	-1	0	0
1169	场景环-寻人送信	1169	1169	4	3	393	1036	-1	-1	-1	-1	-1	-1	0	0
1170	场景环-寻人送信	1170	1170	4	3	394	1036	-1	-1	-1	-1	-1	-1	0	0
1171	场景环-寻人送信	1171	1171	4	3	395	1036	-1	-1	-1	-1	-1	-1	0	0
1172	场景环-寻人送信	1172	1172	4	3	396	1036	-1	-1	-1	-1	-1	-1	0	0
1173	场景环-寻人送信	1173	1173	4	3	397	1036	-1	-1	-1	-1	-1	-1	0	0
1174	场景环-收集物品	1174	1174	4	6	39	-1	-1	-1	-1	-1	-1	-1	0	0
1175	场景环-为民除害	1175	1175	4	2	110	-1	-1	-1	-1	-1	-1	-1	0	0
1176	场景环-为民除害	1176	1176	4	2	111	-1	-1	-1	-1	-1	-1	-1	0	0
1177	场景环-为民除害	1177	1177	4	2	112	-1	-1	-1	-1	-1	-1	-1	0	0
1178	场景环-为民除害	1178	1178	4	2	113	-1	-1	-1	-1	-1	-1	-1	0	0
1179	场景环-寻人送信	1179	1179	4	3	398	1036	-1	-1	-1	-1	-1	-1	0	0
1180	场景环-寻人送信	1180	1180	4	3	399	1036	-1	-1	-1	-1	-1	-1	0	0
1181	场景环-寻人送信	1181	1181	4	3	400	1036	-1	-1	-1	-1	-1	-1	0	0
1182	场景环-寻人送信	1182	1182	4	3	401	1036	-1	-1	-1	-1	-1	-1	0	0
1183	场景环-寻人送信	1183	1183	4	3	402	1036	-1	-1	-1	-1	-1	-1	0	0
1184	场景环-寻人送信	1184	1184	4	3	403	1036	-1	-1	-1	-1	-1	-1	0	0
1185	场景环-收集物品	1185	1185	4	6	40	-1	-1	-1	-1	-1	-1	-1	0	0
1186	场景环-为民除害	1186	1186	4	2	114	-1	-1	-1	-1	-1	-1	-1	0	0
1187	场景环-为民除害	1187	1187	4	2	115	-1	-1	-1	-1	-1	-1	-1	0	0
1188	场景环-为民除害	1188	1188	4	2	116	-1	-1	-1	-1	-1	-1	-1	0	0
1189	场景环-为民除害	1189	1189	4	2	117	-1	-1	-1	-1	-1	-1	-1	0	0
1190	场景环-寻人送信	1190	1190	4	3	404	1036	-1	-1	-1	-1	-1	-1	0	0
1191	场景环-寻人送信	1191	1191	4	3	405	1036	-1	-1	-1	-1	-1	-1	0	0
1192	场景环-寻人送信	1192	1192	4	3	406	1036	-1	-1	-1	-1	-1	-1	0	0
1193	场景环-收集物品	1193	1193	4	6	41	-1	-1	-1	-1	-1	-1	-1	0	0
1194	场景环-收集物品	1194	1194	4	6	42	-1	-1	-1	-1	-1	-1	-1	0	0
1195	场景环-为民除害	1195	1195	4	2	118	-1	-1	-1	-1	-1	-1	-1	0	0
1196	场景环-为民除害	1196	1196	4	2	119	-1	-1	-1	-1	-1	-1	-1	0	0
1197	场景环-为民除害	1197	1197	4	2	120	-1	-1	-1	-1	-1	-1	-1	0	0
1198	场景环-为民除害	1198	1198	4	2	121	-1	-1	-1	-1	-1	-1	-1	0	0
1199	场景环-收集物品	1199	1199	4	6	43	-1	-1	-1	-1	-1	-1	-1	0	0
1200	场景环-收集物品	1200	1200	4	6	44	-1	-1	-1	-1	-1	-1	-1	0	0
1201	场景环-收集物品	1201	1201	4	6	45	-1	-1	-1	-1	-1	-1	-1	0	0
1202	场景环-收集物品	1202	1202	4	6	46	-1	-1	-1	-1	-1	-1	-1	0	0
1203	场景环-为民除害	1203	1203	4	2	122	-1	-1	-1	-1	-1	-1	-1	0	0
1204	场景环-为民除害	1204	1204	4	2	123	-1	-1	-1	-1	-1	-1	-1	0	0
1205	场景环-为民除害	1205	1205	4	2	124	-1	-1	-1	-1	-1	-1	-1	0	0
1206	场景环-为民除害	1206	1206	4	2	125	-1	-1	-1	-1	-1	-1	-1	0	0
1207	场景环-收集物品	1207	1207	4	6	47	-1	-1	-1	-1	-1	-1	-1	0	0
1208	场景环-收集物品	1208	1208	4	6	48	-1	-1	-1	-1	-1	-1	-1	0	0
1209	场景环-收集物品	1209	1209	4	6	49	-1	-1	-1	-1	-1	-1	-1	0	0
1210	场景环-收集物品	1210	1210	4	6	50	-1	-1	-1	-1	-1	-1	-1	0	0
1211	合欢-隐藏任务-唉声叹气（1）	1211	1211	3	1	226	-1	1212	-1	-1	-1	-1	-1	0	0
1212	合欢-隐藏任务-唉声叹气（2）	1212	1212	3	-1	-1	1016	-1	-1	-1	-1	-1	-1	0	0
1213	青云-隐藏1-神秘包裹	1213	1213	3	3	408	1036	1214	-1	-1	-1	-1	-1	0	0
1214	青云-隐藏1-小竹之行	1214	1214	3	3	409	1036	1215	-1	-1	-1	-1	-1	0	0
1215	青云-隐藏1-道出来历	1215	1215	3	1	231	-1	1216	-1	-1	-1	-1	-1	0	0
1216	青云-隐藏1-大竹之行	1216	1216	3	3	410	1036	1217	-1	-1	-1	-1	-1	0	0
1217	青云-隐藏1-好人发卡	1217	1217	3	1	232	-1	1218	-1	-1	-1	-1	-1	0	0
1218	青云-隐藏1-贪吃猴子	1218	1218	3	3	411	1044	-1	-1	-1	-1	-1	-1	0	0
1219	青云-隐藏2-似有玄机	1219	1219	3	5	145	-1	1220	-1	-1	-1	-1	-1	0	0
1220	青云-隐藏2-知无不晓	1220	1220	3	3	412	1036	1221	-1	-1	-1	-1	-1	0	0
1221	青云-隐藏2-谁是凶手	1221	1221	3	1	233	-1	1222	-1	-1	-1	-1	-1	0	0
1222	青云-隐藏2-灵尊大神	1222	1222	3	5	146	-1	1223	-1	-1	-1	-1	-1	0	0
1223	青云-隐藏2-艰难选择	1223	1223	3	-1	-1	1016	-1	-1	-1	-1	-1	-1	0	0
1224	夫妻-进阶-金婚	1224	1224	2	5	155	-1	1226	-1	-1	-1	-1	68	0	0
1225	夫妻-进阶-金婚	1225	1225	2	-1	-1	-1	-1	-1	-1	-1	-1	68	0	0
1226	夫妻-进阶-金婚	1226	1226	2	-1	-1	-1	1225	-1	-1	-1	-1	68	0	0
1227	【废弃】鬼王-隐藏任务-一掷千金（1）	1227	1227	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
1228	【废弃】鬼王-隐藏任务-一掷千金（2）	1228	1228	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
1229	【废弃】鬼王-隐藏任务-一掷千金（3）	1229	1229	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0
1230	鬼王-隐藏任务-泄露天机	1230	1230	3	1	234	-1	1231	-1	-1	-1	-1	-1	0	0
1231	鬼王-隐藏任务-将信将疑	1231	1231	3	9	96	-1	1232	-1	-1	-1	-1	-1	0	0
1232	鬼王-隐藏任务-慷慨之赠	1232	1232	3	3	414	1036	-1	-1	-1	-1	-1	-1	0	0
1233	天音-隐藏1-有事交代	1233	1233	3	3	415	1036	1234	-1	-1	-1	-1	-1	0	0
1234	天音-隐藏1-撞钟和尚	1234	1234	3	-1	-1	1016	-1	-1	-1	-1	-1	-1	0	0
1235	天音-隐藏2-伪装者壹	1235	1235	3	1	235	-1	1236	-1	-1	-1	-1	-1	0	0
1236	天音-隐藏2-伪装者贰	1236	1236	3	7	52	-1	-1	-1	-1	-1	-1	-1	0	0
1237	聊天框特殊输入-隐藏-不忘初心	1237	1237	3	-1	-1	1043	-1	-1	-1	-1	-1	-1	0	0
1238	特殊物品使用-隐藏-河阳志（1）	1238	1238	3	3	624	1036	1239	-1	-1	-1	-1	-1	0	0
1239	特殊物品使用-隐藏-河阳志（2）	1239	1239	3	1	236	-1	1240	-1	-1	-1	-1	-1	0	0
1240	特殊物品使用-隐藏-河阳志（3）	1240	1240	3	3	416	1036	1241	-1	-1	-1	-1	-1	0	0
1241	特殊物品使用-隐藏-河阳志（4）	1241	1241	3	1	237	-1	1242	-1	-1	-1	-1	-1	0	0
1242	特殊物品使用-隐藏-河阳志（5）	1242	1242	3	-1	-1	1015	1243	-1	-1	-1	-1	-1	0	0
1243	特殊物品使用-隐藏-河阳志（6）	1243	1243	3	-1	-1	1016	-1	-1	-1	-1	-1	-1	0	0
1244	特殊坐标-隐藏-神秘来客（1）	1244	1244	3	1	238	-1	1245	-1	-1	-1	-1	-1	0	0
1245	特殊坐标-隐藏-神秘来客（2）	1245	1245	3	4	20	-1	1246	-1	-1	-1	-1	-1	0	0
1246	特殊坐标-隐藏-神秘来客（3）	1246	1246	3	1	239	-1	-1	-1	-1	-1	-1	-1	0	0
1247	十万大山-主线-追踪圣器	1247	1247	1	5	156	-1	1248	-1	-1	-1	-1	75	0	0
1248	十万大山-主线-壮族巫师	1248	1248	1	2	126	-1	1249	-1	-1	-1	-1	75	0	0
1249	十万大山-主线-追击巫妖	1249	1249	1	5	157	-1	1250	-1	-1	-1	-1	75	0	0
1250	十万大山-主线-大战饕餮	1250	1250	1	-1	-1	-1	1251	-1	-1	-1	-1	75	0	0
1251	十万大山-主线-发光之物	1251	1251	1	5	158	-1	1252	-1	-1	-1	-1	75	0	0
1252	十万大山-主线-杀生和尚	1252	1252	1	5	159	-1	1253	-1	-1	-1	-1	75	0	0
1253	十万大山-主线-遮天蔽日	1253	1253	1	7	49	-1	1254	-1	-1	-1	-1	75	0	0
1254	十万大山-主线-埋葬尸体	1254	1254	1	9	97	-1	1255	-1	-1	-1	-1	75	0	0
1255	十万大山-主线-祛除瘴气	1255	1255	1	3	418	-1	1256	-1	-1	-1	-1	75	0	0
1256	十万大山-主线-驱赶困意	1256	1256	1	9	98	-1	1257	-1	-1	-1	-1	75	0	0
1257	十万大山-主线-突破兽潮	1257	1257	1	7	50	-1	1258	-1	-1	-1	-1	75	0	0
1258	十万大山-主线-女子雕像	1258	1258	1	5	160	-1	1259	-1	-1	-1	-1	76	0	0
1259	十万大山-主线-神秘魔力	1259	1259	1	5	161	-1	1260	-1	-1	-1	-1	76	0	0
1260	十万大山-主线-大战凶灵	1260	1260	1	-1	-1	-1	1261	-1	-1	-1	-1	76	0	0
1261	十万大山-主线-凶灵黑虎	1261	1261	1	1	240	-1	1262	-1	-1	-1	-1	76	0	0
1262	十万大山-主线-是非对错	1262	1262	1	-1	-1	1016	1263	-1	-1	-1	-1	76	0	0
1263	十万大山-主线-屡次进犯	1263	1263	1	3	419	1036	1264	-1	-1	-1	-1	76	0	0
1264	十万大山-主线-圣器齐聚	1264	1264	1	1	241	-1	1265	-1	-1	-1	-1	76	0	0
1265	十万大山-主线-大势已去	1265	1265	1	3	420	1036	1266	-1	-1	-1	-1	76	0	0
1266	十万大山-主线-兽神出世	1266	1266	1	3	421	1036	1267	-1	-1	-1	-1	76	0	0
1267	十万大山-主线-祭奠玲珑	1267	1267	1	3	422	-1	1268	-1	-1	-1	-1	76	0	0
1268	十万大山-主线-合欢秘术	1268	1268	1	3	423	1036	1269	-1	-1	-1	-1	76	0	0
1269	十万大山-主线-再探雕像	1269	1269	1	9	99	-1	1270	-1	-1	-1	-1	76	0	0
1270	十万大山-主线-魔力消失	1270	1270	1	1	242	-1	1271	-1	-1	-1	-1	76	0	0
1271	十万大山-主线-寻找青龙	1271	1271	1	5	162	-1	1272	-1	-1	-1	-1	77	0	0
1272	十万大山-主线-帮忙解围	1272	1272	1	2	127	-1	1273	-1	-1	-1	-1	77	0	0
1273	十万大山-主线-落难原因	1273	1273	1	1	243	-1	1274	-1	-1	-1	-1	77	0	0
1274	十万大山-主线-寻找戒指	1274	1274	1	9	100	-1	1275	-1	-1	-1	-1	77	0	0
