Id	Desc	SpeakerID	TarSceneID	TarPosX	TarPosZ	TarPosRadius	Content	LifeTime	IsCanSkip	SoundID
		494					那是，我跟你说，我可是认识炼血堂的林仙师呀，那个厉害，飞天入地！还不天天吃香的喝辣的！	5	1	-1
88	空桑山-人模狗样	-1	31	16.19	6.35	2	这位道爷，我是从空桑山寨来的，我们三当家点拨我说让我去找炼血堂的林仙师。	5	1	-1
		495					林仙师？！林锋个小兔崽子也配叫仙师？！我看你个小娃娃人模狗样的，以后跟着你野狗道爷混吧！	5	1	-1
		-1					（这炼血堂内部也不和谐呀，看起来这狗脸道人和那个什么林仙师林锋不和）	5	1	-1
		-1					那就多谢道爷了，只是不知道爷在这里做什么？	5	1	-1
		495					哼，年老大让我来收服这空桑山寨，这是给足了这群流寇面子，他们竟然还不从！	5	1	-1
89	空桑山-白衣飘飘-青云	-1	31	55.85	25.43	2	陆…陆师姐？	5	1	-1
		-1					原来是陆师姐，多谢师姐搭救。我受师父道玄真人之命前来空桑山历练，探查炼血堂的动向。	5	1	-1
		496					原来是掌门师伯的弟子。不必多礼了，你在这里可有什么发现了么？	5	1	-1
		-1					回师姐，还并没有什么线索，我也是刚刚踏入这死灵渊浮台。	5	1	-1
90	空桑山-白衣飘飘-青云	496	31	55.85	25.43	2	我叫陆雪琪。	5	1	-1
		-1					原来是青云山的陆师姐，多谢师姐搭救。我是天音寺弟子，受师尊普德大师之命，前来空桑山历练。	5	1	-1
		496					原来是天音寺普德大师的弟子，请不必多礼。你在这里可有什么发现了么？	5	1	-1
		-1					回师姐，还并没有什么线索，我也是刚刚踏入这死灵渊浮台。	5	1	-1
91	空桑山-白衣飘飘-鬼王	496	31	55.85	25.43	2	我叫陆雪琪。	5	1	-1
		-1					原来是青云山的陆女侠。我受师门之命前来探查炼血堂，师命在身，不能透露更多，还请师姐见谅。	5	1	-1
		496					无妨。你在这里可有什么发现了么？	5	1	-1
		-1					回师姐，还并没有什么线索，我也是刚刚踏入这死灵渊浮台。	5	1	-1
92	空桑山-白衣飘飘-合欢	496	31	55.85	25.43	2	我叫陆雪琪。	5	1	-1
		-1					原来是青云山的陆女侠。我受师门之命前来探查炼血堂，师命在身，不能透露更多，还请师姐见谅。	5	1	-1
		496					无妨。你在这里可有什么发现了么？	5	1	-1
		-1					回师姐，还并没有什么线索，我也是刚刚踏入这死灵渊浮台。	5	1	-1
93	空桑山-冒险卧底	498	31	104.57	116.92	2	从那群流寇那边过来的？他已经将那群流寇收服了么？	5	1	-1
		-1					并没有，只有我是野狗道爷引荐来投奔的。	5	1	-1
		498					这个成事不足败事有余的家伙！收服几个流寇这么简单的事儿都办不好！	5	1	-1
		499					所以说，还不如让我去，我保证让那些流寇对我服服帖帖的！	5	1	-1
		498					哼，对你服服帖帖的！这次遇到黑水玄蛇，要不是你强行出手，我们也不会被那玄蛇弄的如此下场！	5	1	-1
		499					年某人你这话什么意思！我是给你面子才叫你一声老大，你别太过分了！	5	1	-1
		500					好啦你们两个人，别争了！	5	1	-1
94	空桑山-再遇师姐	-1	33	18.08	10.61	2	我在外面遇到了鬼蝠的袭击，击败了鬼蝠后，在它的爪子上发现了一片衣衫的碎片。	5	1	-1
		-1					我认出是你的衣服上的，便循着鬼蝠的踪迹找到了这里。	5	1	-1
		659					原来是这样。	5	1	-1
		-1					你又是怎么找到这个洞窟的？	5	1	-1
		659					因为黑水玄蛇只出没在有重宝的地方。而这么多年过去了，它突然回到空桑山，让我感到很奇怪。	5	1	-1
		659					在我搜索之时，我发现了大量的鬼蝠，便跟着鬼蝠的踪迹来到了这附近，发现了这个洞窟。	5	1	-1
		-1					这个洞窟，看起来似乎是什么人的洞府，竟然修建的如此隐蔽，还处处透着一股诡异。	5	1	-1
95	空桑山-追忆往事	659	33	18.08	10.61	2	你看，这里还绣着小凡的名字！那日在死灵渊底受到玄蛇的袭击后，他就是躲在这个洞里逃生的么？	5	1	-1
		659					当日，难道那碧瑶也在这洞中？难道他们，便是缘起于此？	5	1	-1
		-1					你在说什么？	5	1	-1
		659					十年前我和小凡等人第一次下山历练，便是来到了这空桑山。那时，我们在这里遇到了年老大等人。	5	1	-1
		659					在激战中，小凡为了救我而被打落死灵渊，我也一起跌落了下来。在这里，我们遇到了黑水玄蛇。	5	1	-1
		659					那时，我们在玄蛇面前是那么的不堪一击，玄蛇扫尾激起地面上积水的浪花便把我们打散了。	5	1	-1
		659					我脱困之后，得知小凡并没有回来，便与师门的长辈们这里寻找了多时，也没有找到小凡。	5	1	-1
		659					直到在流波山上又见到了他。那时的他对在这里发生了什么三缄其口，便是在这洞中有了奇遇吧。	5	1	-1
		-1					原来这里还发生过这样的故事呀！	5	1	-1
96	空桑山-小池遇难	-1	31	106.17	6.41	2	这位老伯，你怎么一个人跑到这空桑山来了？	5	1	-1
		501					这说来就话长了呀…	5	1	-1
		501					我是附近小池镇的村民，我姓张，最近，我们镇子上一直在闹怪事儿，搞得大家民不聊生的啊！	5	1	-1
		-1					张老伯，您慢慢说，别着急。	5	1	-1
		501					最近镇上的人家，经常丢牲口，还闹鬼！赵家老二前些日子出村去办事儿，这都快一个月没回来了！	5	1	-1
		-1					那您这是来逃难的么？	5	1	-1
		501					嗨！不是！我们镇子啊，十年前也遭过妖精，但是有三位神仙，从空桑山的方向过来的，救了我们。	5	1	-1
							这次镇子里出事儿，我就自告奋勇来这寻人来了！谁知道，才刚刚踏进这里，就让一群人给抢了！	5	1	-1
97	{0}熟络同门	70	6	36.96	63.83	2	新一代弟子中的佼佼者，你要多和他们走动，增近下感情。	5	1	-1
		-1					是，不知师兄说的是哪几位？	5	1	-1
		70					龙首峰齐昊、小竹峰陆雪琪、还有风回峰的曾书书。	5	1	-1
		-1					哦，师兄说的可是上届七脉会武前三名的几位，我可是仰慕他们好久了。	5	1	-1
		70					恩，正是他们几个，本来还有一位张师弟，可惜……	5	1	-1
98	{0}神魔异志	82	6	88.08	36.98	2	《神魔志异》三眼灵猴：西方须弥山所出，聪慧顽劣，寿逾千载，遂开灵目，能见千里，能御草木土石。	5	1	-1
		-1					这么稀罕的灵兽，恐怕天下也没有几只吧？	5	1	-1
		82					要不说小凡是走了狗屎运呢。	5	1	-1
		-1					师兄，这《神魔异志》又是什么？你懂的可真多！	5	1	-1
		82					《神魔志异》乃上古奇书，记载天地异像，奇珍瑰宝，珍禽异兽。原书十篇，可惜现仅存世四篇。	5	1	-1
99	{0}担心师弟	83	6	91.73	81.64	2	惊羽是师父一手带大的，将斩龙剑也传给了他。如今师父叛离，师弟怎能不伤心。	5	1	-1
		-1					说的也是，事情太突然，对他打击太大了。	5	1	-1
		83					要说打击，也许张小凡离开师门对他的打击更大。	5	1	-1
		-1					是啊，两个相依为命的兄弟，就这样被分开了，今后是敌是友也说不定。	5	1	-1
100	{0}剑曰斩龙	72	6	96	117	2	你是来寻惊羽的吧？	5	1	-1
		-1					回前辈，晚辈正是受齐昊师兄所托来寻惊羽师兄的。	5	1	-1
		72					放心吧，惊羽不会出事的，他在我这里很好。	5	1	-1
		-1					不知前辈如何称呼，我也好回去禀明师兄。	5	1	-1
		72					哈哈哈，连我自己都忘记我是谁了，外面谁还会记得我？不提也罢。	5	1	-1
		-1					好吧，前辈。上次和惊羽师兄过招，他的剑好厉害，是极品法宝吧？	5	1	-1
		72					哈哈哈，你倒是很机灵，告诉你也无妨。他用的是斩龙剑。	5	1	-1
		-1					斩龙剑？ 好威武的名字。	5	1	-1
		72					斩龙剑，取南疆极苦之地万载绿晶所铸，剑成之日天有雷鸣，落雨似龙血，故名之：斩龙。	5	1	-1
101	{0}醍醐灌顶	72	6	96	117	2	现在和你说这些，你也许并不明白，等你在江湖上闯荡一番当有所悟。	5	1	-1
		-1					前辈教我，晚辈定当铭记于心。	5	1	-1
		72					好孩子，我看你对宝剑很有兴趣，我略懂铸剑的方法，你可有兴趣听？	5	1	-1
		-1					晚辈求之不得，愿闻其详。	5	1	-1
102	{0}淬火回火	72	6	96	117	2	相对与淬火，还需有回火一道工序。	5	1	-1
		-1					回火？就是淬火之后还要再加热剑身？	5	1	-1
		72					不错，淬火是坚强硬度和锋利性。而回火是为了减少剑身淬火时产生的裂缝。	5	1	-1
		-1					我懂了，多谢前辈。	5	1	-1
		72					恩，今后若遇到天材地宝你可用这法子铸一把属于自己的剑。	5	1	-1
103	{0}祭奠亡灵	73	6	98.2	116.3	2	草庙村真相揭开了，小凡走了，那些枉死冤魂却无处伸冤。	5	1	-1
		-1					逝者已矣，师兄节哀。	5	1	-1
		73					哎……多说无益，还是为逝去的人做点事吧，你愿意一起吗？	5	1	-1
		-1					师兄尽管吩咐，我愿尽微薄之力。	5	1	-1
104	天音支线-佛迹玉壁	225	10	58.08	53	2	我寺后山有一佛迹，高逾七丈，光滑似玉。便是当年开派祖师在这须弥山中迷路困境下，偶然寻得。	5	1	-1
		225					祖师在此玉壁下坐了三日三夜，心安而神定，遂入我佛门之中大圆满境地，更悟出真法大梵般若。	5	1	-1
		225					你可愿意去那玉壁之下参悟一番？	5	1	-1
		-1					弟子不甚惶恐！谢师兄有心倚重！	5	1	-1
105	天音支线-谆谆教诲	-1	10	5.3	79.95	2	尊者，弟子不明白…	5	1	-1
		231					人心中有念，人不同，念则不同。莫因执念生妄念，妄念动绝心…	5	1	-1
		231					孩子，你那惠静师兄，便是因善入了执念，发下以杀止杀的誓言。	5	1	-1
		231					于是痴儿惠静，注定无法成佛…现在活着的，只有鬼王宗的杀生和尚罢了。	5	1	-1
106	天音支线-新鲜玩意	-1	10	117.78	99.45	2	正是…这方方正正，用纸糊的东西，是啥呀？	5	1	-1
		229					这东西，叫孔明灯。把心愿写在里面，它就能带着这愿望飞啊，飞啊，也许有一天能让佛祖看到呢！	5	1	-1
		229					之前以为你出事，便拜托道衍师兄做了一个，打算为你祈福来着。如今你安全归来，倒也没用了…	5	1	-1
		-1					怎么会没用！当然有用了，师父师父，这孔明灯能送给我么？	5	1	-1
		229					你从小就喜欢这些新鲜玩意儿，拿去吧！小心别烧着自己！	5	1	-1
		-1					谢师父！	5	1	-1
107	天音支线-同门情谊	-1	10	76.97	43.28	2	观棋师弟？师弟？…	5	1	-1
		232					（突然回过神来）啊…方才是在叫我么…抱歉…	5	1	-1
		-1					师弟怎么了？看起来脸色不好，可是内里受了什么伤？来，让我看看。	5	1	-1
		232					没，没，是你这么关心小僧，让小僧想起了故去的旧人，有些伤怀罢了。	5	1	-1
		-1					既然大家同为一门，以后也就是一家人。斯人已逝，当珍惜当下开心活着，也算是告慰那些旧人！	5	1	-1
108	天音支线-时机未到	-1	10	110.28	57.56	2	恩，只是受了些皮外伤，不碍事的。	5	1	-1
		228					那就好…相信你来了这么久，应该也听说了普智师叔的事情了吧。	5	1	-1
		-1					恩，略知一二。	5	1	-1
		228					这观棋小弟子想拜入普智师弟门下的心思，我们这些做师叔的怎会不知。	5	1	-1
		228					只是谁都不知道，是否当把真相说与他。那时，他的心境又会如何…	5	1	-1
109	河阳隐藏-捉迷藏	-1	5	66	92	2	小孩你怎么在这啊？	5	1	-1
		47					嗯……我和唐棠、彬彬捉迷藏，藏在这他们找不到我。	5	1	-1
		-1					你自己上到这么高的？	5	1	-1
		47					一个怪叔叔带我飞上来的。这里好高，景色好漂亮哦。	5	1	-1
		-1					你不去找你的小伙伴了吗？	5	1	-1
		47					对哦，不过时间还早，我要再玩一会，不可以告诉他们两个哦。	5	1	-1
110	支线-狐岐山-一见钟情	243	11	53.63	55.46	2	当年，宗主还尚未创立鬼王宗，只是圣教中一位资质上佳的青年。	5	1	-1
		243					化名“万人往”出外游历，与偷跑下山的小痴一见钟情…	5	1	-1
		243					宗主英年才俊，又饱读诗书，小痴被宗主的才情所折服，芳心暗许。	5	1	-1
		-1					想必夫人年轻时也是貌美过人的！	5	1	-1
		243					不错，碧瑶小姐有七分像夫人就已惊为天人，夫人年轻时更是倾国倾城。	5	1	-1
		-1					可惜狐岐山一役，夫人香消玉损，我没有机会再见夫人芳容了。	5	1	-1
111	支线-狐岐山-关怀备至	246	11	13.55	9.71	2	我听说…凌烟那小丫头受了伤，她没…没事吧？	5	1	-1
		-1					不碍事，只是意外扭伤了脚，休息几日便无碍了！	5	1	-1
		246					这丫头就是心善，在这狐岐山上还好，以后外出定要被人欺负的！	5	1	-1
		-1					和尚，你似乎很是关心小凌烟啊？（坏笑）	5	1	-1
		246					没…没有…谁关心她了！（严肃脸）我杀生和尚从来都是莽撞无情，才不会顾忌其他人！	5	1	-1
112	支线-狐岐山-陈年旧事	-1	11	13.55	9.71	2	送去嘛~倒也不是不行，不过你要告诉我，为何你如此关心烟儿？	5	1	-1
		246					谁关心她了！宗主伤了我也关心，副宗主伤了我还关心！大家都是同门，仅此而已…	5	1	-1
		-1					哦…你不说就算了，自己送去吧！	5	1	-1
		246					别，别，别！我告诉你还不行，但是你要答应，替我保密！	5	1	-1
		246					我自幼孤苦，只有一个妹妹相依为命，不曾想年幼的妹妹却被奸人掳走，至今生死不明。	5	1	-1
		246					那凌烟丫头与我妹妹年纪相仿，又有几分相似，我便不自觉的关心起她来…	5	1	-1
113	支线-狐岐山-另有隐情	467	11	38.31	52.69	2	烟儿自幼父母双亡，只有一个疼爱我的哥哥。	5	1	-1
		467					村子不太平，总有山贼烧杀抢掠，有一次哥哥外出打猎，山贼就把我掳上山，还把我关在寨子里。	5	1	-1
		467					幸亏碧瑶姐姐路过把我救了出来，还带我回狐岐山。	5	1	-1
		-1					那…你后来没有去找你哥哥么？	5	1	-1
		467					安定下来后，我曾回村子寻找哥哥，但村子已被烧成废墟，哥哥也不知所踪…	5	1	-1
		467					杀生和尚虽然看起来凶凶的，但是烟儿总觉得和他有一种很熟悉的感觉！	5	1	-1
		-1					（说不定烟儿真的是杀生和尚失散多年的妹妹呢！）烟儿你好好休息，等你伤好了，我带你下山去玩！	5	1	-1
114	支线-狐岐山-芳心暗许	-1	11	53.63	55.46	2	幽姨，玄武使者托我来看看，你最近闷闷不乐，可是身体不适？	5	1	-1
		243					没有，我并非身体不适，只是想起了…一位故人，有些伤怀罢了。	5	1	-1
		243					那时候他一袭白衣，一人一剑，就那么闯入了圣殿。他虽做事荒唐，还摘下了我的面纱，眼中却无半分轻薄之意。	5	1	-1
		-1					你说的可是青云山的那位…万…？	5	1	-1
		243					不错，我与他虽阵营不同，却也敬重他的胆识，只是没想到…	5	1	-1
115	支线-狐岐山-相忘江湖	-1	11	53.63	55.46	2	圣殿一役后，幽姨可曾再见到他？	5	1	-1
		243					多年前我曾经夜探青云山，只为再见他一面。	5	1	-1
		243					但到了青云山后才得知，他已被道玄处死，罪名竟然是弑师！	5	1	-1
		243					他那么逍遥那么洒脱的一个人，怎么可能做出弑师这种事情？	5	1	-1
		-1					事情都过去那么多年了，幽姨也看开些，莫要苦了自己…	5	1	-1
		243					是啊，这么多年过去了，若他泉下有知，以他的性子，定也不会计较这些了。	5	1	-1
116	支线-狐岐山-父女情深	-1	11	53.6	80.05	2	玩偶好可爱，但是宗主为何请你收集这个？	5	1	-1
		241					这个就说来话长了，在碧瑶小姐还是小女孩的时候，夫人曾亲手给她做过一只白狐玩偶。	5	1	-1
		241					夫人仙逝后，宗主伤心至极，烧掉了所有和夫人有关的物件。	5	1	-1
		241					冷静下来虽后悔不已，但那只玩偶却再也找不回了。	5	1	-1
		-1					那碧瑶小姐岂不伤心死了…	5	1	-1
		241					大小姐为此整整哭闹了一天，父女俩的关系也愈发生疏了。	5	1	-1
		241					从青云山回来后，宗主就命我收集市集中的各种玩偶，希望尽力补偿女儿，也希望小姐醒来后第一眼就能看到它们…	5	1	-1
		-1					但愿碧瑶小姐早点醒来，不要再让宗主和副宗主伤心了。	5	1	-1
117	支线-狐岐山-触景伤情	239	11	75.72	6.78	2	山海苑初遇，她摘了那花，就是那花的荣幸，她喜欢这些玩偶，是不是也是这玩偶的荣幸？	5	1	-1
		-1					碧瑶小姐说是，那定是这样。	5	1	-1
		239					只要她能醒来，何止一朵花，一个玩偶，就是天上的星星月亮，只要她开口，我也定会为她寻来，博她一笑的。咳咳咳…	5	1	-1
		-1					副宗主，你也要保重身体才是，碧瑶小姐也会心疼您的。	5	1	-1
		239					是，我要保重身体，还有那么多事情没有做，我不可以倒下！	5	1	-1
118	合欢-剑中神器	254	12	107.96	65.63	2	你一定听过天琊神剑吧？	5	1	-1
		-1					听过，传说是九天异铁炼制的仙剑，天琊出鞘，蓝光流转，剑气凌绝。	5	1	-1
		254					墨雪天琊古来并称剑中神器，然而大多数人只知天琊，不知墨雪。	5	1	-1
		254					这墨雪剑本为我上代长老长春翁佩剑，长春翁乃圣教难得的人才，却因一桩违逆宗门的姻缘断送了前程。	5	1	-1
		-1					原来还有这等往事，只是不知为何欢喜婆婆如此着紧墨雪这柄仙剑？	5	1	-1
		254					当年春翁行走江湖时遇见青云真鄂仙子惊为天人，陷入苦恋，他偷偷去找真鄂，没想到竟被这些自诩正道的败类偷袭重伤。	5	1	-1
		-1					我似乎明白了，怪不得欢喜婆婆交代我的时候有点愠怒。	5	1	-1
		254					长春翁重伤回到宗门，欢喜婆婆尽心伺候，但最后还是殒命在她怀中，墨雪也留在了青云，哎……	5	1	-1
119	合欢-妙不可言	263	12	101.2	118.17	2	什么？看来宗主很是信任你啊，连这些事都和你说了！	5	1	-1
		-1					其实，其实也没说什么（心虚状）	5	1	-1
		263					哼，没想到宗主这么八卦，那就怪不得婆婆也多嘴了，呵呵呵	5	1	-1
		-1					……（这情绪转的还真是快）	5	1	-1
		263					你可知宗主为何被称为三妙夫人？	5	1	-1
		-1					晚辈不知，请婆婆赐教。	5	1	-1
		263					哈哈哈，这个么，第一武器绝妙、第二身世奇妙……	5	1	-1
		-1					还有一妙呢？前辈	5	1	-1
		263					呵呵呵，第三妙只可意会不可言传，你自己想吧。	5	1	-1
120	合欢-宗主之女	262	12	103.1	83.94	2	你刚入门不久还不知道，其实兰师妹是宗主嫡出，不过这事大家心照不宣。	5	1	-1
		-1					不会吧？师姐，你怎么知道的？	5	1	-1
		262					这是婆婆偷偷告诉我的，让我处处都要让着这个师妹，不可斥责。你可别到处嚷嚷啊，此事还是保密的好。	5	1	-1
		-1					哦，师姐放心，我会守口如瓶的。	5	1	-1
121	合欢-香从何来	263	12	101.2	118.17	2	当年祖师从中州的一个山洞发现了这无名之花便将之带回了逍遥涧。	5	1	-1
		-1					中州是什么地方？	5	1	-1
		263					婆婆一辈子没有出过逍遥涧，我也不知道！	5	1	-1
		-1					哦，那这花有什么独特之处么？	5	1	-1
		263					你仔细闻闻。	5	1	-1
		-1					好香啊，这香气沁人心脾，放佛从毛孔直钻到心里。	5	1	-1
		263					没错，正是这异香引来许多花魅，再经花魅授粉繁育，呵呵，如今已满园芬芳了。	5	1	-1
122	合欢-茶之薪火	257	12	39.79	17.8	2	茶性不耐劳，炒不宜久。多取入铛，则手力不匀，久于铛中，过熟而香散矣。	5	1	-1
		-1					呃，没想到这制茶竟如此繁复。	5	1	-1
		257					这才刚刚开始而已，善茶者陶冶情操，你细心听了。	5	1	-1
		-1					是，师姐请讲。	5	1	-1
		257					炒茶之器，最嫌新铁。铁腥一入，不复有香。尤忌脂腻，害甚于铁。	5	1	-1
		-1					这个我懂了，就是说炒茶不能用新铁，也不能用有油腻的老铁，对吧？	5	1	-1
		257					孺子可教。炒茶之薪，仅可树枝，不用杆叶。杆则火力猛炽，叶则易焰易灭。	5	1	-1
123	合欢-茶之品茗	257	12			2	孺子可教。炒茶之薪，仅可树枝，不用杆叶。杆则火力猛炽，叶则易焰易灭。	5	1	-1
124	合欢-诗之习咏	256	12	84.75	65.46	2	第一步，要多看，多看便是要多读古诗，他人之作。感受诗韵律意境，君子之气。	5	1	-1
		-1					恩，我记下了，师兄。	5	1	-1
		256					这第二步嘛，要多观察，于细微之处感悟身边景物。做到这一步可不容易哦，届时你的感观会非常丰富，见山不是山，见山还是山。	5	1	-1
		-1					好深奥啊，我一会去看看桃花坪的猴子去，看能看出什么来不。	5	1	-1
		256					噗，你还真有想象力，见猴不是猴么？亏你想的出来。	5	1	-1
		256					这第三步便是由感而发了，抓住内心瞬间的感觉，赋予准确的言辞修饰，多多练习。	5	1	-1
		-1					多谢师兄教诲。	5	1	-1
125	空桑山-鬼蝠偷袭	-1	31	68.22	104.6	2	这鬼蝠爪子上抓的是什么？看起来是衣服的碎片…	5	1	-1
		-1					这！这似乎是陆雪琪师姐的衣服上的，难道她出事儿了？不行，我得去帮她，这鬼蝠，是从哪里飞过来的？	5	1	-1
126	小池镇-主线-怪事不断	525	4	28.56	29.91	2	少侠我跟您说，真是见了鬼了呀！我们镇上最近家家都丢牲口啊！我们家老母鸡刚孵出来的小鸡，一晚上就少了3只！	5	1	-1
		525					我心说这么个丢法可不行，就把老母鸡和小鸡仔都关在房间里，我盯着它们，总不会丢了吧！结果呢，我就一眨眼的功夫，小鸡就少了一只！就在我眼前啊！	5	1	-1
		-1					这…确实很诡异啊，还有什么其他的事情么？	5	1	-1
		525					有，多了，前几天老吴走在大街上，走着走着，就被人把衣服换成女人的衣服了，害的老吴在家好几天都不敢出门！	5	1	-1
		-1					（这怎么感觉像是小孩子的恶作剧呢…但是，是什么人能这样神不知鬼不觉的做这样的事情呢？）	5	1	-1
		525					对了，还有个事儿，李大哥出门办事儿，走了好多天了，都没回来，音信皆无的！他婆娘每天站在门口等着，眼睛都哭肿了，看着真是让人揪心啊！	5	1	-1
127	小池镇-主线-当年往事	525	4	28.56	29.91	2	大概十年前，我们小池镇，也遭过一次劫难啊！那时候，镇上闹了狐妖，家家都丢牲口。后来更是变本加厉，夜夜俱来，掠去牛羊家禽无数！	5	1	-1
		525					更有甚者，那王家父子为了家中最后一头牛而反抗，竟不幸死在那妖孽手上！镇长只得张榜寻贤，除去那妖孽。后来便有三位仙人下凡，收服了那妖孽！	5	1	-1
		-1					这小池镇上竟然还有这样的故事，那后来呢？那三位仙人怎样了？	5	1	-1
		525					后来我们镇上事情平息了，那三位仙人也就离开了。我们为了表示感谢，还在镇里立了三位仙人的石像呢！现在还有很多镇上的人每天都去上香以表感谢呢。	5	1	-1
		-1					哦？那我也要去参拜一下才好！	5	1	-1
128	小池镇-主线-招募壮士	531	4	56.26	48.98	2	最近镇上闹怪事儿，家家都丢牲畜，我和范秀才合计，应该是外面的野狐作祟！有壮士愿意为民除害，驱除野狐么？	5	1	-1
		531					没有人么？我愿意以镇长的名义，给为民除害的人奖励！	5	1	-1
129	小池镇-主线-自告奋勇	-1	4	56.26	48.98	2	我奉师门之命，下山历练，在空桑山时遇到了茶铺老板，听说小池镇遇到了怪事，便赶来看看。刚刚听说镇长招募义士驱除镇外的野狐，我愿意前往！	5	1	-1
		531					真…真的么！那真是太好了！我愿意为少侠奉上丰厚的报酬！	5	1	-1
		-1					报酬就免了，先告诉我野狐一般在哪里出没吧。	5	1	-1
130	小池镇-主线-难言之事	531	4	56.26	48.98	2	其实，我和秀才都觉得，镇上最近出的事情太过诡异，肯定不是野狐所为，但是为了安抚大家，我也只能先找出一个替罪羊了。	5	1	-1
		-1					那么，镇长还有其他什么信息没和大家说？	5	1	-1
		531					是呀，我不敢说呀！前几天从北面回来的村民曾经和我说，镇外的树林里在闹狐妖！这些狐妖都会法术，我们这些凡夫俗子怎么可能是对手…	5	1	-1
		531					少侠能不能给外面游荡的那些狐妖一些教训！让他们不敢再来骚扰我们镇上的人呢？	5	1	-1
		-1					好吧，我试试看。	5	1	-1
131	小池镇-主线-石头仙人	-1	4	15.6	68.98	2	你刚刚似乎魔怔了，一直在说胡话，到底发生了什么？	5	1	-1
		532					原来是我魔怔了…发生了什么…似乎…咦？石头仙人！您是石头仙人！您是回来解救我们的么？ 	5	1	-1
		-1					石头仙人？难怪这陌生人看着这么眼熟，原来是仙人石像中的一人。	5	1	-1
		533					是俺，俺听说小池镇又出怪事儿了，就回来看看， 哪知道刚到这里就看到你魔怔了…	5	1	-1
		532					多谢石头仙人救命之恩！多谢石头仙人的救命之恩啊！也请石头仙人救救我们小池镇吧！	5	1	-1
		533					这镇上的事情听起来确实蹊跷…但是我一时间也没有什么想法。	5	1	-1
		532					啊！啊！鬼！鬼又来了！	5	1	-1
132	小池镇-主线-害羞狐仙	534	4	16.71	72.73	2	那个…我之前做了好多恶作剧…似乎给大家带来了很多困扰…	5	1	-1
		-1					似乎是呢，你想让我帮你做什么呢？	5	1	-1
		534					嗯…你能帮我去和大家道歉么…	5	1	-1
		-1					嗯，可以呀。	5	1	-1
133	小池镇-主线-大人大量	532	4	15.6	68.98	2	小七这孩子孤苦伶仃的，我看他可怜，所以有个打算，想收他进我书院读书	5	1	-1
		-1					真的么？那真是太好了！小七听到也会很高兴的！	5	1	-1
		532					但是还有些事情需要麻烦少侠提前准备一下。	5	1	-1
		-1					有什么我能帮上忙的，请您吩咐！	5	1	-1
134	小池镇-主线-另有担忧	-1	4	21.58	71.31	2	不知你在担心什么？	5	1	-1
		533					我总觉得，小镇上发生的怪事，没有这么简单，却又没有眉目，所以打算去镇外再探索一番。	5	1	-1
		-1					原来如此，那我和你一起前去吧？	5	1	-1
135	小池镇-主线-劝说小七	-1	4	16.71	72.73	2	小七，去黑石洞里，可能会遇到危险，你先不要去了好不好？	5	1	-1
		534					不要！那里以前是我家！我要去我要去！	5	1	-1
		-1					这样好不好，你现在村里和被你恶作剧的村民道歉，我去探探路，如果没危险了我就回来带你一起去，好么？	5	1	-1
		534					嗯…好吧！一言为定！	5	1	-1
136	小池镇-主线-寻求帮助	-1	4	21.58	71.31	2	这树林果然有诡异，里面的动物都发狂了。我还遇到了一个神秘人的袭击！	5	1	-1
		533					这！少侠无碍吧？是我大意了，应该与少侠同去的。	5	1	-1
		-1					这倒无妨，但是在树林深处有一处禁制法阵，我无法破开，也许里面就是树林秘密所在了！	5	1	-1
		533					树林深处？那不就是黑石洞么？难道那里出现了什么异变？	5	1	-1
		-1					不知你有什么法子能破开那个禁制么？	5	1	-1
137	小池镇-主线-小镇新家	-1	4	16.71	72.73	2	小七你别着急，听我和你说。	5	1	-1
		-1					黑石洞你可能回不去了。我看那边洞穴入口已经无法进入了，周围还有奇怪的魔气外露，导致周围的动物都发狂了！	5	1	-1
		-1					好啦，没关系，你在小镇上不是也很好么，这里是你新的家呀！你在书院好好读书，好不好？	5	1	-1
138	小池镇-主线-拜别焚香	-1	4	31.4	66.21	2	众位师兄，我刚从黑石洞回来。	5	1	-1
		537					如何，可有什么玄火鉴的线索？	5	1	-1
		-1					并没有发现，而且黑石洞整个被魔气侵染，已经无法进入了。	5	1	-1
		537					如此说来，仍然是没有玄火鉴的下落啊！辛苦少侠了！对了，有一事不知少侠可否听说？	5	1	-1
		537					最近传言流波山发生了怪事，各大门派都派出弟子前往探查，不知少侠是否感兴趣？	5	1	-1
		-1					在下还并没有听说此事，多谢师兄相告了！	5	1	-1
139	空桑山-支线-内忧外患	493	31	27.8	88.5	2	山寨里现在能打能战的兄弟虽不足百人，但也都是有血性的汉子！	5	1	-1
		-1					是，弟兄们定不负当家的厚望。	5	1	-1
		493					哎…小弟们尚且知道为保护寨子而战，常师爷那厮竟然投靠了炼血堂！	5	1	-1
		-1					当家的不必担心，兄弟们都在，炼血堂不足为惧！	5	1	-1
140	空桑山-支线-反目成仇	-1	31	27.8	88.5	2	既然当家的与那常师爷曾经是拜把子的兄弟，为何现在…？	5	1	-1
		493					还不都是因为一个女人！	5	1	-1
		493					那女人与我青梅竹马，我本打算三媒六聘娶她过门，没想到她竟与常师爷行苟且之事！	5	1	-1
		493					我一怒之下与常师爷恩断义绝，从此反目成仇。	5	1	-1
		-1					那后来呢？	5	1	-1
		493					哼！出了这事怎么有脸待在村里，据说是远走他乡，反正后来我再也没见过她！	5	1	-1
