Id	Desc	Name	Desc	Type	GrowthDefault	GrowthMin	GrowthLowSection	GrowthHighSection	GrowthMax	LowGrowthWeight	MidGrowthWeight	HighGrowthWeight	DouzhiZZDefault	DouzhiZZMin	DouzhiZZLowSection	DouzhiZZHighSection	DouzhiZZMax	LowDouzhiZZWeight	MidDouzhiZZWeight	HighDouzhiZZWeight	JiantiZZDefault	JiantiZZMin	JiantiZZLowSection	JiantiZZHighSection	JiantiZZMax	LowJiantiZZWeight	MidJiantiZZWeight	HighJiantiZZWeight	ZhongxinZZDefault	ZhongxinZZMin	ZhongxinZZLowSection	ZhongxinZZHighSection	ZhongxinZZMax	LowZhongxinZZWeight	MidZhongxinZZWeight	HighZhongxinZZWeight	LingdongZZDefault	LingdongZZMin	LingdongZZLowSection	LingdongZZHighSection	LingdongZZMax	LowLingdongZZWeight	MidLingdongZZWeight	HighLingdongZZWeight	PointRecommendDict	PlanAMainPoint	PlanAAssistPoint	PlanBMainPoint	PlanBAssistPoint
112	60级-稀有-地曜	地曜	地曜	10	-1	1.66	4.25	4.68	5.98	60	25	15	-1	350	894	984	1256	60	25	15	-1	500	1276	1406	1794	60	25	15	-1	225	574	632	807	60	25	15	-1	225	574	632	807	60	25	15	5395	4	1	3	2
113	60级-稀有-土曜	土曜	土曜	11	-1	1.66	4.25	4.68	5.98	60	25	15	-1	225	574	632	807	60	25	15	-1	500	1276	1406	1794	60	25	15	-1	350	894	984	1256	60	25	15	-1	225	574	632	807	60	25	15	5396	4	1	3	2
114	60级-稀有-木曜	木曜	木曜	12	-1	1.66	4.25	4.68	5.98	60	25	15	-1	225	574	632	807	60	25	15	-1	500	1276	1406	1794	60	25	15	-1	225	574	632	807	60	25	15	-1	350	894	984	1256	60	25	15	5397	4	1	3	2
121	70级-普通-金曜	金曜	金曜	1	-1	1.48	4.71	5.25	6.87	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	310	990	1103	1443	60	25	15	-1	199	636	709	928	60	25	15	-1	199	636	709	928	60	25	15	5386	4	1	3	2
122	70级-普通-火曜	火曜	火曜	2	-1	1.48	4.71	5.25	6.87	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	199	636	709	928	60	25	15	-1	199	636	709	928	60	25	15	-1	310	990	1103	1443	60	25	15	5387	4	1	3	2
123	70级-普通-日曜	日曜	日曜	3	-1	1.48	4.71	5.25	6.87	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	199	636	709	928	60	25	15	-1	310	990	1103	1443	60	25	15	-1	199	636	709	928	60	25	15	5388	4	1	3	2
124	70级-普通-水曜	水曜	水曜	4	-1	1.48	4.71	5.25	6.87	60	25	15	-1	199	636	709	928	60	25	15	-1	199	636	709	928	60	25	15	-1	310	990	1103	1443	60	25	15	-1	443	1414	1576	2062	60	25	15	5389	4	1	3	2
125	70级-普通-星曜	星曜	星曜	5	-1	1.48	4.71	5.25	6.87	60	25	15	-1	310	990	1103	1443	60	25	15	-1	199	636	709	928	60	25	15	-1	199	636	709	928	60	25	15	-1	443	1414	1576	2062	60	25	15	5390	4	1	3	2
126	70级-普通-风耀	风耀	风耀	6	-1	1.48	4.71	5.25	6.87	60	25	15	-1	199	636	709	928	60	25	15	-1	310	990	1103	1443	60	25	15	-1	199	636	709	928	60	25	15	-1	443	1414	1576	2062	60	25	15	5391	4	1	3	2
127	70级-普通-月曜	月曜	月曜	7	-1	1.48	4.71	5.25	6.87	60	25	15	-1	199	636	709	928	60	25	15	-1	310	990	1103	1443	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	199	636	709	928	60	25	15	5392	4	1	3	2
128	70级-普通-灵耀	灵耀	灵耀	8	-1	1.48	4.71	5.25	6.87	60	25	15	-1	199	636	709	928	60	25	15	-1	199	636	709	928	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	310	990	1103	1443	60	25	15	5393	4	1	3	2
129	70级-普通-天曜	天曜	天曜	9	-1	1.48	4.71	5.25	6.87	60	25	15	-1	310	990	1103	1443	60	25	15	-1	199	636	709	928	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	199	636	709	928	60	25	15	5394	4	1	3	2
130	70级-普通-地曜	地曜	地曜	10	-1	1.48	4.71	5.25	6.87	60	25	15	-1	310	990	1103	1443	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	199	636	709	928	60	25	15	-1	199	636	709	928	60	25	15	5395	4	1	3	2
131	70级-普通-土曜	土曜	土曜	11	-1	1.48	4.71	5.25	6.87	60	25	15	-1	199	636	709	928	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	310	990	1103	1443	60	25	15	-1	199	636	709	928	60	25	15	5396	4	1	3	2
132	70级-普通-木曜	木曜	木曜	12	-1	1.48	4.71	5.25	6.87	60	25	15	-1	199	636	709	928	60	25	15	-1	443	1414	1576	2062	60	25	15	-1	199	636	709	928	60	25	15	-1	310	990	1103	1443	60	25	15	5397	4	1	3	2
133	70级-稀有-金曜	金曜	金曜	1	-1	1.92	4.89	5.39	6.87	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	259	660	727	928	60	25	15	-1	259	660	727	928	60	25	15	5386	4	1	3	2
134	70级-稀有-火曜	火曜	火曜	2	-1	1.92	4.89	5.39	6.87	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	259	660	727	928	60	25	15	-1	259	660	727	928	60	25	15	-1	403	1027	1131	1443	60	25	15	5387	4	1	3	2
135	70级-稀有-日曜	日曜	日曜	3	-1	1.92	4.89	5.39	6.87	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	259	660	727	928	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	259	660	727	928	60	25	15	5388	4	1	3	2
136	70级-稀有-水曜	水曜	水曜	4	-1	1.92	4.89	5.39	6.87	60	25	15	-1	259	660	727	928	60	25	15	-1	259	660	727	928	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	575	1467	1616	2062	60	25	15	5389	4	1	3	2
137	70级-稀有-星曜	星曜	星曜	5	-1	1.92	4.89	5.39	6.87	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	259	660	727	928	60	25	15	-1	259	660	727	928	60	25	15	-1	575	1467	1616	2062	60	25	15	5390	4	1	3	2
138	70级-稀有-风耀	风耀	风耀	6	-1	1.92	4.89	5.39	6.87	60	25	15	-1	259	660	727	928	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	259	660	727	928	60	25	15	-1	575	1467	1616	2062	60	25	15	5391	4	1	3	2
139	70级-稀有-月曜	月曜	月曜	7	-1	1.92	4.89	5.39	6.87	60	25	15	-1	259	660	727	928	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	259	660	727	928	60	25	15	5392	4	1	3	2
140	70级-稀有-灵耀	灵耀	灵耀	8	-1	1.92	4.89	5.39	6.87	60	25	15	-1	259	660	727	928	60	25	15	-1	259	660	727	928	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	403	1027	1131	1443	60	25	15	5393	4	1	3	2
141	70级-稀有-天曜	天曜	天曜	9	-1	1.92	4.89	5.39	6.87	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	259	660	727	928	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	259	660	727	928	60	25	15	5394	4	1	3	2
142	70级-稀有-地曜	地曜	地曜	10	-1	1.92	4.89	5.39	6.87	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	259	660	727	928	60	25	15	-1	259	660	727	928	60	25	15	5395	4	1	3	2
143	70级-稀有-土曜	土曜	土曜	11	-1	1.92	4.89	5.39	6.87	60	25	15	-1	259	660	727	928	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	403	1027	1131	1443	60	25	15	-1	259	660	727	928	60	25	15	5396	4	1	3	2
144	70级-稀有-木曜	木曜	木曜	12	-1	1.92	4.89	5.39	6.87	60	25	15	-1	259	660	727	928	60	25	15	-1	575	1467	1616	2062	60	25	15	-1	259	660	727	928	60	25	15	-1	403	1027	1131	1443	60	25	15	5397	4	1	3	2
151	80级-普通-金曜	金曜	金曜	1	-1	1.7	5.43	6.05	7.91	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	229	732	816	1067	60	25	15	-1	229	732	816	1067	60	25	15	5386	4	1	3	2
152	80级-普通-火曜	火曜	火曜	2	-1	1.7	5.43	6.05	7.91	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	229	732	816	1067	60	25	15	-1	229	732	816	1067	60	25	15	-1	356	1138	1269	1660	60	25	15	5387	4	1	3	2
153	80级-普通-日曜	日曜	日曜	3	-1	1.7	5.43	6.05	7.91	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	229	732	816	1067	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	229	732	816	1067	60	25	15	5388	4	1	3	2
154	80级-普通-水曜	水曜	水曜	4	-1	1.7	5.43	6.05	7.91	60	25	15	-1	229	732	816	1067	60	25	15	-1	229	732	816	1067	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	509	1627	1813	2372	60	25	15	5389	4	1	3	2
155	80级-普通-星曜	星曜	星曜	5	-1	1.7	5.43	6.05	7.91	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	229	732	816	1067	60	25	15	-1	229	732	816	1067	60	25	15	-1	509	1627	1813	2372	60	25	15	5390	4	1	3	2
156	80级-普通-风耀	风耀	风耀	6	-1	1.7	5.43	6.05	7.91	60	25	15	-1	229	732	816	1067	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	229	732	816	1067	60	25	15	-1	509	1627	1813	2372	60	25	15	5391	4	1	3	2
157	80级-普通-月曜	月曜	月曜	7	-1	1.7	5.43	6.05	7.91	60	25	15	-1	229	732	816	1067	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	229	732	816	1067	60	25	15	5392	4	1	3	2
158	80级-普通-灵耀	灵耀	灵耀	8	-1	1.7	5.43	6.05	7.91	60	25	15	-1	229	732	816	1067	60	25	15	-1	229	732	816	1067	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	356	1138	1269	1660	60	25	15	5393	4	1	3	2
159	80级-普通-天曜	天曜	天曜	9	-1	1.7	5.43	6.05	7.91	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	229	732	816	1067	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	229	732	816	1067	60	25	15	5394	4	1	3	2
160	80级-普通-地曜	地曜	地曜	10	-1	1.7	5.43	6.05	7.91	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	229	732	816	1067	60	25	15	-1	229	732	816	1067	60	25	15	5395	4	1	3	2
161	80级-普通-土曜	土曜	土曜	11	-1	1.7	5.43	6.05	7.91	60	25	15	-1	229	732	816	1067	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	356	1138	1269	1660	60	25	15	-1	229	732	816	1067	60	25	15	5396	4	1	3	2
162	80级-普通-木曜	木曜	木曜	12	-1	1.7	5.43	6.05	7.91	60	25	15	-1	229	732	816	1067	60	25	15	-1	509	1627	1813	2372	60	25	15	-1	229	732	816	1067	60	25	15	-1	356	1138	1269	1660	60	25	15	5397	4	1	3	2
163	80级-稀有-金曜	金曜	金曜	1	-1	2.21	5.63	6.2	7.91	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	298	759	836	1067	60	25	15	-1	298	759	836	1067	60	25	15	5386	4	1	3	2
164	80级-稀有-火曜	火曜	火曜	2	-1	2.21	5.63	6.2	7.91	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	298	759	836	1067	60	25	15	-1	298	759	836	1067	60	25	15	-1	463	1181	1301	1660	60	25	15	5387	4	1	3	2
165	80级-稀有-日曜	日曜	日曜	3	-1	2.21	5.63	6.2	7.91	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	298	759	836	1067	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	298	759	836	1067	60	25	15	5388	4	1	3	2
166	80级-稀有-水曜	水曜	水曜	4	-1	2.21	5.63	6.2	7.91	60	25	15	-1	298	759	836	1067	60	25	15	-1	298	759	836	1067	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	662	1688	1859	2372	60	25	15	5389	4	1	3	2
167	80级-稀有-星曜	星曜	星曜	5	-1	2.21	5.63	6.2	7.91	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	298	759	836	1067	60	25	15	-1	298	759	836	1067	60	25	15	-1	662	1688	1859	2372	60	25	15	5390	4	1	3	2
168	80级-稀有-风耀	风耀	风耀	6	-1	2.21	5.63	6.2	7.91	60	25	15	-1	298	759	836	1067	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	298	759	836	1067	60	25	15	-1	662	1688	1859	2372	60	25	15	5391	4	1	3	2
169	80级-稀有-月曜	月曜	月曜	7	-1	2.21	5.63	6.2	7.91	60	25	15	-1	298	759	836	1067	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	298	759	836	1067	60	25	15	5392	4	1	3	2
170	80级-稀有-灵耀	灵耀	灵耀	8	-1	2.21	5.63	6.2	7.91	60	25	15	-1	298	759	836	1067	60	25	15	-1	298	759	836	1067	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	463	1181	1301	1660	60	25	15	5393	4	1	3	2
171	80级-稀有-天曜	天曜	天曜	9	-1	2.21	5.63	6.2	7.91	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	298	759	836	1067	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	298	759	836	1067	60	25	15	5394	4	1	3	2
172	80级-稀有-地曜	地曜	地曜	10	-1	2.21	5.63	6.2	7.91	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	298	759	836	1067	60	25	15	-1	298	759	836	1067	60	25	15	5395	4	1	3	2
173	80级-稀有-土曜	土曜	土曜	11	-1	2.21	5.63	6.2	7.91	60	25	15	-1	298	759	836	1067	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	463	1181	1301	1660	60	25	15	-1	298	759	836	1067	60	25	15	5396	4	1	3	2
174	80级-稀有-木曜	木曜	木曜	12	-1	2.21	5.63	6.2	7.91	60	25	15	-1	298	759	836	1067	60	25	15	-1	662	1688	1859	2372	60	25	15	-1	298	759	836	1067	60	25	15	-1	463	1181	1301	1660	60	25	15	5397	4	1	3	2
181	90级-普通-金曜	金曜	金曜	1	-1	1.95	6.23	6.95	9.09	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	263	841	938	1227	60	25	15	-1	263	841	938	1227	60	25	15	5386	4	1	3	2
182	90级-普通-火曜	火曜	火曜	2	-1	1.95	6.23	6.95	9.09	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	263	841	938	1227	60	25	15	-1	263	841	938	1227	60	25	15	-1	410	1309	1459	1909	60	25	15	5387	4	1	3	2
183	90级-普通-日曜	日曜	日曜	3	-1	1.95	6.23	6.95	9.09	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	263	841	938	1227	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	263	841	938	1227	60	25	15	5388	4	1	3	2
184	90级-普通-水曜	水曜	水曜	4	-1	1.95	6.23	6.95	9.09	60	25	15	-1	263	841	938	1227	60	25	15	-1	263	841	938	1227	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	585	1870	2084	2727	60	25	15	5389	4	1	3	2
185	90级-普通-星曜	星曜	星曜	5	-1	1.95	6.23	6.95	9.09	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	263	841	938	1227	60	25	15	-1	263	841	938	1227	60	25	15	-1	585	1870	2084	2727	60	25	15	5390	4	1	3	2
186	90级-普通-风耀	风耀	风耀	6	-1	1.95	6.23	6.95	9.09	60	25	15	-1	263	841	938	1227	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	263	841	938	1227	60	25	15	-1	585	1870	2084	2727	60	25	15	5391	4	1	3	2
187	90级-普通-月曜	月曜	月曜	7	-1	1.95	6.23	6.95	9.09	60	25	15	-1	263	841	938	1227	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	263	841	938	1227	60	25	15	5392	4	1	3	2
188	90级-普通-灵耀	灵耀	灵耀	8	-1	1.95	6.23	6.95	9.09	60	25	15	-1	263	841	938	1227	60	25	15	-1	263	841	938	1227	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	410	1309	1459	1909	60	25	15	5393	4	1	3	2
189	90级-普通-天曜	天曜	天曜	9	-1	1.95	6.23	6.95	9.09	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	263	841	938	1227	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	263	841	938	1227	60	25	15	5394	4	1	3	2
190	90级-普通-地曜	地曜	地曜	10	-1	1.95	6.23	6.95	9.09	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	263	841	938	1227	60	25	15	-1	263	841	938	1227	60	25	15	5395	4	1	3	2
191	90级-普通-土曜	土曜	土曜	11	-1	1.95	6.23	6.95	9.09	60	25	15	-1	263	841	938	1227	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	410	1309	1459	1909	60	25	15	-1	263	841	938	1227	60	25	15	5396	4	1	3	2
192	90级-普通-木曜	木曜	木曜	12	-1	1.95	6.23	6.95	9.09	60	25	15	-1	263	841	938	1227	60	25	15	-1	585	1870	2084	2727	60	25	15	-1	263	841	938	1227	60	25	15	-1	410	1309	1459	1909	60	25	15	5397	4	1	3	2
193	90级-稀有-金曜	金曜	金曜	1	-1	2.54	6.47	7.13	9.09	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	342	873	962	1227	60	25	15	-1	342	873	962	1227	60	25	15	5386	4	1	3	2
194	90级-稀有-火曜	火曜	火曜	2	-1	2.54	6.47	7.13	9.09	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	342	873	962	1227	60	25	15	-1	342	873	962	1227	60	25	15	-1	533	1359	1496	1909	60	25	15	5387	4	1	3	2
195	90级-稀有-日曜	日曜	日曜	3	-1	2.54	6.47	7.13	9.09	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	342	873	962	1227	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	342	873	962	1227	60	25	15	5388	4	1	3	2
196	90级-稀有-水曜	水曜	水曜	4	-1	2.54	6.47	7.13	9.09	60	25	15	-1	342	873	962	1227	60	25	15	-1	342	873	962	1227	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	761	1941	2137	2727	60	25	15	5389	4	1	3	2
197	90级-稀有-星曜	星曜	星曜	5	-1	2.54	6.47	7.13	9.09	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	342	873	962	1227	60	25	15	-1	342	873	962	1227	60	25	15	-1	761	1941	2137	2727	60	25	15	5390	4	1	3	2
198	90级-稀有-风耀	风耀	风耀	6	-1	2.54	6.47	7.13	9.09	60	25	15	-1	342	873	962	1227	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	342	873	962	1227	60	25	15	-1	761	1941	2137	2727	60	25	15	5391	4	1	3	2
199	90级-稀有-月曜	月曜	月曜	7	-1	2.54	6.47	7.13	9.09	60	25	15	-1	342	873	962	1227	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	342	873	962	1227	60	25	15	5392	4	1	3	2
200	90级-稀有-灵耀	灵耀	灵耀	8	-1	2.54	6.47	7.13	9.09	60	25	15	-1	342	873	962	1227	60	25	15	-1	342	873	962	1227	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	533	1359	1496	1909	60	25	15	5393	4	1	3	2
201	90级-稀有-天曜	天曜	天曜	9	-1	2.54	6.47	7.13	9.09	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	342	873	962	1227	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	342	873	962	1227	60	25	15	5394	4	1	3	2
202	90级-稀有-地曜	地曜	地曜	10	-1	2.54	6.47	7.13	9.09	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	342	873	962	1227	60	25	15	-1	342	873	962	1227	60	25	15	5395	4	1	3	2
203	90级-稀有-土曜	土曜	土曜	11	-1	2.54	6.47	7.13	9.09	60	25	15	-1	342	873	962	1227	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	533	1359	1496	1909	60	25	15	-1	342	873	962	1227	60	25	15	5396	4	1	3	2
204	90级-稀有-木曜	木曜	木曜	12	-1	2.54	6.47	7.13	9.09	60	25	15	-1	342	873	962	1227	60	25	15	-1	761	1941	2137	2727	60	25	15	-1	342	873	962	1227	60	25	15	-1	533	1359	1496	1909	60	25	15	5397	4	1	3	2
211	120级-稀有-金曜	金曜	金曜	1	7.272	2.92	7.44	8.19	10.45	60	25	15	2352	875	2232	2458	3136	60	25	15	1646	612	1562	1720	2195	60	25	15	1058	394	1004	1106	1411	60	25	15	1058	394	1004	1106	1411	60	25	15	5386	4	1	3	2
212	120级-稀有-火曜	火曜	火曜	2	7.272	2.92	7.44	8.19	10.45	60	25	15	2352	875	2232	2458	3136	60	25	15	1058	394	1004	1106	1411	60	25	15	1058	394	1004	1106	1411	60	25	15	1646	612	1562	1720	2195	60	25	15	5387	4	1	3	2
213	120级-稀有-日曜	日曜	日曜	3	7.272	2.92	7.44	8.19	10.45	60	25	15	2352	875	2232	2458	3136	60	25	15	1058	394	1004	1106	1411	60	25	15	1646	612	1562	1720	2195	60	25	15	1058	394	1004	1106	1411	60	25	15	5388	4	1	3	2
214	120级-稀有-水曜	水曜	水曜	4	7.272	2.92	7.44	8.19	10.45	60	25	15	1058	394	1004	1106	1411	60	25	15	1058	394	1004	1106	1411	60	25	15	1646	612	1562	1720	2195	60	25	15	2352	875	2232	2458	3136	60	25	15	5389	4	1	3	2
215	120级-稀有-星曜	星曜	星曜	5	7.272	2.92	7.44	8.19	10.45	60	25	15	1646	612	1562	1720	2195	60	25	15	1058	394	1004	1106	1411	60	25	15	1058	394	1004	1106	1411	60	25	15	2352	875	2232	2458	3136	60	25	15	5390	4	1	3	2
216	120级-稀有-风耀	风耀	风耀	6	7.272	2.92	7.44	8.19	10.45	60	25	15	1058	394	1004	1106	1411	60	25	15	1646	612	1562	1720	2195	60	25	15	1058	394	1004	1106	1411	60	25	15	2352	875	2232	2458	3136	60	25	15	5391	4	1	3	2
217	120级-稀有-月曜	月曜	月曜	7	7.272	2.92	7.44	8.19	10.45	60	25	15	1058	394	1004	1106	1411	60	25	15	1646	612	1562	1720	2195	60	25	15	2352	875	2232	2458	3136	60	25	15	1058	394	1004	1106	1411	60	25	15	5392	4	1	3	2
218	120级-稀有-灵耀	灵耀	灵耀	8	7.272	2.92	7.44	8.19	10.45	60	25	15	1058	394	1004	1106	1411	60	25	15	1058	394	1004	1106	1411	60	25	15	2352	875	2232	2458	3136	60	25	15	1646	612	1562	1720	2195	60	25	15	5393	4	1	3	2
219	120级-稀有-天曜	天曜	天曜	9	7.272	2.92	7.44	8.19	10.45	60	25	15	1646	612	1562	1720	2195	60	25	15	1058	394	1004	1106	1411	60	25	15	2352	875	2232	2458	3136	60	25	15	1058	394	1004	1106	1411	60	25	15	5394	4	1	3	2
220	120级-稀有-地曜	地曜	地曜	10	7.272	2.92	7.44	8.19	10.45	60	25	15	1646	612	1562	1720	2195	60	25	15	2352	875	2232	2458	3136	60	25	15	1058	394	1004	1106	1411	60	25	15	1058	394	1004	1106	1411	60	25	15	5395	4	1	3	2
221	120级-稀有-土曜	土曜	土曜	11	7.272	2.92	7.44	8.19	10.45	60	25	15	1058	394	1004	1106	1411	60	25	15	2352	875	2232	2458	3136	60	25	15	1646	612	1562	1720	2195	60	25	15	1058	394	1004	1106	1411	60	25	15	5396	4	1	3	2
222	120级-稀有-木曜	木曜	木曜	12	7.272	2.92	7.44	8.19	10.45	60	25	15	1058	394	1004	1106	1411	60	25	15	2352	875	2232	2458	3136	60	25	15	1058	394	1004	1106	1411	60	25	15	1646	612	1562	1720	2195	60	25	15	5397	4	1	3	2
241	大世界90级-普通-金曜	金曜	金曜	1	-1	3.37	6.47	7.13	9.09	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	395	841	938	1227	60	25	15	-1	395	841	938	1227	60	25	15	5386	4	1	3	2
242	大世界90级-普通-火曜	火曜	火曜	2	-1	3.37	6.47	7.13	9.09	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	395	841	938	1227	60	25	15	-1	395	841	938	1227	60	25	15	-1	615	1309	1459	1909	60	25	15	5387	4	1	3	2
243	大世界90级-普通-日曜	日曜	日曜	3	-1	3.37	6.47	7.13	9.09	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	395	841	938	1227	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	395	841	938	1227	60	25	15	5388	4	1	3	2
244	大世界90级-普通-水曜	水曜	水曜	4	-1	3.37	6.47	7.13	9.09	60	25	15	-1	395	841	938	1227	60	25	15	-1	395	841	938	1227	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	878	1870	2084	2727	60	25	15	5389	4	1	3	2
245	大世界90级-普通-星曜	星曜	星曜	5	-1	3.37	6.47	7.13	9.09	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	395	841	938	1227	60	25	15	-1	395	841	938	1227	60	25	15	-1	878	1870	2084	2727	60	25	15	5390	4	1	3	2
246	大世界90级-普通-风耀	风耀	风耀	6	-1	3.37	6.47	7.13	9.09	60	25	15	-1	395	841	938	1227	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	395	841	938	1227	60	25	15	-1	878	1870	2084	2727	60	25	15	5391	4	1	3	2
247	大世界90级-普通-月曜	月曜	月曜	7	-1	3.37	6.47	7.13	9.09	60	25	15	-1	395	841	938	1227	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	395	841	938	1227	60	25	15	5392	4	1	3	2
248	大世界90级-普通-灵耀	灵耀	灵耀	8	-1	3.37	6.47	7.13	9.09	60	25	15	-1	395	841	938	1227	60	25	15	-1	395	841	938	1227	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	615	1309	1459	1909	60	25	15	5393	4	1	3	2
249	大世界90级-普通-天曜	天曜	天曜	9	-1	3.37	6.47	7.13	9.09	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	395	841	938	1227	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	395	841	938	1227	60	25	15	5394	4	1	3	2
250	大世界90级-普通-地曜	地曜	地曜	10	-1	3.37	6.47	7.13	9.09	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	395	841	938	1227	60	25	15	-1	395	841	938	1227	60	25	15	5395	4	1	3	2
251	大世界90级-普通-土曜	土曜	土曜	11	-1	3.37	6.47	7.13	9.09	60	25	15	-1	395	841	938	1227	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	615	1309	1459	1909	60	25	15	-1	395	841	938	1227	60	25	15	5396	4	1	3	2
252	大世界90级-普通-木曜	木曜	木曜	12	-1	3.37	6.47	7.13	9.09	60	25	15	-1	395	841	938	1227	60	25	15	-1	878	1870	2084	2727	60	25	15	-1	395	841	938	1227	60	25	15	-1	615	1309	1459	1909	60	25	15	5397	4	1	3	2
