EffectID	Name	EffectName	DelayTime	IsOnlyDeactive	EffectType	ParentName	FellowOwnerType	MaxOwnNum	IsCanHide	X	Y	Z	RotationX	RotationY	RotationZ	Duration	IsNeedScaleByModel	SoundID
186	腾龙击02_田不易	boss_tianbuyi_tenglongji_002	0	0	0	EffectPoint	0	-1	1	0	0.1	0	270	0	0	1	0	-1
187	选中目标指示特效	scene_xuanzhongbubiao_touding_001	0	0	0	HeadPoint	2	-1	0	0	0	0	0	0	0	0	0	-1
188	新手目标地点指引特效-首登调朝向版	scene_mubiaozhiyin_001	0	0	0	EffectPoint	0	-1	0	-4	0	0	0	90	0	0	0	-1
189	新手目标地点指引特效-田灵儿加长版	scene_mubiaozhiyin_001	0	0	0	EffectPoint	0	-1	0	0	0	-7	0	0	0	0	0	-1
190	新手目标地点指引特效-醉汉版	scene_mubiaozhiyin_001	0	0	0	EffectPoint	0	-1	0	4	0	1.4	0	250	0	0	0	-1
191	结婚UI特效	ui_jiehunjiemian_001	0	0	0	EffectPoint	0	-1	0	0	-1.07	1.651	0	0	0	15	0	-1
192	结婚烟花特效	scene_jiehunyanhua_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	15	0	-1
193	怜影-合欢	hehuan_jn_lianying	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	-1
194	秋波-合欢	hehuan_jn_qiubo_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
195	秋波受击-合欢	hehuan_jn_qiubo_02	0	0	0	CenterPoint	2	-1	1	0	0	0	0	0	0	2	0	-1
196	激励-合欢	hehuan_jn_jili_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.8	0	-1
197	幻真-合欢	hehuan_jn_huanzhen_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.8	0	-1
198	浮光-合欢	hehuan_jn_fuguang_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
199	祈福-合欢	hehuan_jn_qifu_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
200	NPC雷电死亡特效	n_leidian_siwang_001	0	0	0	EffectPoint	0	1	1	0	0	0	0	0	0	2.5	0	-1
201	NPC妖瞳死亡特效	n_yaotong_siwang_001	0	0	0	EffectPoint	0	1	1	0	0.38	-0.5	0	-90	90	3	0	-1
202	NPC雷电攻击特效	n_leidian_attack_lian001	0	0	0	EffectPoint	0	1	1	0	1	0	0	0	0	1	0	277
203	NPC妖瞳攻击特效	n_yaotong_attack_lian001	0	0	0	EffectPoint	0	1	1	0	0	0	0	0	0	1	0	-1
204	逍遥游-青云	qingyun_xiaoyaoyou_001	0	0	0	CenterPoint	1	-1	1	0	0	0	0	0	0	1.3	0	-1
205	情缘激活UI特效	ui_qingyuanjihuo_001	0	0	0	EffectPoint	0	-1	0	0	0	2.09	0	0	0	2	0	-1
206	大梵般若-天音	tianyin_jn_dafanbanruo_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
207	因果循环-天音	tianyin_jn_yinguoxunhuan_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
208	万象生佛-天音	tianyin_jn_wanxiangshengfo_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	3.8	0	-1
209	通用护盾	buff_fangyuzengjia_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
210	通用狂暴	buff_kuangbao_001	0	0	0	CenterPoint	2	5	1	0	0	0	0	0	0	0	1	-1
211	通用抗性增加	buff_kangxingzengjia_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
212	通用躲闪增加	buff_shanbizenjia_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
213	通用防御增加	buff_hudun_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
214	通用移速增加	buff_yisuzengjia_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
215	通用被嘲讽	debuff_beichaofeng_001	0	0	0	CenterPoint	2	5	1	0	0	0	0	0	0	0	1	-1
216	通用命中降低	debuff_mingzhongjiangdi_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
217	通用防御降低	debuff_fangyujiangdi_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
218	通云晕眩	debuff_yunxuan_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
219	通用抗性降低	debuff_kangxingjiangdi_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
220	通用攻击降低	debuff_gongjijiangdi_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
221	通用攻击增加	buff_gongjizengjia_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
222	净土真言-天音	tianyin_jingtuzhenyan_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	-1
223	净土真言治疗-天音	tianyin_jingtuzhenyan_02	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	1.5	0	216
224	无量真言01-天音	tianyin_jn_wuliangzhenyan_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
225	无量真言02-天音	tianyin_jn_wuliangzhenyan_02	0.65	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
226	往生咒-天音	tianyin_jn_wangshengzhou_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
227	往生咒复活-天音	tianyin_jn_wangshengzhou_fuhuo	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	231
228	浮光BUFF-合欢	buff_fuguang_001	0	0	0	EffectPoint	2	-1	1	0	1	0	270	0	90	0	0	-1
229	诵经-天音	tianyin_jn_songjing_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
230	诵经受击-天音	tianyin_jn_songjing_02	0	0	0	EffectPoint	2	2	1	0	0	0	0	0	0	2.5	0	-1
231	破魔秘言-天音	tianyin_jn_pomomiyan_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
232	霸天戮杀01-鬼王	guiwang_batianlusha_001	0.1	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.2	0	-1
233	霸天戮杀02-鬼王	guiwang_batianlusha_002	0.65	0	0	EffectPoint	0	-1	1	0	0.1	1	0	0	0	2.7	0	-1
234	聚灵咒01-鬼王	guiwang_julingzhou_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1.8	0	-1
235	聚灵咒02-鬼王	guiwang_julingzhou_002	0.55	0	0	EffectPoint	0	-1	1	0	1	3	0	0	0	1	0	-1
236	冷嘲热讽-鬼王	guiwang_lengchaorefeng_001	0.3	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1.7	0	-1
237	猛火咒-鬼王	guiwang_menghuozhou_001	0.07	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1.8	0	-1
238	明王降世01-鬼王	guiwang_mingwangjiangshi_000	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.1	0	-1
239	明王降世02-鬼王	guiwang_mingwangjiangshi_001	0.3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.3	0	-1
240	追风咒-鬼王	guiwang_zhuifengzhou_001	0.23	0	0	EffectPoint	0	-1	1	0	0.3	0	0	0	0	1.2	0	-1
241	六合镜受击	fb_liuhejing_attack_001	0	0	0	CenterPoint	3	2	1	0	0	0	0	0	0	2	0	244
242	六合镜1	fb_liuhejing_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.2	0	-1
243	六合镜2	fb_liuhejing_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.2	0	-1
244	轮回珠受击	fb_lunhuizhu_attack_001	0	0	0	EffectPoint	3	2	1	0	1.68	0	0	0	0	2	0	242
245	轮回珠1	fb_lunhuizhu_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.2	0	-1
246	轮回珠2	fb_lunhuizhu_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.2	0	-1
247	朱雀印受击	fb_zhuqueyin_attack_001	0	0	0	EffectPoint	0	2	1	0	0	0	0	0	0	3	0	269
248	朱雀印1	fb_zhuqueyin_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.5	0	-1
249	朱雀印2	fb_zhuqueyin_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.5	0	-1
250	慑心铃受击	fb_shexinling_attack_001	0	0	0	CenterPoint	3	2	1	0	0	0	0	0	0	2	0	240
251	慑心铃1	fb_shexinling_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
252	慑心铃2	fb_shexinling_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
253	神木骰受击	fb_shenmushai_attack_001	0	0	0	CenterPoint	3	2	1	0	0	0	0	0	0	2	0	267
254	神木骰1	fb_shenmushai_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
255	神木骰2	fb_shenmushai_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
256	BOSS技能通用范围提示特效（圆形）	tongyung_quan_001	0	0	2	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
257	BOSS技能通用范围提示特效（矩形）	tongyung_kuang_001	0	0	2	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
258	BOSS技能通用范围提示特效（扇形）	tongyung_shanxing_001	0	0	2	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
259	BOSS技能通用范围提示特效（环形）	tongyung_huanxing_001	0	0	2	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
260	BOSS技能通用提示特效3s（废弃）	tongyung_quan_001	0	0	2	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
261	玄火鉴释放效果	fb_xuanhuojian_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.5	0	-1
262	玄火鉴BUFF效果	fb_xuanhuojian_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	8	0	380
263	噬魂释放	fb_shihun_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2.5	0	-1
264	噬魂受击	fb_shihun_002	0	0	0	CenterPoint	1	2	1	0	0	0	0	0	0	1.5	0	272
265	兽神之叹指引特效1	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	0	0	0	0	-1
266	兽神之叹指引特效2	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	90	0	0	0	-1
267	兽神之叹指引特效3	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	180	0	0	0	-1
268	兽神之叹指引特效4	scene_mubiaozhiyin_shoushen_001	0	0	0	EffectPoint	0	-1	0	0	0	0	0	270	0	0	0	-1
269	秦无炎—万毒云海01	boss_qinwuyan_wanduyunhai_001	0.2	0	0	EffectPoint	0	-1	1	0	1.129	0.677	0	0	0	5	0	282
270	秦无炎—万毒云海02	boss_qinwuyan_wanduyunhai_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	4	0	-1
271	秦无炎—万毒云海受击	boss_dushen_shiduzhou_002	0	0	0	CenterPoint	0	2	1	0	0	0	0	0	0	0.5	0	-1
272	李洵—财大气粗01	boss_lixun_caidaqicu_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0	-1
273	李洵—财大气粗02	boss_lixun_caidaqicu_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	5	0	415
274	真元华闪01-青云	qingyun_zhenyuanhuashan_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
275	真元华闪_受击-青云	qingyun_zhenyuanhuashan_002	0	0	0	CenterPoint	0	2	1	0	0	0	0	0	0	1.5	0	291
276	真元护体-青云	qingyun_zhenyuanhuti_001	0.4	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1.5	0	-1
277	毁天灭地_loop1-鬼王	guiwang_huitianmiedi_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	-1
278	毁天灭地_loop2-鬼王	guiwang_huitianmiedi_002	0	0	0	EffectPoint	0	-1	1	0	-1.5	0	0	0	0	0	0	-1
279	毁天灭地_end1-鬼王	guiwang_huitianmiedi_003	0.65	0	0	EffectPoint	0	-1	1	0	0.1	1	0	0	0	2	0	-1
280	毁天灭地_end2-鬼王	guiwang_huitianmiedi_004	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
281	毁天灭地_end3-鬼王	guiwang_huitianmiedi_005	0.45	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
282	御雷精核-御雷	qingyun_shenjianyulei_loop001	0.2	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	283
283	大悲金轮释放效果	fb_dabeijinlun_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
284	大悲金轮持续效果	fb_dabeijinlun_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	0	332
285	摄魂释放效果	fb_shehun_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
286	摄魂受击效果	fb_shehun_002	0.5	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	310
287	绝圣弃智-青云	qingyun_jueshengqizhi_001	0.1	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	-1
288	真雷法衣01-青云	qingyun_zhenleifayi_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1	0	-1
289	真雷法衣02-青云	qingyun_zhenleifayi_002	0.45	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	-1
290	真雷法衣_BUFF-青云	buff_leidian_001	0	0	0	CenterPoint	2	-1	1	0	0	0	0	0	0	0	0	-1
291	通用BUFF_减速	debuff_jiansu_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
292	通用BUFF_魅惑	buff_meihuo_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
293	寒冰剑-施法	fb_hanbingjian_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
294	寒冰剑-受击	fb_hanbingjian_attack_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	274
295	伤心花-施法	fb_shangxinhua_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	3.5	0	292
297	山河扇-施法	fb_shanheshan_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
298	山河扇-受击	fb_shanheshan_attack_001	0	0	0	CenterPoint	1	-1	1	0	0	0	0	0	0	2	0	312
299	紫金葫芦-施法	fb_zijinhulu_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	3.5	0	-1
300	紫金葫芦-受击	fb_zijinhulu_attack_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	276
301	阴阳镜-施法	fb_yinyangjing_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2.5	0	-1
302	阴阳镜-受击	fb_yinyangjing_attack_001	0	0	0	CenterPoint	1	-1	1	0	0	0	0	0	0	2	0	314
303	霜寒雪舞01-青云	qingyun_shuanghanxuewu_004	0.2	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	-1
304	霜寒雪舞_陷阱01-青云	qingyun_shuanghanxuewu_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	412
305	霜寒雪舞_陷阱02-青云	qingyun_shuanghanxuewu_003	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	-1
306	通用BUFF_昏睡	debuff_hunshui_001	0	0	0	HeadPoint	2	5	1	0	0	0	0	0	0	0	0	-1
307	七劫斩龙诀_loop1-青云	qingyun_qijiezhanlongjue_loop001	0	0	0	EffectPoint	0	-1	1	0	0.3	0	0	0	0	0	0	-1
308	七劫斩龙诀_end1-青云	qingyun_qijiezhanlongjue_end001	0.1	0	0	EffectPoint	0	-1	1	0	0.2	-0.5	0	0	0	2	0	-1
309	七劫斩龙诀_end2-青云	qingyun_qijiezhanlongjue_end002	0.75	0	0	EffectPoint	0	-1	1	0	0.4	0	0	0	0	1.5	0	-1
310	树妖缠绕_释放-死灵渊	fb_shexinling_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
311	树妖缠绕_陷阱-死灵渊	boss_shuyao_001	0.5	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
312	树妖缠绕_陷阱激活-死灵渊	boss_shuyao_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	-1
313	未名斩1-鬼王	guiwang_weimingzhan_001	0.32	0	0	EffectPoint	0	-1	1	0	0.1	-0.5	0	0	0	1	0	-1
314	未名斩2-鬼王	guiwang_weimingzhan_002	0.85	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	1.5	0	-1
315	未名斩4-鬼王	guiwang_weimingzhan_004	2.1	0	0	EffectPoint	0	-1	1	0	0.1	1.5	0	0	0	1.5	0	-1
316	未名斩3-鬼王	guiwang_weimingzhan_003	1.7	0	0	EffectPoint	0	-1	1	0	2.5	0.5	0	0	0	0.3	0	-1
317	风花雪月1-合欢	hehuan_fenghuaxueyue_001	0.1	0	0	EffectPoint	0	-1	1	0	0.6	0.3	0	0	0	2	0	-1
318	风花雪月2-合欢	hehuan_fenghuaxueyue_002	1.4	0	0	EffectPoint	0	-1	1	0	0.05	-1	0	0	0	2.5	0	-1
319	风花雪月_受击1-合欢	hehuan_fenghuaxueyue_shouji_003	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
320	风花雪月_受击2-合欢（废弃）	hehuan_fenghuaxueyue_shouji_003	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
321	幻月洞府-心魔-自爆	boss_zibaoyuanling_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	308
322	帮战战旗引导	scene_shifu_chixu_001	0	0	0	EffectPoint	2	5	1	0	1	0	0	0	0	10	0	212
323	草庙村-尸王-血毒	boss_xuedushiwang_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
324	草庙村-尸王-冰毒	boss_bingdushiwang_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
325	草庙村-尸王-蛊毒	boss_gudushiwang_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
326	草庙村-尸王-冥毒	boss_mingdushiwang_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
327	草庙村-尸王-冰毒-受击	tongyong_shouji_bing_000	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	3	0	-1
328	草庙村-尸王-蛊毒-受击	boss_dushen_shiduzhou_002	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
329	草庙村-尸王-冥毒-受击	fb_shexinling_attack_001	0	0	0	CenterPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
330	草庙村-噬血普智-噬血	boss_shixuepuzhi_shixue_001	0	0	0	EffectPoint	0	-1	1	0.3	0.8	0	0	0	0	3	1	-1
331	草庙村-噬血普智-疯狂	boss_shixuepuzhi_fengkuang_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1	0	-1
332	草庙村-噬血普智-噬血-受击	boss_shixuepuzhi_shixue_002	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	334
333	镇魔古洞-赤眼猪妖-荆棘-施法	boss_dushen_shiduzhou_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
334	镇魔古洞-赤眼猪妖-荆棘-持续	boss_shuyao_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	0	0	597
335	镇魔古洞-赤眼猪妖-厚皮-施法	boss_shixuepuzhi_fengkuang_001	1.7	0	0	EffectPoint	1	-1	1	0	0.25	1.5	0	0	0	1.5	0	-1
336	镇魔古洞-赤眼猪妖-厚皮-持续	buff_hudun_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
337	镇魔古洞-八荒玄火兽-撕碎-施法	boss_shenmushai_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
338	镇魔古洞-八荒玄火兽-撕碎-受击	boss_shenmushai_attack_001	0	0	0	CenterPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
339	镇魔古洞-八荒玄火兽-割裂-蓄力	boss_shixuepuzhi_shixue_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
340	镇魔古洞-八荒玄火兽-割裂-施法	boss_zibaoyuanling_001	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
341	镇魔古洞-八荒玄火兽-割裂-受击	boss_shixuepuzhi_shixue_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
342	镇魔古洞-饕餮-45度-释放	boss_jiumingxuanshe_001	0	0	0	EffectPoint	1	-1	1	-3.69	1.88	2.76	0	0	0	2	0	-1
343	镇魔古洞-饕餮-毒雾-释放	boss_dushen_shiduzhou_001	0.9	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	2	0	-1
344	镇魔古洞-饕餮-猛击-释放	boss_nianlaoda_weiwoduzun_001	4.2	0	0	EffectPoint	1	-1	1	0	0	2.5	0	0	0	2	0	593
345	金瓶儿-焚香谷相位怪	hehuan_jn_qiubo_01	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
346	鬼先生-合欢任务相位怪	fb_yinyangjing_attack_001	3	0	0	EffectPoint	0	-1	1	0	1.61	0.36	0	0	0	2	0	-1
347	猴王赤月-逍遥涧相位怪	boss_mingdushiwang_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2	0	-1
348	伏龙鼎-施法	fb_fulongding_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
349	伏龙鼎-受击	fb_fulongding_attack_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2	0	321
350	合欢铃-施法	fb_hehuanling_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
351	琥珀朱绫-施法	fb_hupozhuling_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
352	琥珀朱绫-受击	fb_hupozhuling_attack_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	1.5	0	328
353	羽翅-施法	fb_yuchi_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
354	羽皇-施法	fb_yuhuang_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
355	乾坤青光戒-施法	fb_qiankunqingguangjie_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	1	0	-1
356	乾坤青光戒-受击	fb_qiankunqingguangjie_attack_001	0	0	0	CenterPoint	2	-1	1	0	0	0	0	0	0	1	0	326
357	天琊-施法	fb_tianya_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
358	天琊-受击	fb_tianya_attack_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2	0	-1
359	紫芒刄-施法	fb_zimangren_001	0	0	0	EffectPoint	2	-1	1	0	0	0	0	0	0	2.5	0	-1
360	紫芒刄-受击	fb_zimangren_attack_001	0	0	0	CenterPoint	2	-1	1	0	0	0	0	0	0	1.2	0	324
361	噬血珠-施法	fb_shixuezhu_001	0	0	0	EffectPoint	2	-1	1	0	0.1	0	0	0	0	1	0	-1
362	通用回血	buff_huixue_001	0	0	0	EffectPoint	2	5	1	0	0	0	0	0	0	0	0	-1
363	噬血珠-持续	fb_shixuezhu_002	0	0	0	EffectPoint	2	-1	1	0	0.1	0	0	0	0	6	0	381
364	幻月洞府-万剑一-斩鬼神	qingyun_qijiezhanlongjue_002	3	0	0	EffectPoint	2	-1	1	0	0	3.98	0	0	0	1.5	0	-1
365	萧肃-相位怪	boss_nianlaoda_weiwoduzun_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	3	0	-1
366	观棋-相位怪	boss_shixuepuzhi_fengkuang_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
367	姜老三-死灵渊	boss_jianglaosan_001	0.45	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	331
368	黑水玄蛇技能-降攻毒-死灵渊	boss_heisexuanshe_001	0	0	0	EffectPoint	0	-1	1	-2	1	1.2	0	0	0	0	1	-1
369	黑水玄蛇技能-远程近程毒-死灵渊	boss_jiumingxuanshe_001	0.4	0	0	EffectPoint	0	-1	1	-3	1	-1	0	0	0	1.4	1	-1
370	黑水玄蛇技能-晕眩毒爆炸-死灵渊	fb_yinyangjing_attack_001	0	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0	0	-1
371	鱼人1-兽神之叹	boss_yuren_aoe_001	0.65	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3	0	-1
372	白骨蛇妖-兽神之叹	boss_heisexuanshe_001	3	0	0	EffectPoint	0	-1	1	-4	2	1.2	0	0	0	2	0	-1
373	巫妖-兽神之叹	boss_zibaoyuanling_001	3	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	-1
374	饕餮-兽神之叹	boss_qinwuyan_wanduyunhai_001	4.2	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	2	0	-1
375	炼血堂入侵-林峰-财大气粗1	boss_lixun_caidaqicu_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0.5	0	-1
376	炼血堂入侵-林峰-财大气粗2	boss_lixun_caidaqicu_002	3.5	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	415
377	炼血堂入侵-美艳少妇-天生尤物	boss_tianshengyouwu_001	0.75	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	0.8	0	-1
378	炼血堂逆袭-野狗道人-冷言冷语-受击	fb_yinyangjing_attack_001	0.45	0	0	EffectPoint	0	-1	1	0	1	0.5	0	0	0	2	0	-1
379	炼血堂逆袭-年老大-唯我独尊	boss_nianlaoda_weiwoduzun_001	3	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
380	青云展示-绝圣弃智-青云	qingyun_jueshengqizhi_001	0.6	0	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	2	0	-1
381	诛仙剑-施法	fb_zhuxianjian_002	0	0	0	EffectPoint	1	-1	1	0	0	0	0	0	0	1.5	0	-1
382	诛仙剑-受击	fb_zhuxianjian_001	0.6	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0	378
383	天书开启UI特效	ui_tianshukaiqi_001	0	0	0	EffectPoint	0	-1	0	0	0	5.99	-90	-180	0	3.8	0	-1
384	宠物增益释放	chongwu_tyjn_zengyi_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
385	宠物减损释放	chongwu_tyjn_jianyi_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
386	宠物增益受击	buff_caijiwancheng_001	0	0	0	EffectPoint	0	-1	1	0	0	0	0	0	0	1.5	0	-1
