Id	Desc	LowLevel	PreMisID0	PreMisID1	PreMisID2	PreMisID3	PreMisID4	ProfessionID	IsLoop
905	小池镇-支线-转告万氏	40	904	-1	-1	-1	-1	-1	0
906	小池镇-支线-撒泼打滚	40	905	-1	-1	-1	-1	-1	0
907	小池镇-支线-打翻醋坛	40	906	-1	-1	-1	-1	-1	0
908	小池镇-支线-变本加厉	40	907	-1	-1	-1	-1	-1	0
909	小池镇-支线-珍珠项链	40	908	-1	-1	-1	-1	-1	0
910	小池镇-支线-转告书生	40	909	-1	-1	-1	-1	-1	0
911	小池镇-支线-报答村长	40	910	-1	-1	-1	-1	-1	0
912	小池镇-支线-为民除害	40	911	-1	-1	-1	-1	-1	0
913	小池镇-支线-防患未然	40	912	-1	-1	-1	-1	-1	0
914	小池镇-支线-回禀村长	40	913	-1	-1	-1	-1	-1	0
915	小池镇-支线-闷闷不乐	40	914	-1	-1	-1	-1	-1	0
916	小池镇-支线-关心小七	40	915	-1	-1	-1	-1	-1	0
917	小池镇-支线-童年旧事	40	916	-1	-1	-1	-1	-1	0
918	小池镇-支线-儿时玩伴	40	917	-1	-1	-1	-1	-1	0
919	小池镇-支线-报仇雪恨	40	918	-1	-1	-1	-1	-1	0
920	小池镇-支线-吉人天相	40	919	-1	-1	-1	-1	-1	0
921	主线-青云-明日再战	1	2130	-1	-1	-1	-1	0	0
922	主线-鬼王-明日再战	1	2131	-1	-1	-1	-1	2	0
923	主线-天音-明日再战	1	2132	-1	-1	-1	-1	1	0
924	主线-合欢-明日再战	1	2133	-1	-1	-1	-1	3	0
925	主线-好物相赠	1	1047	-1	-1	-1	-1	-1	0
926	流波山-主线-初到流波	40	617	-1	-1	-1	-1	-1	0
927	流波山-主线-流波之祸	40	926	-1	-1	-1	-1	-1	0
928	流波山-主线-渔民求助	40	927	-1	-1	-1	-1	-1	0
929	流波山-主线-凶狠鳄鱼	40	928	-1	-1	-1	-1	-1	0
930	流波山-主线-渔民所望	40	929	-1	-1	-1	-1	-1	0
931	流波山-主线-初见海盗	40	930	-1	-1	-1	-1	-1	0
932	流波山-主线-跋扈海贼	40	931	-1	-1	-1	-1	-1	0
933	流波山-主线-出手教训	40	932	-1	-1	-1	-1	-1	0
934	流波山-主线-返回渔村	40	933	-1	-1	-1	-1	-1	0
935	流波山-主线-再问传说	40	934	-1	-1	-1	-1	-1	0
936	流波山-主线-访问长老	40	935	-1	-1	-1	-1	-1	0
937	流波山-主线-流波怪事	40	936	-1	-1	-1	-1	-1	0
938	流波山-主线-疯癫青年	40	937	-1	-1	-1	-1	-1	0
939	流波山-主线-十年之前	40	938	-1	-1	-1	-1	-1	0
940	流波山-主线-镇海神器	40	939	-1	-1	-1	-1	-1	0
941	流波山-主线-山堂求援	40	940	-1	-1	-1	-1	-1	0
942	流波山-主线-修炼之人	40	941	-1	-1	-1	-1	-1	0
943	流波山-主线-请求帮助	40	942	-1	-1	-1	-1	-1	0
944	流波山-主线-找寻师姐	40	2060	-1	-1	-1	-1	-1	0
945	流波山-主线-请回山堂	40	944	-1	-1	-1	-1	-1	0
946	流波山-主线-寻找奇石	40	945	-1	-1	-1	-1	-1	0
947	流波山-主线-争夺奇石	40	946	-1	-1	-1	-1	-1	0
948	流波山-主线-物归原主	40	947	-1	-1	-1	-1	-1	0
949	流波山-主线-吸血老怪	40	948	-1	-1	-1	-1	-1	0
950	流波山-主线-心心念念	40	949	-1	-1	-1	-1	-1	0
951	流波山-主线-美好回忆	40	950	-1	-1	-1	-1	-1	0
952	流波山-主线-任性师姐	40	951	-1	-1	-1	-1	-1	0
953	流波山-主线-探寻美食	40	952	-1	-1	-1	-1	-1	0
954	流波山-主线-生鲜美味	40	953	-1	-1	-1	-1	-1	0
955	流波山-主线-如何烹调	40	954	-1	-1	-1	-1	-1	0
956	流波山-主线-烹饪之法	40	955	-1	-1	-1	-1	-1	0
957	流波山-主线-调味之料	40	956	-1	-1	-1	-1	-1	0
958	流波山-主线-烹饪美味	40	957	-1	-1	-1	-1	-1	0
959	流波山-主线-美食快递	40	958	-1	-1	-1	-1	-1	0
960	流波山-主线-故事再续	40	959	-1	-1	-1	-1	-1	0
961	流波山-主线-寻得帮助	40	960	-1	-1	-1	-1	-1	0
962	流波山-主线-海贼内乱	40	961	-1	-1	-1	-1	-1	0
963	流波山-主线-联系齐昊	40	962	-1	-1	-1	-1	-1	0
964	流波山-主线-探索水寨	40	963	-1	-1	-1	-1	-1	0
965	流波山-主线-校训海贼	40	964	-1	-1	-1	-1	-1	0
966	流波山-主线-收集柴火	40	965	-1	-1	-1	-1	-1	0
967	流波山-主线-火烧水寨	40	966	-1	-1	-1	-1	-1	0
968	流波山-主线-头目现身	40	967	-1	-1	-1	-1	-1	0
969	流波山-主线-挑战贼王	40	968	-1	-1	-1	-1	-1	0
970	流波山-主线-大战贼王	40	969	-1	-1	-1	-1	-1	0
971	流波山-主线-要还法宝	40	970	-1	-1	-1	-1	-1	0
972	流波山-主线-召唤夔牛	40	971	-1	-1	-1	-1	-1	0
973	流波山-主线-大战夔牛	40	972	-1	-1	-1	-1	-1	0
974	流波山-主线-交予渔民	40	973	-1	-1	-1	-1	-1	0
975	流波山-主线-镇海之法	40	974	-1	-1	-1	-1	-1	0
976	流波山-主线-望夫山崖	40	975	-1	-1	-1	-1	-1	0
977	流波山-主线-重归平静	40	976	-1	-1	-1	-1	-1	0
978	流波山-主线-师门传唤	50	2173	-1	-1	-1	-1	-1	0
979	主线-赶赴南疆	80	702	-1	-1	-1	-1	-1	0
980	主线-媚骨粗衫	80	979	-1	-1	-1	-1	-1	0
981	主线-黄衣女子	80	980	-1	-1	-1	-1	-1	0
982	主线-追踪有术	80	981	-1	-1	-1	-1	-1	0
983	主线-小灰洗澡	80	982	-1	-1	-1	-1	-1	0
984	主线-调虎离山	80	983	-1	-1	-1	-1	-1	0
985	主线-狐族史话	80	984	-1	-1	-1	-1	-1	0
986	主线-魅力难挡	80	985	-1	-1	-1	-1	-1	0
987	主线-南疆特产	80	986	-1	-1	-1	-1	-1	0
988	主线-只有三样	80	987	-1	-1	-1	-1	-1	0
989	主线-网罗黄雀	80	988	-1	-1	-1	-1	-1	0
990	主线-土闷黄雀	80	989	-1	-1	-1	-1	-1	0
991	主线-黑心果实	80	990	-1	-1	-1	-1	-1	0
992	主线-油炸果实	80	991	-1	-1	-1	-1	-1	0
993	主线-长尾熊尾	80	992	-1	-1	-1	-1	-1	0
994	主线-烤制熊尾	80	993	-1	-1	-1	-1	-1	0
995	主线-打包美食	80	994	-1	-1	-1	-1	-1	0
996	主线-清扫院子	80	995	-1	-1	-1	-1	-1	0
997	主线-夜半人声	80	996	-1	-1	-1	-1	-1	0
998	主线-何事惊扰	80	997	-1	-1	-1	-1	-1	0
999	主线-魂牵碧瑶	80	998	-1	-1	-1	-1	-1	0
1000	主线-大战李洵	80	999	-1	-1	-1	-1	-1	0
1001	主线-燕虹所在	80	1000	-1	-1	-1	-1	-1	0
1002	主线-入土为安	80	1001	-1	-1	-1	-1	-1	0
1003	主线-十年情思	80	1002	-1	-1	-1	-1	-1	0
1004	主线-凡世傻瓜	80	1003	-1	-1	-1	-1	-1	0
1005	主线-清除苔藓	80	1004	-1	-1	-1	-1	-1	0
1006	主线-山野清泉	80	1005	-1	-1	-1	-1	-1	0
1007	主线-入七里峒	80	1006	-1	-1	-1	-1	-1	0
1008	主线-造桥材料	80	1007	-1	-1	-1	-1	-1	0
1009	主线-制造木桥	80	1008	-1	-1	-1	-1	-1	0
1010	主线-击杀猪妖	80	1009	-1	-1	-1	-1	-1	0
1011	主线-上等好货	80	1010	-1	-1	-1	-1	-1	0
1012	主线-巫师祭坛	80	1011	-1	-1	-1	-1	-1	0
1013	主线-剑拔弩张	80	1012	-1	-1	-1	-1	-1	0
1014	主线-色心不改	80	1013	-1	-1	-1	-1	-1	0
1015	主线-扔到水里	80	1014	-1	-1	-1	-1	-1	0
1016	主线-苗人族长	80	1015	-1	-1	-1	-1	-1	0
1017	主线-听候安排	80	1016	-1	-1	-1	-1	-1	0
1018	主线-无酒不欢	80	1017	-1	-1	-1	-1	-1	0
1019	主线-解酒奇花	80	1018	-1	-1	-1	-1	-1	0
1020	主线-酒量惊人	80	1019	-1	-1	-1	-1	-1	0
1021	主线-怎能无酒	80	1020	-1	-1	-1	-1	-1	0
1022	主线-横七竖八	80	1021	-1	-1	-1	-1	-1	0
1023	主线-小白心思	80	1022	-1	-1	-1	-1	-1	0
1024	主线-带回小灰	80	1023	-1	-1	-1	-1	-1	0
1025	主线-馋嘴猴子	80	1024	-1	-1	-1	-1	-1	0
1026	主线-族长来了	80	1025	-1	-1	-1	-1	-1	0
1027	主线-面见巫师	80	1026	-1	-1	-1	-1	-1	0
1028	主线-暂且住下	80	1027	-1	-1	-1	-1	-1	0
1029	主线-苗人小屋	80	1028	-1	-1	-1	-1	-1	0
1030	主线-犬神警告	80	1029	-1	-1	-1	-1	-1	0
1031	主线-风云变幻	80	1030	-1	-1	-1	-1	-1	0
1032	主线-帮大巫师	80	1031	-1	-1	-1	-1	-1	0
1033	主线-争夺黑杖	80	1032	-1	-1	-1	-1	-1	0
1034	主线-回告鬼厉	80	1033	-1	-1	-1	-1	-1	0
1035	主线-大杀四方	80	1034	-1	-1	-1	-1	-1	0
1036	主线-嗜血魔王	80	1035	-1	-1	-1	-1	-1	0
1037	主线-追回黑杖	80	1036	-1	-1	-1	-1	-1	0
1038	主线-神剑御雷	80	1037	-1	-1	-1	-1	-1	0
1039	主线-情之所牵	80	1038	-1	-1	-1	-1	-1	0
1040	主线-达摩武学	1	122	-1	-1	-1	-1	0	0
1041	主线-暴露行踪	1	241	-1	-1	-1	-1	1	0
1042	主线-暴露行踪	1	309	-1	-1	-1	-1	2	0
1043	主线-暴露行踪	1	180	-1	-1	-1	-1	3	0
1044	主线-延请大能	1	35	-1	-1	-1	-1	-1	0
1045	主线-狐妖之祸	1	1044	-1	-1	-1	-1	-1	0
1046	主线-回禀城主	1	1045	-1	-1	-1	-1	-1	0
1047	主线-难以开口	1	1046	-1	-1	-1	-1	-1	0
1048	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1049	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1050	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1051	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1052	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1053	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1054	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1055	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1056	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1057	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1058	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1059	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1060	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1061	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1062	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1063	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1064	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1065	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1066	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1067	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1068	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1069	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1070	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1071	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1072	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1073	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1074	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1075	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1076	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1077	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1078	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1079	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1080	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1081	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1082	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1083	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1084	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1085	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1086	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1087	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1088	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1089	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1090	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1091	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1092	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1093	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1094	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1095	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1096	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1097	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1098	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1099	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1100	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1101	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1102	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1103	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1104	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1105	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1106	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1107	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1108	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1109	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1110	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1111	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1112	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1113	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1114	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1115	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1116	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1117	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1118	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1119	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1120	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1121	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1122	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1123	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1124	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1125	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1126	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1127	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1128	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1129	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1130	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1131	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1132	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1133	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1134	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1135	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1136	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1137	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1138	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1139	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1140	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1141	场景环-采集物品	22	-1	-1	-1	-1	-1	-1	1
1142	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1143	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1144	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1145	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1146	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1147	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1148	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1149	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1150	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1151	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1152	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1153	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1154	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1155	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1156	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1157	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1158	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1159	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1160	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1161	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1162	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1163	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1164	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1165	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1166	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1167	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1168	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1169	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1170	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1171	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1172	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1173	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1174	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1175	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1176	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1177	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1178	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1179	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1180	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1181	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1182	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1183	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1184	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1185	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1186	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1187	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1188	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1189	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1190	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1191	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1192	场景环-寻人送信	22	-1	-1	-1	-1	-1	-1	1
1193	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1194	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1195	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1196	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1197	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1198	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1199	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1200	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1201	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1202	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1203	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1204	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1205	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1206	场景环-为民除害	22	-1	-1	-1	-1	-1	-1	1
1207	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1208	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1209	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1210	场景环-收集物品	22	-1	-1	-1	-1	-1	-1	1
1211	合欢-隐藏任务-唉声叹气（1）	15	-1	-1	-1	-1	-1	-1	0
1212	合欢-隐藏任务-唉声叹气（2）	15	1211	-1	-1	-1	-1	-1	0
1213	青云-隐藏1-神秘包裹	15	-1	-1	-1	-1	-1	-1	0
1214	青云-隐藏1-小竹之行	15	1213	-1	-1	-1	-1	-1	0
1215	青云-隐藏1-道出来历	15	1214	-1	-1	-1	-1	-1	0
1216	青云-隐藏1-大竹之行	15	1215	-1	-1	-1	-1	-1	0
1217	青云-隐藏1-好人发卡	15	1216	-1	-1	-1	-1	-1	0
1218	青云-隐藏1-贪吃猴子	15	1217	-1	-1	-1	-1	-1	0
1219	青云-隐藏2-似有玄机	15	1218	-1	-1	-1	-1	-1	0
1220	青云-隐藏2-知无不晓	15	1219	-1	-1	-1	-1	-1	0
1221	青云-隐藏2-谁是凶手	15	1220	-1	-1	-1	-1	-1	0
1222	青云-隐藏2-灵尊大神	15	1221	-1	-1	-1	-1	-1	0
1223	青云-隐藏2-艰难选择	15	1222	-1	-1	-1	-1	-1	0
1224	夫妻-进阶-金婚	45	725	-1	-1	-1	-1	-1	0
1225	夫妻-进阶-金婚	45	1226	-1	-1	-1	-1	-1	0
1226	夫妻-进阶-金婚	45	1224	-1	-1	-1	-1	-1	0
1227	【废弃】鬼王-隐藏任务-一掷千金（1）	99999	-1	-1	-1	-1	-1	-1	0
1228	【废弃】鬼王-隐藏任务-一掷千金（2）	99999	-1	-1	-1	-1	-1	-1	0
1229	【废弃】鬼王-隐藏任务-一掷千金（3）	99999	-1	-1	-1	-1	-1	-1	0
1230	鬼王-隐藏任务-泄露天机	1	-1	-1	-1	-1	-1	-1	0
1231	鬼王-隐藏任务-将信将疑	1	1230	-1	-1	-1	-1	-1	0
1232	鬼王-隐藏任务-慷慨之赠	1	1231	-1	-1	-1	-1	-1	0
1233	天音-隐藏1-有事交代	15	372	-1	-1	-1	-1	-1	0
1234	天音-隐藏1-撞钟和尚	15	1233	-1	-1	-1	-1	-1	0
1235	天音-隐藏2-伪装者壹	15	-1	-1	-1	-1	-1	-1	0
1236	天音-隐藏2-伪装者贰	15	1235	-1	-1	-1	-1	-1	0
1237	聊天框特殊输入-隐藏-不忘初心	1	-1	-1	-1	-1	-1	-1	0
1238	特殊物品使用-隐藏-河阳志（1）	30	-1	-1	-1	-1	-1	-1	0
1239	特殊物品使用-隐藏-河阳志（2）	30	1238	-1	-1	-1	-1	-1	0
1240	特殊物品使用-隐藏-河阳志（3）	30	1239	-1	-1	-1	-1	-1	0
1241	特殊物品使用-隐藏-河阳志（4）	30	1240	-1	-1	-1	-1	-1	0
1242	特殊物品使用-隐藏-河阳志（5）	30	1241	-1	-1	-1	-1	-1	0
1243	特殊物品使用-隐藏-河阳志（6）	30	1242	-1	-1	-1	-1	-1	0
1244	特殊坐标-隐藏-神秘来客（1）	10	-1	-1	-1	-1	-1	-1	0
1245	特殊坐标-隐藏-神秘来客（2）	10	1244	-1	-1	-1	-1	-1	0
1246	特殊坐标-隐藏-神秘来客（3）	10	1245	-1	-1	-1	-1	-1	0
1247	十万大山-主线-追踪圣器	90	1039	-1	-1	-1	-1	-1	0
1248	十万大山-主线-壮族巫师	90	1247	-1	-1	-1	-1	-1	0
1249	十万大山-主线-追击巫妖	90	1248	-1	-1	-1	-1	-1	0
1250	十万大山-主线-大战饕餮	90	1249	-1	-1	-1	-1	-1	0
1251	十万大山-主线-发光之物	90	1250	-1	-1	-1	-1	-1	0
1252	十万大山-主线-杀生和尚	90	1251	-1	-1	-1	-1	-1	0
1253	十万大山-主线-遮天蔽日	90	1252	-1	-1	-1	-1	-1	0
1254	十万大山-主线-埋葬尸体	90	1253	-1	-1	-1	-1	-1	0
1255	十万大山-主线-祛除瘴气	90	1254	-1	-1	-1	-1	-1	0
1256	十万大山-主线-驱赶困意	90	1255	-1	-1	-1	-1	-1	0
1257	十万大山-主线-突破兽潮	90	1256	-1	-1	-1	-1	-1	0
1258	十万大山-主线-女子雕像	90	1257	-1	-1	-1	-1	-1	0
1259	十万大山-主线-神秘魔力	90	1258	-1	-1	-1	-1	-1	0
1260	十万大山-主线-大战凶灵	90	1259	-1	-1	-1	-1	-1	0
1261	十万大山-主线-凶灵黑虎	90	1260	-1	-1	-1	-1	-1	0
1262	十万大山-主线-是非对错	90	1261	-1	-1	-1	-1	-1	0
1263	十万大山-主线-屡次进犯	90	1262	-1	-1	-1	-1	-1	0
1264	十万大山-主线-圣器齐聚	90	1263	-1	-1	-1	-1	-1	0
1265	十万大山-主线-大势已去	90	1264	-1	-1	-1	-1	-1	0
1266	十万大山-主线-兽神出世	90	1265	-1	-1	-1	-1	-1	0
1267	十万大山-主线-祭奠玲珑	90	1266	-1	-1	-1	-1	-1	0
1268	十万大山-主线-合欢秘术	90	1267	-1	-1	-1	-1	-1	0
1269	十万大山-主线-再探雕像	90	1268	-1	-1	-1	-1	-1	0
1270	十万大山-主线-魔力消失	90	1269	-1	-1	-1	-1	-1	0
1271	十万大山-主线-寻找青龙	90	1270	-1	-1	-1	-1	-1	0
1272	十万大山-主线-帮忙解围	90	1271	-1	-1	-1	-1	-1	0
1273	十万大山-主线-落难原因	90	1272	-1	-1	-1	-1	-1	0
1274	十万大山-主线-寻找戒指	90	1273	-1	-1	-1	-1	-1	0
1275	十万大山-主线-血炼媒介	90	1274	-1	-1	-1	-1	-1	0
1276	十万大山-主线-玲珑之心	90	1275	-1	-1	-1	-1	-1	0
1277	十万大山-主线-血炼戒指	90	1276	-1	-1	-1	-1	-1	0
1278	十万大山-主线-中原之危	90	1277	-1	-1	-1	-1	-1	0
1279	传播类-隐藏-英雄救美（1）	42	-1	-1	-1	-1	-1	-1	0
1280	传播类-隐藏-英雄救美（2）	42	1279	-1	-1	-1	-1	-1	0
1281	生活技能-隐藏-神秘藏宝图（1）	28	-1	-1	-1	-1	-1	-1	0
1282	生活技能-隐藏-神秘藏宝图（2）	28	1281	-1	-1	-1	-1	-1	0
1283	生活技能-隐藏-神秘藏宝图（3）	28	1282	-1	-1	-1	-1	-1	0
1284	生活技能-隐藏-神秘藏宝图（4）	28	1283	-1	-1	-1	-1	-1	0
1285	流波山-支线-嘴馋师姐	40	959	-1	-1	-1	-1	-1	0
1286	流波山-支线-就地取材	40	1285	-1	-1	-1	-1	-1	0
1287	流波山-支线-不同风格	40	1286	-1	-1	-1	-1	-1	0
1288	流波山-支线-异域风情	40	1287	-1	-1	-1	-1	-1	0
