Id	Name	Name	Title	ResPath	CommonAnimPath	AnimPath	HeadPic	HalfFakeOjbID	HeadInfoHeight	DamageBoardHeight	Scale	DeadSound01	DeadSound02	DeadSound03	DeadEffectId	SpecialStandAnimId	SpecialRunAnimId	SpecialDeadAnimId	AttackSoundRate	AttcackSoundId	HitSoundRate	HitSoundId	ModelType	EffectScale	OffsetX	OffsetY	OffsetZ	ColliderRadius	ColliderHeight	NpcAttack1SoundId	NpcAttack2SoundId
327	死亡沼泽-秦无炎	秦无炎	NPC	Npc_qinwuyan_1		Animation/Player/Man/Qingyun	DaLiHead	295	1.8	2	1	24	23	22	-1	71	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
328	死亡沼泽-曾书书	曾书书	NPC	Npc_zengshushu_1		Animation/NPC/Man/MatureMan/One_Sword	head-shaolin	296	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
329	死亡沼泽-鬼厉	鬼厉	NPC	Npc_zhangxiaofan_1		Animation/NPC/Man/MatureMan/One_Sword	head-shaolin	296	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
330	死亡沼泽-陆雪琪	陆雪琪	NPC	Npc_luxueqi_1		Animation/NPC/Woman/MatureWoman/One_Sword	head-shaolin	306	1.6	2	1	25	247	248	-1	-1	-1	-1	50	12	80	18	2	-1	0	0	0	0.5	3	217	218
331	死亡沼泽-鬼王	鬼王	NPC	Npc_guiwang_1		Animation/NPC/Man/Strong/Magic	head-shaolin	298	2.1	2.3	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
332	死亡沼泽-青龙	青龙	NPC	Npc_qinglong_1		Animation/NPC/Man/MatureMan/No_Weapon	DaLiHead	295	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
333	死亡沼泽-幽姬	幽姬	NPC	Npc_youji_1		Animation/NPC/Woman/MatureWoman/One_Sword	head-shaolin	306	1.8	2	1	25	247	248	-1	-1	-1	-1	50	12	80	18	2	-1	0	0	0	0.5	3	-1	-1
334	死亡沼泽-任务-水洼	水洼	任务点	Npc_Pobudui_1				-1	0.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	0	0.5	3	-1	-1
335	死亡沼泽-任务-记号点	记号点	任务点	Npc_empty				-1	0.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	0	0.5	3	-1	-1
336	死亡沼泽-相位BOSS-长生堂长老	长生堂长老	怪物	Npc_cangsongdaoren_1		Animation/NPC/Man/MatureMan/Magic	DaLiHead	293	1.8	2	1	24	23	22	-1	-1	-1	-1	50	-1	80	19	1	-1	0	0	0	0.5	3	515	516
337	死亡沼泽-相位BOSS-秦无炎	秦无炎	怪物	Npc_qinwuyan_1		Animation/NPC/Man/MatureMan/One_Sword	DaLiHead	295	1.8	2	1	24	23	22	-1	-1	-1	-1	50	534	80	19	1	-1	0	0	0	0.5	3	533	533
338	死亡沼泽-相位BOSS-黑水玄蛇	黑水玄蛇	怪物	Npc_jiumingxuanshe_1		Animation/NPC/Animal/Snake	DaLiHead	17	6	2	1	103	103	103	-1	-1	-1	-1	0	-1	0	-1	4	-1	0	0	0	0.5	3	102	102
339	死亡沼泽-相位BOSS-九天黄鸟	九天黄鸟	怪物	Npc_huangniao_1		Animation/NPC/Animal/Bird	TianShanHead	52	4.5	5	2.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	530	531
340	死亡沼泽-野怪-蝙蝠	小蝙蝠	NPC	Npc_bianfu_1		Animation/NPC/Animal/Bat	head-shaolin	302	2	2.2	1	75	75	75	-1	-1	-1	-1	0	-1	80	298	5	-1	0	0	0	0.5	3	296	297
341	死亡沼泽-野怪-鱼人	鱼人	怪物	Npc_renyu_1		Animation/NPC/Man/Titan	TianShanHead	301	2.3	2.5	1	188	188	188	-1	-1	-1	-1	0	-1	80	189	1	-1	0	0	0	0.5	3	374	375
342	死亡沼泽-野怪-万毒门弟子	万毒门弟子	怪物	Npc_dushi_1		Animation/NPC/Man/MatureMan/No_Weapon	head-shaolin	295	2	2.2	1	188	188	188	-1	-1	-1	-1	0	-1	80	189	1	-1	0	0	0	0.5	3	72	187
343	死亡沼泽-野怪-长生堂弟子	长生堂弟子	怪物	Npc_cangsongdaoren_1		Animation/NPC/Man/MatureMan/Magic	DaLiHead	293	1.8	2	1	24	23	22	-1	-1	-1	-1	50	-1	80	19	1	-1	0	0	0	0.5	3	515	516
344	死亡沼泽-法相	法相	NPC	Npc_faxiang_1		Animation/NPC/Man/MatureMan/Magic	DaLiHead	293	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
345	死亡沼泽-林惊羽	林惊羽	NPC	Npc_linjingyu_1		Animation/NPC/Man/MatureMan/One_Sword	head-shaolin	296	1.8	2	1	249	249	249	-1	-1	-1	-1	50	15	80	19	1	-1	0	0	0	0.5	3	123	123
346	大王村-任务-试毒银针	试毒点	任务点	Npc_Pobudui_1				-1	0.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	0	0.5	3	-1	-1
347	大王村-任务-幸存弟子	人质牢笼	任务点	Npc_Pobudui_1				-1	0.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	0	0.5	3	-1	-1
348	大王村-任务-捣毁毒罐	毒罐	任务点	Npc_empty				-1	0.5	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	0	0	0	0.5	3	-1	-1
349	死亡沼泽-相位小BOSS-精壮鱼人	精壮鱼人	怪物	Npc_renyu_1		Animation/NPC/Man/Titan	TianShanHead	301	2.3	2.5	1	188	188	188	-1	-1	-1	-1	0	-1	80	189	1	-1	0	0	0	0.5	3	374	375
350	苗族女战士	苗族女战士	NPC	Npc_miaozunvzhanshi_1		Animation/NPC/Woman/MatureWoman/One_Sword	TianShanHead	306	1.6	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	-1	-1
351	鬼王男-60级（废弃）	主角：鬼王	主角	Zy_guiwangnan_060		Animation/Player/Man/Guiwang	TianShanHead	48	1.8	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	0	0	0	0.5	3	-1	-1
352	鬼王女-60级（废弃）	主角：鬼王	主角	Zy_guiwangnv_060		Animation/Player/Woman/Guiwang	TianShanHead	49	1.6	2	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	2	-1	0	0	0	0.5	3	-1	-1
353	小池镇-NPC-万氏	万氏	NPC	Npc_wenmin_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.6	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	-1	-1
354	首登场景-小冥蛇	冥蛇	怪物	Npc_jiumingxuanshe_1		Animation/NPC/Animal/Snake	DaLiHead	17	1.8	1.5	0.3	538	538	538	-1	-1	-1	-1	0	-1	0	-1	4	0.3	0	0	0	0.5	3	102	102
355	宠物-普通-顽猴-1级	顽猴	宠物	Npc_houzi_1		Animation/NPC/Animal/Monkey	head-shaolin	140	1	1.2	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	287	287
356	宠物-稀有-顽猴-1级	顽猴	宠物	Npc_houzi_3		Animation/NPC/Animal/Monkey	head-shaolin	141	1	1.2	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	287	287
357	宠物-普通-广寒玉兔-1级	广寒玉兔	宠物	Npc_tuzi_1		Animation/NPC/Animal/Rabbit	head-shaolin	20	1.2	1.5	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
358	宠物-稀有-广寒玉兔-1级	广寒玉兔	宠物	Npc_tuzi_2		Animation/NPC/Animal/Rabbit	head-shaolin	20	1.2	1.5	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
359	宠物-普通-魅心蝶精-1级	魅心蝶精	宠物	Npc_diejing_1		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.3	1.5	0.6	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
360	宠物-稀有-魅心蝶精-1级	魅心蝶精	宠物	Npc_diejing_2		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.3	1.5	0.6	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
361	宠物-普通-冰原雪熊-1级	冰原雪熊	宠物	Npc_xiong_1		Animation/NPC/Animal/Pig	head-shaolin	20	1.8	2	1	403	403	403	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	401	402
362	宠物-稀有-冰原雪熊-1级	冰原雪熊	宠物	Npc_xiong_3		Animation/NPC/Animal/Pig	head-shaolin	20	1.8	2	1	403	403	403	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	401	402
363	宠物-普通-七彩麋鹿-1级	七彩麋鹿	宠物	Npc_qicaimilu_2		Animation/NPC/Animal/Deer	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
364	宠物-稀有-七彩麋鹿-1级	七彩麋鹿	宠物	Npc_qicaimilu_3		Animation/NPC/Animal/Deer	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
365	宠物-普通-嗜血蝙蝠-1级	嗜血蝙蝠	宠物	Npc_bianfu_1		Animation/NPC/Animal/Bat	head-shaolin	302	2	2.2	1	75	75	75	-1	-1	-1	-1	0	-1	80	298	5	-1	0	0	0	0.5	3	296	297
366	宠物-稀有-嗜血蝙蝠-1级	嗜血蝙蝠	宠物	Npc_bianfu_2		Animation/NPC/Animal/Bat	head-shaolin	302	2	2.2	1	75	75	75	-1	-1	-1	-1	0	-1	80	298	5	-1	0	0	0	0.5	3	296	297
367	宠物-普通-花魅公主-1级	花魅公主	宠物	Npc_huajing_2		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.6	1.8	0.8	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
368	宠物-稀有-花魅公主-1级	花魅公主	宠物	Npc_huajing_4		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.6	1.8	0.8	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
369	宠物-普通-狐狸-1级	狐狸	宠物	Npc_jiuweitianhu_2		Animation/NPC/Animal/Fox	DaLiHead	-1	1.1	1.3	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	262	262
370	宠物-稀有-狐狸-1级	狐狸	宠物	Npc_jiuweitianhu_3		Animation/NPC/Animal/Fox	DaLiHead	-1	1.1	1.3	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	262	262
371	宠物-普通-猫头鹰-1级	猫头鹰	宠物	Npc_maotouying_1		Animation/NPC/Animal/Owl	head-shaolin	20	1.5	1.7	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
372	宠物-稀有-猫头鹰-1级	猫头鹰	宠物	Npc_maotouying_3		Animation/NPC/Animal/Owl	head-shaolin	20	1.5	1.7	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
373	宠物-普通-守护石灵-1级	守护石灵	宠物	Npc_shouhushiling_2		Animation/NPC/Animal/Stone	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
374	宠物-稀有-守护石灵-1级	守护石灵	宠物	Npc_shouhushiling_3		Animation/NPC/Animal/Stone	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
375	宠物-普通-彩翼黄鸟-1级	彩翼黄鸟	宠物	Npc_huangniao_1		Animation/NPC/Animal/Bird	head-shaolin	20	1.8	2	0.7	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	530	531
376	宠物-稀有-彩翼黄鸟-1级	彩翼黄鸟	宠物	Npc_huangniao_4		Animation/NPC/Animal/Bird	head-shaolin	20	1.8	2	0.7	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	530	531
377	宠物-普通-顽猴-12级	顽猴	宠物	Npc_houzi_4		Animation/NPC/Animal/Monkey	head-shaolin	142	1	1.2	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	287	287
378	宠物-稀有-顽猴-12级	顽猴	宠物	Npc_houzi_5		Animation/NPC/Animal/Monkey	head-shaolin	143	1	1.2	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	287	287
379	宠物-普通-广寒玉兔-12级	广寒玉兔	宠物	Npc_tuzi_3		Animation/NPC/Animal/Rabbit	head-shaolin	20	1.2	1.5	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
380	宠物-稀有-广寒玉兔-12级	广寒玉兔	宠物	Npc_tuzi_4		Animation/NPC/Animal/Rabbit	head-shaolin	20	1.2	1.5	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
381	宠物-普通-魅心蝶精-12级	魅心蝶精	宠物	Npc_diejing_3		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.3	1.5	0.6	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
382	宠物-稀有-魅心蝶精-12级	魅心蝶精	宠物	Npc_diejing_4		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.3	1.5	0.6	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
383	宠物-普通-冰原雪熊-12级	冰原雪熊	宠物	Npc_xiong_2		Animation/NPC/Animal/Pig	head-shaolin	20	1.8	2	1	403	403	403	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	401	402
384	宠物-稀有-冰原雪熊-12级	冰原雪熊	宠物	Npc_xiong_4		Animation/NPC/Animal/Pig	head-shaolin	20	1.8	2	1	403	403	403	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	401	402
385	宠物-普通-七彩麋鹿-12级	七彩麋鹿	宠物	Npc_qicaimilu_1		Animation/NPC/Animal/Deer	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
386	宠物-稀有-七彩麋鹿-12级	七彩麋鹿	宠物	Npc_qicaimilu_4		Animation/NPC/Animal/Deer	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
387	宠物-普通-嗜血蝙蝠-12级	嗜血蝙蝠	宠物	Npc_bianfu_3		Animation/NPC/Animal/Bat	head-shaolin	302	2	2.2	1	75	75	75	-1	-1	-1	-1	0	-1	80	298	5	-1	0	0	0	0.5	3	296	297
388	宠物-稀有-嗜血蝙蝠-12级	嗜血蝙蝠	宠物	Npc_bianfu_4		Animation/NPC/Animal/Bat	head-shaolin	302	2	2.2	1	75	75	75	-1	-1	-1	-1	0	-1	80	298	5	-1	0	0	0	0.5	3	296	297
389	宠物-普通-花魅公主-12级	花魅公主	宠物	Npc_huajing_3		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.6	1.8	0.8	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
390	宠物-稀有-花魅公主-12级	花魅公主	宠物	Npc_huajing_1		Animation/NPC/Woman/MatureWoman/Ghost	head-shaolin	302	1.6	1.8	0.8	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
391	宠物-普通-狐狸-12级	狐狸	宠物	Npc_jiuweitianhu_4		Animation/NPC/Animal/Fox	DaLiHead	-1	1.1	1.3	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	262	262
392	宠物-稀有-狐狸-12级	狐狸	宠物	Npc_jiuweitianhu_1		Animation/NPC/Animal/Fox	DaLiHead	-1	1.1	1.3	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	262	262
393	宠物-普通-猫头鹰-12级	猫头鹰	宠物	Npc_maotouying_2		Animation/NPC/Animal/Owl	head-shaolin	20	1.5	1.7	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
394	宠物-稀有-猫头鹰-12级	猫头鹰	宠物	Npc_maotouying_4		Animation/NPC/Animal/Owl	head-shaolin	20	1.5	1.7	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
395	宠物-普通-守护石灵-12级	守护石灵	宠物	Npc_shouhushiling_1		Animation/NPC/Animal/Stone	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
396	宠物-稀有-守护石灵-12级	守护石灵	宠物	Npc_shouhushiling_4		Animation/NPC/Animal/Stone	head-shaolin	20	1.3	1.5	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
397	宠物-普通-彩翼黄鸟-12级	彩翼黄鸟	宠物	Npc_huangniao_3		Animation/NPC/Animal/Bird	head-shaolin	20	1.8	2	0.7	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	530	531
398	宠物-稀有-彩翼黄鸟-12级	彩翼黄鸟	宠物	Npc_huangniao_2		Animation/NPC/Animal/Bird	head-shaolin	20	1.8	2	0.7	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	530	531
399	妖兽突袭-入口	妖兽队长	NPC	Npc_jiumingxuanshe_1		Animation/NPC/Animal/Snake	DaLiHead	17	2.5	2	0.4	538	538	538	-1	-1	-1	-1	0	-1	0	-1	4	-1	0	0	0	0.5	3	102	102
400	妖兽突袭-入口	妖兽队长	NPC	Npc_huyao_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	2	2.5	1.3	-1	-1	-1	-1	-1	-1	-1	0	-1	80	20	2	-1	0	0	0	0.5	3	259	260
401	妖兽突袭-入口	妖兽队长	NPC	Npc_yezhu_2		Animation/NPC/Animal/Pig	DaLiHead	17	2.5	3.5	1.2	76	76	76	-1	-1	-1	-1	0	-1	80	78	3	-1	0	0	0	0.5	3	252	253
402	妖兽突袭-入口	妖兽队长	NPC	Npc_mohuashoushen_1		Animation/NPC/Man/Child/No_Weapon	head-shaolin	289	2	3.2	1.3	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
403	妖兽突袭-入口	妖兽队长	NPC	Npc_sanyanxionghou_1		Animation/NPC/Man/Titan	head-shaolin	301	2.7	2.5	1	338	338	338	-1	-1	-1	-1	0	-1	80	341	1	-1	0	0	0	0.5	3	339	340
404	妖兽突袭-入口	妖兽队长	NPC	Npc_jiuweitianhu_1		Animation/NPC/Animal/Fox	DaLiHead	-1	2.5	2	2	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	-1	-1
405	妖兽突袭-相位-天音怪1	天音小分队	NPC	Npc_jiumingxuanshe_1		Animation/NPC/Animal/Snake	DaLiHead	17	2.5	2	0.4	538	538	538	-1	-1	-1	-1	0	-1	0	-1	4	-1	0	0	0	0.5	3	102	102
406	妖兽突袭-相位-青云怪1	青云小分队	NPC	Npc_huyao_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	2	2.5	1.3	-1	-1	-1	-1	-1	-1	-1	0	-1	80	20	2	-1	0	0	0	0.5	3	259	260
407	妖兽突袭-相位-鬼王怪1	鬼王小分队	NPC	Npc_yezhu_2		Animation/NPC/Animal/Pig	DaLiHead	17	2.5	3.5	1.2	76	76	76	-1	-1	-1	-1	0	-1	80	78	3	-1	0	0	0	0.5	3	252	253
408	妖兽突袭-相位-合欢怪1	合欢小分队	NPC	Npc_yezhu_1		Animation/NPC/Animal/Pig	DaLiHead	17	2.5	3.5	1.2	76	76	76	-1	-1	-1	-1	0	-1	80	78	3	-1	0	0	0	0.5	3	252	253
409	妖兽突袭-相位-天音怪2	天音小分队	NPC	Npc_jiumingxuanshe_1		Animation/NPC/Animal/Snake	DaLiHead	17	2.5	2	0.4	538	538	538	-1	-1	-1	-1	0	-1	0	-1	4	-1	0	0	0	0.5	3	102	102
410	妖兽突袭-相位-青云怪2	青云小分队	NPC	Npc_huyao_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	2	2.5	1.3	-1	-1	-1	-1	-1	-1	-1	0	-1	80	20	2	-1	0	0	0	0.5	3	259	260
411	妖兽突袭-相位-鬼王怪2	鬼王小分队	NPC	Npc_yezhu_2		Animation/NPC/Animal/Pig	DaLiHead	17	2.5	3.5	1.2	76	76	76	-1	-1	-1	-1	0	-1	80	78	3	-1	0	0	0	0.5	3	252	253
412	妖兽突袭-相位-合欢怪2	合欢小分队	NPC	Npc_yezhu_1		Animation/NPC/Animal/Pig	DaLiHead	17	2.5	3.5	1.2	76	76	76	-1	-1	-1	-1	0	-1	80	78	3	-1	0	0	0	0.5	3	252	253
413	流波山-怪-鳄鱼	鳄鱼	NPC	Npc_yezhu_1		Animation/NPC/Animal/Pig	DaLiHead	17	3.3	3.5	1	76	76	76	-1	-1	-1	-1	0	-1	80	78	3	-1	0	0	0	0.5	3	252	253
414	流波山-怪-螃蟹	人鱼	NPC	Npc_renyu_1		Animation/NPC/Man/Titan	TianShanHead	301	2.3	2.5	0.7	188	188	188	-1	-1	-1	-1	0	-1	80	189	1	-1	0	0	0	0.5	3	374	375
415	流波山-怪-海盗	海盗	NPC	Npc_shuizei_1		Animation/NPC/Man/MatureMan/One_Sword	head-shaolin	296	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	263	264
416	流波山-怪-女贼	女贼	NPC	Npc_guwuzunvzhanshi_1		Animation/NPC/Woman/MatureWoman/One_Sword	TianShanHead	306	1.8	2	1	25	247	248	-1	-1	-1	-1	50	571	80	20	2	-1	0	0	0	0.5	3	569	570
417	流波山-相位怪-吸血老怪	吸血老怪	NPC	Npc_xixuelaoyao_1		Animation/NPC/Man/MatureMan/Magic	head-shaolin	293	1.8	2	1	24	23	22	-1	-1	-1	-1	50	-1	80	19	1	-1	0	0	0	0.5	3	512	513
418	河阳城-NPC-慕容蝶	慕容蝶	NPC	Npc_wenmin_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.6	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	-1	-1
419	河阳城-NPC-飞天仙子	飞天仙子	NPC	Npc_shuiyuedashi_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.8	2	1	25	247	248	-1	-1	-1	-1	50	12	80	18	2	-1	0	0	0	0.5	3	-1	-1
420	河阳城-NPC-采玉	采玉	NPC	Npc_huyao_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.8	2	1	247	247	247	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	259	260
421	七里峒-小倩	小倩	NPC	Npc_xiaoqian_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.8	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	-1	-1
422	七里峒-小白	小白	NPC	Npc_xiaobai_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.6	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	-1	-1
423	七里峒-客栈老板	客栈老板	NPC	Npc_qianzhuanglaoban_1		Animation/NPC/Man/Fat/No_Weapon	head-shaolin	290	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
424	七里峒-金瓶儿	金瓶儿	NPC	Npc_jinpinger_1		Animation/NPC/Woman/MatureWoman/Magic	head-shaolin	304	1.8	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	504	504
425	七里峒-李洵	李洵	NPC	Npc_lixun_1		Animation/NPC/Man/MatureMan/No_Weapon	head-shaolin	295	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
426	七里峒-陆雪琪	陆雪琪	NPC	Npc_luxueqi_1		Animation/NPC/Woman/MatureWoman/One_Sword	head-shaolin	306	1.6	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	217	218
427	七里峒-图麻骨	图麻骨	NPC	Npc_tumagu_1		Animation/NPC/Man/Strong/No_Weapon	DaLiHead	299	2.1	2.3	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
428	七里峒-货郎	货郎	NPC	Npc_dianxiaoer_1		Animation/NPC/Man/MatureMan/No_Weapon	head-shaolin	295	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
429	七里峒-苗族妇女	苗族妇女	NPC	Npc_miaozunvzhanshi_1		Animation/NPC/Woman/MatureWoman/One_Sword	TianShanHead	306	1.6	2	1	25	247	248	-1	-1	-1	-1	50	14	80	20	2	-1	0	0	0	0.5	3	-1	-1
430	七里峒-醉汉	醉汉	NPC	Npc_chefu_1		Animation/Player/Man/Qingyun	head-shaolin	240	1.8	2	1	24	23	22	-1	71	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
431	七里峒-苗人战士	苗人战士	NPC	Npc_miaozunanzhanshi_1		Animation/NPC/Man/Strong/One_Sword	head-shaolin	300	2.1	2.3	1	24	23	22	-1	-1	-1	-1	50	544	80	19	1	-1	0	0	0	0.5	3	542	543
432	七里峒-小灰	小灰	NPC	Npc_houzi_1		Animation/NPC/Animal/Monkey	head-shaolin	140	1	1.2	1.5	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	3	-1	0	0	0	0.5	3	287	287
433	七里峒-阿合台尸首	阿合台尸首	NPC	Npc_xixuelaoyao_1		Animation/Player/Man/Qingyun	head-shaolin	235	1.8	2	1	24	23	22	-1	-1	-1	-1	50	-1	80	19	1	-1	0	0	0	0.5	3	512	513
434	七里峒-大巫师	大巫师	NPC	Npc_dawushi_1		Animation/NPC/Man/Fat/Magic	DaLiHead	290	1.8	2	1	24	23	22	-1	-1	-1	-1	50	13	80	19	1	-1	0	0	0	0.5	3	-1	-1
