Id	Desc	FormulaType	IsStatic	ProductId	StaticCount	MoneyType	Money	LevelReq	StuffGroup1	StuffCount1	StuffGroup2	StuffCount2	StuffGroup3	StuffCount3	StuffGroup4	StuffCount4	StuffGroup5	StuffCount5	StuffGroup6	StuffCount6	SecPasswordId
204	夺魄断金石（6级）升级	2	1	5406	1	0	0	-1	46	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
205	夺魄断金石（7级）升级	2	1	5407	1	0	0	-1	47	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
206	夺魄断金石（8级）升级	2	1	5408	1	0	0	-1	48	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
207	夺魄断金石（9级）升级	2	1	5409	1	0	0	-1	49	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
208	渡劫金刚石（1级）升级	2	1	5501	1	0	0	-1	51	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
209	渡劫金刚石（2级）升级	2	1	5502	1	0	0	-1	52	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
210	渡劫金刚石（3级）升级	2	1	5503	1	0	0	-1	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
211	渡劫金刚石（4级）升级	2	1	5504	1	0	0	-1	54	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
212	渡劫金刚石（5级）升级	2	1	5505	1	0	0	-1	55	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
213	渡劫金刚石（6级）升级	2	1	5506	1	0	0	-1	56	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
214	渡劫金刚石（7级）升级	2	1	5507	1	0	0	-1	57	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
215	渡劫金刚石（8级）升级	2	1	5508	1	0	0	-1	58	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
216	渡劫金刚石（9级）升级	2	1	5509	1	0	0	-1	59	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
217	三味金刚石（1级）升级	2	1	5601	1	0	0	-1	61	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
218	三味金刚石（2级）升级	2	1	5602	1	0	0	-1	62	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
219	三味金刚石（3级）升级	2	1	5603	1	0	0	-1	63	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
220	三味金刚石（4级）升级	2	1	5604	1	0	0	-1	64	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
221	三味金刚石（5级）升级	2	1	5605	1	0	0	-1	65	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
222	三味金刚石（6级）升级	2	1	5606	1	0	0	-1	66	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
223	三味金刚石（7级）升级	2	1	5607	1	0	0	-1	67	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
224	三味金刚石（8级）升级	2	1	5608	1	0	0	-1	68	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
225	三味金刚石（9级）升级	2	1	5609	1	0	0	-1	69	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
226	神行金刚石（1级）升级	2	1	5701	1	0	0	-1	71	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
227	神行金刚石（2级）升级	2	1	5702	1	0	0	-1	72	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
228	神行金刚石（3级）升级	2	1	5703	1	0	0	-1	73	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
229	神行金刚石（4级）升级	2	1	5704	1	0	0	-1	74	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
230	神行金刚石（5级）升级	2	1	5705	1	0	0	-1	75	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
231	神行金刚石（6级）升级	2	1	5706	1	0	0	-1	76	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
232	神行金刚石（7级）升级	2	1	5707	1	0	0	-1	77	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
233	神行金刚石（8级）升级	2	1	5708	1	0	0	-1	78	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
234	神行金刚石（9级）升级	2	1	5709	1	0	0	-1	79	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
235	天心金刚石（1级）升级	2	1	5801	1	0	0	-1	81	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
236	天心金刚石（2级）升级	2	1	5802	1	0	0	-1	82	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
237	天心金刚石（3级）升级	2	1	5803	1	0	0	-1	83	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
238	天心金刚石（4级）升级	2	1	5804	1	0	0	-1	84	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
239	天心金刚石（5级）升级	2	1	5805	1	0	0	-1	85	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
240	天心金刚石（6级）升级	2	1	5806	1	0	0	-1	86	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
241	天心金刚石（7级）升级	2	1	5807	1	0	0	-1	87	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
242	天心金刚石（8级）升级	2	1	5808	1	0	0	-1	88	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
243	天心金刚石（9级）升级	2	1	5809	1	0	0	-1	89	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
244	避尘金刚石（1级）升级	2	1	5901	1	0	0	-1	91	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
245	避尘金刚石（2级）升级	2	1	5902	1	0	0	-1	92	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
246	避尘金刚石（3级）升级	2	1	5903	1	0	0	-1	93	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
247	避尘金刚石（4级）升级	2	1	5904	1	0	0	-1	94	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
248	避尘金刚石（5级）升级	2	1	5905	1	0	0	-1	95	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
249	避尘金刚石（6级）升级	2	1	5906	1	0	0	-1	96	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
250	避尘金刚石（7级）升级	2	1	5907	1	0	0	-1	97	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
251	避尘金刚石（8级）升级	2	1	5908	1	0	0	-1	98	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
252	避尘金刚石（9级）升级	2	1	5909	1	0	0	-1	99	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
253	强震断金石（1级）升级	2	1	6001	1	0	0	-1	101	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
254	强震断金石（2级）升级	2	1	6002	1	0	0	-1	102	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
255	强震断金石（3级）升级	2	1	6003	1	0	0	-1	103	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
256	强震断金石（4级）升级	2	1	6004	1	0	0	-1	104	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
257	强震断金石（5级）升级	2	1	6005	1	0	0	-1	105	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
258	强震断金石（6级）升级	2	1	6006	1	0	0	-1	106	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
259	强震断金石（7级）升级	2	1	6007	1	0	0	-1	107	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
260	强震断金石（8级）升级	2	1	6008	1	0	0	-1	108	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
261	强震断金石（9级）升级	2	1	6009	1	0	0	-1	109	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
262	摄心断金石（1级）升级	2	1	6101	1	0	0	-1	111	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
263	摄心断金石（2级）升级	2	1	6102	1	0	0	-1	112	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
264	摄心断金石（3级）升级	2	1	6103	1	0	0	-1	113	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
265	摄心断金石（4级）升级	2	1	6104	1	0	0	-1	114	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
266	摄心断金石（5级）升级	2	1	6105	1	0	0	-1	115	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
267	摄心断金石（6级）升级	2	1	6106	1	0	0	-1	116	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
268	摄心断金石（7级）升级	2	1	6107	1	0	0	-1	117	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
269	摄心断金石（8级）升级	2	1	6108	1	0	0	-1	118	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
270	摄心断金石（9级）升级	2	1	6109	1	0	0	-1	119	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
271	御魂断金石（1级）升级	2	1	6201	1	0	0	-1	121	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
272	御魂断金石（2级）升级	2	1	6202	1	0	0	-1	122	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
273	御魂断金石（3级）升级	2	1	6203	1	0	0	-1	123	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
274	御魂断金石（4级）升级	2	1	6204	1	0	0	-1	124	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275	御魂断金石（5级）升级	2	1	6205	1	0	0	-1	125	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
276	御魂断金石（6级）升级	2	1	6206	1	0	0	-1	126	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
277	御魂断金石（7级）升级	2	1	6207	1	0	0	-1	127	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
278	御魂断金石（8级）升级	2	1	6208	1	0	0	-1	128	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
279	御魂断金石（9级）升级	2	1	6209	1	0	0	-1	129	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
280	万钧断金石（1级）升级	2	1	6301	1	0	0	-1	131	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
281	万钧断金石（2级）升级	2	1	6302	1	0	0	-1	132	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
282	万钧断金石（3级）升级	2	1	6303	1	0	0	-1	133	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
283	万钧断金石（4级）升级	2	1	6304	1	0	0	-1	134	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
284	万钧断金石（5级）升级	2	1	6305	1	0	0	-1	135	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
285	万钧断金石（6级）升级	2	1	6306	1	0	0	-1	136	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
286	万钧断金石（7级）升级	2	1	6307	1	0	0	-1	137	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
287	万钧断金石（8级）升级	2	1	6308	1	0	0	-1	138	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
288	万钧断金石（9级）升级	2	1	6309	1	0	0	-1	139	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
289	强震金刚石（1级）升级	2	1	6401	1	0	0	-1	141	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
290	强震金刚石（2级）升级	2	1	6402	1	0	0	-1	142	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
291	强震金刚石（3级）升级	2	1	6403	1	0	0	-1	143	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
292	强震金刚石（4级）升级	2	1	6404	1	0	0	-1	144	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
293	强震金刚石（5级）升级	2	1	6405	1	0	0	-1	145	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
294	强震金刚石（6级）升级	2	1	6406	1	0	0	-1	146	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
295	强震金刚石（7级）升级	2	1	6407	1	0	0	-1	147	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
296	强震金刚石（8级）升级	2	1	6408	1	0	0	-1	148	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
297	强震金刚石（9级）升级	2	1	6409	1	0	0	-1	149	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
298	摄心金刚石（1级）升级	2	1	6501	1	0	0	-1	151	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
299	摄心金刚石（2级）升级	2	1	6502	1	0	0	-1	152	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
300	摄心金刚石（3级）升级	2	1	6503	1	0	0	-1	153	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
301	摄心金刚石（4级）升级	2	1	6504	1	0	0	-1	154	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
302	摄心金刚石（5级）升级	2	1	6505	1	0	0	-1	155	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
303	摄心金刚石（6级）升级	2	1	6506	1	0	0	-1	156	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
304	摄心金刚石（7级）升级	2	1	6507	1	0	0	-1	157	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
305	摄心金刚石（8级）升级	2	1	6508	1	0	0	-1	158	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
306	摄心金刚石（9级）升级	2	1	6509	1	0	0	-1	159	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
307	御魂金刚石（1级）升级	2	1	6601	1	0	0	-1	161	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
308	御魂金刚石（2级）升级	2	1	6602	1	0	0	-1	162	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
309	御魂金刚石（3级）升级	2	1	6603	1	0	0	-1	163	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
310	御魂金刚石（4级）升级	2	1	6604	1	0	0	-1	164	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
311	御魂金刚石（5级）升级	2	1	6605	1	0	0	-1	165	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
312	御魂金刚石（6级）升级	2	1	6606	1	0	0	-1	166	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
313	御魂金刚石（7级）升级	2	1	6607	1	0	0	-1	167	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
314	御魂金刚石（8级）升级	2	1	6608	1	0	0	-1	168	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
315	御魂金刚石（9级）升级	2	1	6609	1	0	0	-1	169	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
316	万钧金刚石（1级）升级	2	1	6701	1	0	0	-1	171	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
317	万钧金刚石（2级）升级	2	1	6702	1	0	0	-1	172	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
318	万钧金刚石（3级）升级	2	1	6703	1	0	0	-1	173	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
319	万钧金刚石（4级）升级	2	1	6704	1	0	0	-1	174	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
320	万钧金刚石（5级）升级	2	1	6705	1	0	0	-1	175	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
321	万钧金刚石（6级）升级	2	1	6706	1	0	0	-1	176	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
322	万钧金刚石（7级）升级	2	1	6707	1	0	0	-1	177	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
323	万钧金刚石（8级）升级	2	1	6708	1	0	0	-1	178	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
324	万钧金刚石（9级）升级	2	1	6709	1	0	0	-1	179	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
325	河阳志完整	-1	1	2107	1	0	1000	-1	182	1	183	1	184	1	185	1	-1	-1	-1	-1	-1
326	神鬼苍生图完整	-1	1	2116	1	0	1000	-1	186	1	187	1	188	1	189	1	-1	-1	-1	-1	-1
327	法宝烧火棍	-1	1	37028	1	0	1000	-1	190	1	191	1	192	1	-1	-1	-1	-1	-1	-1	17
328	真仙合成符[青云剑]	-1	1	43104	1	0	10000	-1	217	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
329	真仙合成符[青云冠]	-1	1	43204	1	0	10000	-1	218	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
330	真仙合成符[青云袍]	-1	1	43304	1	0	10000	-1	193	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
331	真仙合成符[青云裤]	-1	1	43404	1	0	10000	-1	194	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
332	真仙合成符[青云手]	-1	1	43504	1	0	10000	-1	195	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
333	真仙合成符[青云履]	-1	1	43604	1	0	10000	-1	196	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
334	真仙合成符[天音杖]	-1	1	53104	1	0	10000	-1	197	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
335	真仙合成符[天音冠]	-1	1	53204	1	0	10000	-1	198	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
336	真仙合成符[天音服]	-1	1	53304	1	0	10000	-1	199	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
337	真仙合成符[天音裤]	-1	1	53404	1	0	10000	-1	200	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
338	真仙合成符[天音手]	-1	1	53504	1	0	10000	-1	201	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
339	真仙合成符[天音履]	-1	1	53604	1	0	10000	-1	202	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
340	真仙合成符[鬼王刃]	-1	1	63104	1	0	10000	-1	203	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
341	真仙合成符[鬼王冠]	-1	1	63204	1	0	10000	-1	204	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
342	真仙合成符[鬼王甲]	-1	1	63304	1	0	10000	-1	205	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
343	真仙合成符[鬼王裤]	-1	1	63404	1	0	10000	-1	206	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
344	真仙合成符[鬼王手]	-1	1	63504	1	0	10000	-1	207	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
345	真仙合成符[鬼王靴]	-1	1	63604	1	0	10000	-1	208	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
346	真仙合成符[合欢环]	-1	1	73104	1	0	10000	-1	209	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
347	真仙合成符[合欢冠]	-1	1	73204	1	0	10000	-1	210	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
348	真仙合成符[合欢衫]	-1	1	73304	1	0	10000	-1	211	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
349	真仙合成符[合欢裤]	-1	1	73404	1	0	10000	-1	212	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
350	真仙合成符[合欢手]	-1	1	73504	1	0	10000	-1	213	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
351	真仙合成符[合欢靴]	-1	1	73604	1	0	10000	-1	214	1	215	150	-1	-1	-1	-1	-1	-1	-1	-1	-1
352	元运断金石（1级）转化	3	0	1	1	0	0	-1	1	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
353	元运断金石（2级）转化	3	0	2	1	0	0	-1	2	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
354	元运断金石（3级）转化	3	0	3	1	0	0	-1	3	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
355	元运断金石（4级）转化	3	0	4	1	0	0	-1	4	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
356	元运断金石（5级）转化	3	0	5	1	0	0	-1	5	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
357	元运断金石（6级）转化	3	0	6	1	0	0	-1	6	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
358	元运断金石（7级）转化	3	0	7	1	0	0	-1	7	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
359	元运断金石（8级）转化	3	0	8	1	0	0	-1	8	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
360	元运断金石（9级）转化	3	0	9	1	0	0	-1	9	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
361	元运断金石（10级）转化	3	0	10	1	0	0	-1	10	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
362	醒神断金石（1级）转化	3	0	1	1	0	0	-1	11	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
363	醒神断金石（2级）转化	3	0	2	1	0	0	-1	12	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
364	醒神断金石（3级）转化	3	0	3	1	0	0	-1	13	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
365	醒神断金石（4级）转化	3	0	4	1	0	0	-1	14	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
366	醒神断金石（5级）转化	3	0	5	1	0	0	-1	15	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
367	醒神断金石（6级）转化	3	0	6	1	0	0	-1	16	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
368	醒神断金石（7级）转化	3	0	7	1	0	0	-1	17	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
369	醒神断金石（8级）转化	3	0	8	1	0	0	-1	18	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
370	醒神断金石（9级）转化	3	0	9	1	0	0	-1	19	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
371	醒神断金石（10级）转化	3	0	10	1	0	0	-1	20	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
372	培元断金石（1级）转化	3	0	1	1	0	0	-1	21	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
373	培元断金石（2级）转化	3	0	2	1	0	0	-1	22	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
374	培元断金石（3级）转化	3	0	3	1	0	0	-1	23	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
375	培元断金石（4级）转化	3	0	4	1	0	0	-1	24	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
376	培元断金石（5级）转化	3	0	5	1	0	0	-1	25	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
377	培元断金石（6级）转化	3	0	6	1	0	0	-1	26	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
378	培元断金石（7级）转化	3	0	7	1	0	0	-1	27	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
379	培元断金石（8级）转化	3	0	8	1	0	0	-1	28	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
380	培元断金石（9级）转化	3	0	9	1	0	0	-1	29	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
381	培元断金石（10级）转化	3	0	10	1	0	0	-1	30	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
382	混沌断金石（1级）转化	3	0	1	1	0	0	-1	31	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
383	混沌断金石（2级）转化	3	0	2	1	0	0	-1	32	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
384	混沌断金石（3级）转化	3	0	3	1	0	0	-1	33	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
385	混沌断金石（4级）转化	3	0	4	1	0	0	-1	34	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
386	混沌断金石（5级）转化	3	0	5	1	0	0	-1	35	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
387	混沌断金石（6级）转化	3	0	6	1	0	0	-1	36	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
388	混沌断金石（7级）转化	3	0	7	1	0	0	-1	37	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
389	混沌断金石（8级）转化	3	0	8	1	0	0	-1	38	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
390	混沌断金石（9级）转化	3	0	9	1	0	0	-1	39	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
391	混沌断金石（10级）转化	3	0	10	1	0	0	-1	40	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
392	夺魄断金石（1级）转化	3	0	1	1	0	0	-1	41	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
393	夺魄断金石（2级）转化	3	0	2	1	0	0	-1	42	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
394	夺魄断金石（3级）转化	3	0	3	1	0	0	-1	43	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
395	夺魄断金石（4级）转化	3	0	4	1	0	0	-1	44	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
396	夺魄断金石（5级）转化	3	0	5	1	0	0	-1	45	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
397	夺魄断金石（6级）转化	3	0	6	1	0	0	-1	46	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
398	夺魄断金石（7级）转化	3	0	7	1	0	0	-1	47	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
399	夺魄断金石（8级）转化	3	0	8	1	0	0	-1	48	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
400	夺魄断金石（9级）转化	3	0	9	1	0	0	-1	49	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
401	夺魄断金石（10级）转化	3	0	10	1	0	0	-1	50	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
402	渡劫金刚石（1级）转化	3	0	1	1	0	0	-1	51	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
403	渡劫金刚石（2级）转化	3	0	2	1	0	0	-1	52	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
404	渡劫金刚石（3级）转化	3	0	3	1	0	0	-1	53	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
405	渡劫金刚石（4级）转化	3	0	4	1	0	0	-1	54	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
406	渡劫金刚石（5级）转化	3	0	5	1	0	0	-1	55	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
407	渡劫金刚石（6级）转化	3	0	6	1	0	0	-1	56	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
408	渡劫金刚石（7级）转化	3	0	7	1	0	0	-1	57	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
409	渡劫金刚石（8级）转化	3	0	8	1	0	0	-1	58	1	301	1	-1	-1	-1	-1	-1	-1	-1	-1	26
