Id	Desc	Money	BindYuanBao	Exp	TitleID	ToolID1	ToolNum1	ToolID2	ToolNum2	ProItemID1	ProNum1	ProItemID2	ProNum2	ProItemID3	ProNum3	ProItemID4	ProNum4	ChoosedID	ItemID0	ItemNum0	ItemID1	ItemNum1	ItemID2	ItemNum2
1015	主线-扔到水里	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1016	主线-苗人族长	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1017	主线-听候安排	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1018	主线-无酒不欢	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1019	主线-解酒奇花	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1020	主线-酒量惊人	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1021	主线-怎能无酒	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1022	主线-横七竖八	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1023	主线-小白心思	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1024	主线-带回小灰	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1025	主线-馋嘴猴子	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1026	主线-族长来了	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1027	主线-面见巫师	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1028	主线-暂且住下	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1029	主线-苗人小屋	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1030	主线-犬神警告	100	0	9666	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1031	主线-风云变幻	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1032	主线-帮大巫师	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1033	主线-争夺黑杖	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1034	主线-回告鬼厉	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1035	主线-大杀四方	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1036	主线-嗜血魔王	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1037	主线-追回黑杖	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1038	主线-神剑御雷	100	0	9744	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1039	主线-情之所牵	100	0	9744	138	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1040	主线-达摩武学	100	0	3158	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1041	主线-暴露行踪	100	0	2584	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1042	主线-暴露行踪	100	0	3158	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1043	主线-暴露行踪	100	0	2843	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1044	主线-延请大能	100	0	722	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1045	主线-狐妖之祸	100	0	722	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1046	主线-回禀城主	100	0	722	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1047	主线-难以开口	100	0	834	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1048	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1049	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1050	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1051	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1052	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1053	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1054	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1055	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1056	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1057	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1058	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1059	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1060	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1061	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1062	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1063	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1064	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1065	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1066	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1067	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1068	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1069	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1070	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1071	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1072	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1073	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1074	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1075	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1076	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1077	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1078	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1079	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1080	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1081	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1082	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1083	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1084	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1085	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1086	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1087	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1088	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1089	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1090	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1091	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1092	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1093	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1094	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1095	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1096	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1097	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1098	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1099	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1100	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1101	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1102	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1103	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1104	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1105	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1106	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1107	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1108	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1109	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1110	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1111	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1112	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1113	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1114	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1115	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1116	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1117	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1118	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1119	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1120	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1121	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1122	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1123	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1124	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1125	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1126	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1127	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1128	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1129	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1130	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1131	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1132	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1133	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1134	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1135	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1136	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1137	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1138	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1139	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1140	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1141	场景环-采集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1142	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1143	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1144	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1145	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1146	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1147	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1148	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1149	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1150	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1151	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1152	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1153	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1154	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1155	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1156	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1157	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1158	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1159	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1160	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1161	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1162	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1163	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1164	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1165	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1166	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1167	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1168	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1169	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1170	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1171	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1172	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1173	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1174	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1175	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1176	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1177	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1178	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1179	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1180	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1181	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1182	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1183	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1184	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1185	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1186	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1187	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1188	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1189	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1190	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1191	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1192	场景环-寻人送信	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1193	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1194	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1195	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1196	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1197	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1198	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1199	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1200	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1201	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1202	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1203	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1204	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1205	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1206	场景环-为民除害	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1207	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1208	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1209	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1210	场景环-收集物品	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1211	合欢-隐藏任务-唉声叹气（1）	0	0	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
1212	合欢-隐藏任务-唉声叹气（2）	0	0	0	-1	37009	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	0	-1	0	-1	0
